work_title,author,editor,date,bookid,booktitle,index_paragraph,latin_text,italian_text,english_text
FabulaeAesopeae,Babrius,KarlHalm,2016,1,BABPIOYΜΥΘΙΑΜΒΟΙΑΙΣΩΠΕΙΟΙ.,11,"ἄνθρωπε, καὶ σὺ μή ποτʼ ἴσθι καυχήμων,
ἄλλου σε πλεῖον τῆς τύχης ἐπαιρούσης.
πολλούς ἔσωσε καὶ τὸ μὴ καλῶς πράττειν.]","Umano e nel no.
Un altro nella maggior parte della fortuna.
Molti mi hanno risparmiato con il bene.]","Human, and in the no.
Another in most of the fortune.
Many saved myself with good do.]"
FabulaeAesopeae,Babrius,KarlHalm,2016,1,BABPIOYΜΥΘΙΑΜΒΟΙΑΙΣΩΠΕΙΟΙ.,12,"Ἁλιεὺς θαλάσσης πᾶσαν ᾐόνα ξύων
λεπτῷ τε καλάμῳ τὸν γλυκύν βίον σῴζων
μικρόν ποτʼ ἰχθύν ὁρμιῆς ἀφʼ ἱππείης
ἢγρευσεν, οὐ τῶν εἰς τάγηνον ῥαίων.
       

       ὁ δʼ αὐτὸν οὕτως ίκέτευεν ἀσπαίρων·
τί σοι τὸ κέρδος; ἠ τίνʼ ὧνον εὑρήσεις;
οὐκ εἰμὶ γὰρ τέλειος, ἀλλά με πρῴην
πρὸς τῇδε πέτρῃ φυκὶς ἔκυσʼ ἐμὴ μήτηρ.
νῦν οὑν ἄφες με, μὴ μάτην ἀποκτείνῃς.
       

       ἐπὴν δὲ πλησθεὶς φυκίων θαλασσαίων
μέγας γένωμαι, πλουσίοις πρέπων δείπνοις,
τότʼ ἐνθάδʼ ἐλθών ὕστερόν με συλλήψψῃ.·
τοιαῦτα μύζων ίκέτευε κἀσπαίρων,
ἀλλʼ οὐκ ἔμελλε τὸν γέροντα θωπεύσειν·
       

       ἔφη δὲ πείρων αὐτὸν ὀξέῃ σχοίνῳ
ὁ μὴ τὰ μικρά, πλὴν βέβαια, τηρήσας
μάταιός ἐστιν, ἢν ἄδηλα θηρεύῃ.“","Sunsmen
Bel tono della dolce vita delle dimensioni
Piccola pentola
Erano schiacciati, il Tangon dell'Haion.
 ὁ d ʼ ὁ ὁ ὁ ὁ ὁ ὁ ʼ ʼ
Qual è il profitto?O cosa sei?
Ok sono perfetto, ma con me prima
Al pari del mare, una madre.
Se tu fossi, con me, con te.
 In
Grande cene predefinite fantastiche e fantastiche,
Totale
Una giacca così mioniana era Kypara,
Ma non disse il vecchio;
 Fichi di spille
O con il piccolo, oltre, ovviamente, ho osservato
In vano Austin, se sei cacciato. ""","Sunsmen
fine tone of the sweet life of the sizes
Little Pot
They were crushed, the Tangon of the Haion.
 ὁ d ʼ ὁ ὁ ὁ ὁ ὁ ὁ ʼ ʼ ʼ
What is the profit?Or what are you?
Okay I am perfect, but with me before
To the peer of the sea, a mother.
If you were, with me, with you.
 In
Great Great, Rich Predered Dinners,
Total
such a myonian jacket was Kyparas,
But he did not say the old man;
 Figs of pins
Or with the small, besides, of course, I observed
In vain Austin, if you are hunted. """
FabulaeAesopeae,Babrius,KarlHalm,2016,1,BABPIOYΜΥΘΙΑΜΒΟΙΑΙΣΩΠΕΙΟΙ.,13,"Ἄνθρωπος ἕπον εἶχε. τοῦτον εἰώθει
κενὸν παρέλκειν, ἐπετίθει δὲ τὸν φόρτον
ὄνῳ γέροντι. πολλὰ τοιγαροῦν κάμνων
ἐκεῖνος ἐλθών πρὸς τὸν ἵππον ὡμίλει
       

       ἄν μοι θελήσῃς συλλαβεῖν τι τοῦ φόρτου,
τάχʼ ἂν γενοίμην σῷος· εἰ δὲ μή, θνήσκω.“
       

       ὁ δʼ ,οὐ προάξεις;“ εἶπε ,,μή μʼ ἐνοχλήσῃς.·
εἷρπεν σιωπῶν, τῷ κόπῳ δʼ ἀπαυδήσας
πεσών ἔκειτο νεκρός, ὡς προειρήκει.
       

       τὸν ἵππον οὖν παρʼ αὐτὸν εὐθέως στήσας
ὁ δεσπότης καὶ πάντα τὸν γόμον λύων
ἐπvʼ αὐτὸν ἐτίθει τὴν σάγην τε τοῦ κτήνους,
καὶ τὴν ὀνείην προσεπέθηκεν ἐκδείρας.
ὁ δʼ ἵππος ;;οίμοι τῆς κακῆς· ἔφη μγνώμης·
       

       οὐ γὰρ μετασχεῖν μικρὸν οὐκ ἐβουλήθην,
τοῦτʼ αὐτό μοι πᾶν ἐπιτέθεικεν ἡ χρεία.“","Aveva un uomo.Questo è
Arma vacked, proprio Forton
Sambuco.molte tigri
inferno dei cavalli
 Se vuoi scrivere ciò che il carico,
Tah se sei nato;


ὁ D, le promozioni?
Silenzio, la copia dell'apostolo
Era morto, era prevalente.
 i cavalli dello stesso tempo
ὁ Despota e sempre la gomma di Lione
È che le bestie della bestia,
E quello era a posto.
ὁ Horse?
 I piccoli occili
Questo è quello che devono essere "".","He had a man.This is
Vacked Weapon, Own Forton
Elder.a lot of tigers
hell of the horses
 If you want to spell what the load,
Tah if you are born;


ὁ d, the promotions?
Silence, the Copy of the Apostle
He was dead, he was prevalent.
 the horses of the same time
ὁ Despot and always the Lyon Gum
It is that the beasts of the beast,
And the one was in place.
ὁ Horse?
 The Little Little Occles
This is what they need to be. """
FabulaeAesopeae,Babrius,KarlHalm,2016,1,BABPIOYΜΥΘΙΑΜΒΟΙΑΙΣΩΠΕΙΟΙ.,14,"Ἄραψ κάμηλον ἀχθίσας ἐπηρώτα
πότερʼ ἀναβαίνειν μᾶλλον ἠ κάτω βαίνειν
αίροῖτο. χὡ κάμηλος οὐκ ἄτερ μούσης
εἶφʼ ,,ἡ γαρ ὀρθὴ τῶν ὁδῶν ἀπεκλείσθη.“","Crown Camel
Poto
Era un inferno.X
Oh, il Gar dell'esterno del fatto a mano. ""","Crown camel
Poto
It was a hell.x
Oh, the Gar of the Out of the Handmade. """
FabulaeAesopeae,Babrius,KarlHalm,2016,1,BABPIOYΜΥΘΙΑΜΒΟΙΑΙΣΩΠΕΙΟΙ.,15,"Ὁ λόγος εὐθετος πρὸς ἄνδρας διεστραμμένους τῆς εὐθείας ὀδοῦ
ἐκκλίνοντας.","Ὁ Motivo per un uomo fatto da uomo pervertito
Compimento.","Ὁ Reason for a man -made man -made perverted
Clearing."
FabulaeAesopeae,Babrius,KarlHalm,2016,1,BABPIOYΜΥΘΙΑΜΒΟΙΑΙΣΩΠΕΙΟΙ.,16,"Ἁλιεύς τις αὐλούς εἶχε καὶ σοφῶς ηὔλει,
καὶ δή ποτʼ) ὄψον ἐλπίσας ἀμοχθήτως
πολύ πρὸς αὐλῶν ἡδυφωνίην ἄξειν,
τὸ δίκτυον θεὶς ἐτερέτιζεν εὐμούσως.
       

       ἐπεὶ δὲ φυσῶν ἔκαμε καὶ μάτην ηὔλει,
βαλών σαγήνην ἔλαβεν ἰχθύας πλείστους.
ἐπὶ γῆς δʼ ἰδών σπαίροντας ἄλλον ἀλλοίως,
τοιαῦτʼ ἐκερτόμησε, τὸν βόλον πλύνων.
,ἄναυλα νῦν ὀρχεῖσθε. κρεῖσσον ἥν ὑμᾶς
       

       πάλαι χορεύειν, ἡνίκʼ εἰς χοροὺς ηὔλουν.“","Mili dell'altro era e saggiamente,
e così via.
Molto all'altro dell'inferno,
La rete di dei non era in grado.
 Non l'abbiamo fatto e l'occhio,
Valion è grande.
Di fronte al futuro spazzando il futuro ma in particolare,
Era un rigido volume di lavaggio.
, stai arrivando.κρε ὑ κρε
 Stanno ballando, ballando alla danza "".","Milies of the other was and wisely,
and so on.
very to the other of the hell,
The network of gods were unable.
 We did not do it and the eye,
Valion is a large one.
In the face of the future by spaising the future but in particular,
It was a rigid, the washing volume.
, you are coming.κρε ὑ κρε
 They are dancing, a dancing to the dance. """
FabulaeAesopeae,Babrius,KarlHalm,2016,1,BABPIOYΜΥΘΙΑΜΒΟΙΑΙΣΩΠΕΙΟΙ.,17,"οὐκ ἔστιν ἀπόνως οὐ καμόντα κερδαίνειν·
ὅταν βαλών δὲ τοῦθʼ ἑλῃς ὅπερ βούλει,
τὸ κερτομεῖν σοι καιρός ἐστι καὶ παίζειν.","Va bene allo stesso modo vince il Campone;
Erano le guerre dell'altra, era finita,
Sei stato nel passato e suonali.","Okay in the same way the cample wins;
It was the wars of the other, it was over,
You have been in the past and playing."
FabulaeAesopeae,Babrius,KarlHalm,2016,1,BABPIOYΜΥΘΙΑΜΒΟΙΑΙΣΩΠΕΙΟΙ.,18,Ὀμῦθος λέλεκται πρὸς τοὺς ματαίωςπαρἀτὸ δέον τι ἐργαζομένους.,Si dice che immithus sia invano.,Immithus is said to be in vain.
FabulaeAesopeae,Babrius,KarlHalm,2016,1,BABPIOYΜΥΘΙΑΜΒΟΙΑΙΣΩΠΕΙΟΙ.,19,"Αἰσχρᾶς τις ἤρα καὶ κακορρύπου δούλης
ἰδίας ἑαυτοῦ, καὶ παρεῖχεν αἰτούσῃ
ἅπανθ’ ἑτοίμως. ἡ δὲ χρυσίου πλήρης,
σύρουσα λεπτὴν πορφύραν ἐπὶ κνήμας,
       

       πᾶσαν μάχην συνῆπτεν οἰκοδεσποίνῃ.
τὴν δʼ Ἀφροδίτην ὥσπερ αἰτίην τούτων
λύχνοις ἐτίμα, καὶ καθʼ ἡμέραν πᾶσαν
ἔθυεν ηὔχεθ’ ίκέτευεν ἠρώτα,
ἕως ποτʼ αὐτῶν ἡ θεὸς καθευδόντων
       

       ἡλθεν καθʼ ὕπνους, καὶ φανεῖσα τῇ δούλῃ
,,μή μοι χάριν σχῇς ὡς καλήν σε ποιούσῃ.
τούτῳ κεχόλωμαιʼ· φησίν ,,ῴ καλὴ φαίνῃ.“","Sei in mezzo e uno schiavo schiavo
di per sé e previsto
È molto chiaro.ἡ oro pieno,
Syros finemente viola sulla tibia,
 Avevano una battaglia dell'ecclesiastica.
dell'Apodite dell'apostolo di questi
Indagine e il giorno in cui erano
Era un coglione.
Come bevanda di Dio
 Sono venuto a dormire e ho rivelato lo schiavo
;
Sto dicendo questo;","You are in the way and a slave slave
of itself, and provided for
It is very clear.ἡ gold full,
Syros finely purple on the tibia,
 They had a battle of the ecclesiastical.
of the Apodite of the Apostle of these
Surveying, and on the day they were
He was a jerk 's.
As a drink of God's
 I came to sleep, and I revealed the slave
;
I am saying this;"
FabulaeAesopeae,Babrius,KarlHalm,2016,1,BABPIOYΜΥΘΙΑΜΒΟΙΑΙΣΩΠΕΙΟΙ.,20,"[ἅπας ὁ τοῖς αἰσχροῖσιν ὡς καλοῖς χαίρων
θεοβλαβής τίς ἐστι καὶ φρένας πηρός.","[Ero nel bene del bene del bene.
Theobs dei freni.","[I was in the good of the good of the good of the good.
Theobs of the brakes."
FabulaeAesopeae,Babrius,KarlHalm,2016,1,BABPIOYΜΥΘΙΑΜΒΟΙΑΙΣΩΠΕΙΟΙ.,21,"Ἀλώπεκʼ ἐχθρὰν ἀμπέλων τε καὶ κήπων
ξένῃ θελήσας περιβαλεῖν τις αἰκίη,
τὴν κέρκον ἂψψας καὶ λένον τι προσδήσας
ἀφῆκε φεύγειν. τὴν δʼ ἐπίσκοπος δαίμων
       

       ἐς τὰς ἀρούρας τοῦ λαβόντος ὡδήγει
τὸ πῦρ φλέγουσαν. ὴν δὲ ληίων ὥρη
καὶ καλλίπαις ἂμητος ἐλπίδων πλήρης.
ὁ δʼ ἠκολούθει τὸν πολύν κόπον κλαίων,
οὐδʼ εἶδεν αὐτοῦ τὴν ἄλωνα Δημήτηρ.","Ciao
Gli estranei desiderano racchiudere Akii,
La ragazza del bagaglio
Stava partendo.Il vescovo dei demoni
 mentre il coglione della hall viene condotto
Stavano bruciando.D
e Kallipas pieni di alple.
ὁ Dimora negli insetti molto stupidi,
Questo non è il caso di Dimiter.","Hello
strangers wishes to enclose Akii,
the girlfriend of the luggage
He was leaving.the bishop of demons
 as the jerk of the lobby is led to
They were burning.d
and Kallipas Full of Halples.
ὁ dwells in the very stupid bugs,
This is not the case with Dimiter."
FabulaeAesopeae,Babrius,KarlHalm,2016,1,BABPIOYΜΥΘΙΑΜΒΟΙΑΙΣΩΠΕΙΟΙ.,22,"χρὴ πρᾷον εἶναι μηδʼ ἄμετρα θυμοῦσθαι.
ἔστιν τις ὀργῆς νέμεσις, ἢν φυλαττοίμην,
αὐτοῖς βλάβην φέρουσα τοῖς δυσοργήτοις.","È uno zero di rabbia.
Nella nemesi ortodossa, lesioni,
Hanno danneggiato il dannoso.","It is a zero of anger.
In the Nemesis Orthodox, Injuries,
They damaged the harmful."
FabulaeAesopeae,Babrius,KarlHalm,2016,1,BABPIOYΜΥΘΙΑΜΒΟΙΑΙΣΩΠΕΙΟΙ.,23,Θυμῷ χρῆσθαι κατὰ τῶν πέλας ἀμέτρῳ καλὸν οὐκ ἔνι.,Una rabbia per il bravo vecchio.,A anger for the good old man.
