title,div_id,div_2_id,index_paragraph,index_annotation,mention,mention_without_space,thezoo_uri,id_concept,concept,start,end,annotation_lang,score,category
OntheCavalryCommanderfromMinorWorks(Greek).Machinereadable					text,chapter_1,section_19,1,1.0_it,equitazione,equitazione,<https://opentheso.huma-num.fr/?idc=pcrtZaXSiqHU8Q&idt=th310>,pcrtZaXSiqHU8Q,http://it.dbpedia.org/resource/Equitazione,243,246,it,0.9992423820696857,
OntheCavalryCommanderfromMinorWorks(Greek).Machinereadable					text,chapter_1,section_19,1,1.0_en,city,city,, ,http://dbpedia.org/resource/City,34,36,en,0.9322503275637577,
OntheCavalryCommanderfromMinorWorks(Greek).Machinereadable					text,chapter_1,section_19,1,1.1_en,cavalry,cavalry,, ,http://dbpedia.org/resource/Cavalry,53,55,en,0.9964425400342458,
OntheCavalryCommanderfromMinorWorks(Greek).Machinereadable					text,chapter_1,section_19,1,1.2_en,city,city,, ,http://dbpedia.org/resource/City,327,330,en,0.9322503275637577,
OntheCavalryCommanderfromMinorWorks(Greek).Machinereadable					text,chapter_1,section_19,1,1.3_en,soul,soul,, ,http://dbpedia.org/resource/Soul,362,365,en,0.6732964347967305,
OntheCavalryCommanderfromMinorWorks(Greek).Machinereadable					text,chapter_1,section_21,1,1.0_it,giavellotto,giavellotto,, ,http://it.dbpedia.org/resource/Giavellotto,183,186,it,0.9954423967181174,
OntheCavalryCommanderfromMinorWorks(Greek).Machinereadable					text,chapter_1,section_21,1,1.0_en,javelin,javelin,, ,http://dbpedia.org/resource/Javelin,178,181,en,0.8110076261236476,
OntheCavalryCommanderfromMinorWorks(Greek).Machinereadable					text,chapter_1,section_21,1,1.1_en,city,city,, ,http://dbpedia.org/resource/City,283,286,en,0.8297232106008644,
OntheCavalryCommanderfromMinorWorks(Greek).Machinereadable					text,chapter_1,section_22,1,1.0_en,city,city,, ,http://dbpedia.org/resource/City,134,137,en,0.9313976135400083,
OntheCavalryCommanderfromMinorWorks(Greek).Machinereadable					text,chapter_1,section_25,1,1.0_en,urge,urge,, ,http://dbpedia.org/resource/HMS_Urge,37,39,en,0.9750687057234175,"Wikidata:Q11446,Schema:Product,DBpedia:MeanOfTransportation,DBpedia:Ship"
OntheCavalryCommanderfromMinorWorks(Greek).Machinereadable					text,chapter_1,section_26,1,1.0_it,sport,sport,<https://opentheso.huma-num.fr/?idc=pcrtcS3oJgVjRu&idt=th310>,pcrtcS3oJgVjRu,http://it.dbpedia.org/resource/Sport,251,254,it,0.9999651544019117,
OntheCavalryCommanderfromMinorWorks(Greek).Machinereadable					text,chapter_2,section_2,1,1.0_it,centurioni,centurioni,, ,http://it.dbpedia.org/resource/Centurione,101,104,it,0.999999989448611,"Wikidata:Q43229,Wikidata:Q24229398,Wikidata:Q176799,DUL:SocialPerson,DUL:Agent,Schema:Organization,DBpedia:Organisation,DBpedia:Agent,DBpedia:MilitaryUnit"
OntheCavalryCommanderfromMinorWorks(Greek).Machinereadable					text,chapter_2,section_2,1,1.0_en,city,city,, ,http://dbpedia.org/resource/City,47,49,en,0.884295278104668,
OntheCavalryCommanderfromMinorWorks(Greek).Machinereadable					text,chapter_2,section_3,1,1.0_it,ferro,ferro,<https://opentheso.huma-num.fr/?idc=pcrtJWWucnutA0&idt=th310>,pcrtJWWucnutA0,http://it.dbpedia.org/resource/Ferro,151,154,it,0.9998850983533505,
OntheCavalryCommanderfromMinorWorks(Greek).Machinereadable					text,chapter_2,section_3,1,1.1_it,ferro,ferro,<https://opentheso.huma-num.fr/?idc=pcrtJWWucnutA0&idt=th310>,pcrtJWWucnutA0,http://it.dbpedia.org/resource/Ferro,167,170,it,0.9998850983533505,
OntheCavalryCommanderfromMinorWorks(Greek).Machinereadable					text,chapter_2,section_3,1,1.2_it,abate,abate,, ,http://it.dbpedia.org/resource/Abate,183,186,it,0.9993742565384929,
OntheCavalryCommanderfromMinorWorks(Greek).Machinereadable					text,chapter_2,section_3,1,1.0_en,iron,iron,<https://opentheso.huma-num.fr/?idc=pcrtJWWucnutA0&idt=th310>,pcrtJWWucnutA0,http://dbpedia.org/resource/Iron,143,146,en,0.9667035373880639,
OntheCavalryCommanderfromMinorWorks(Greek).Machinereadable					text,chapter_2,section_3,1,1.1_en,iron,iron,<https://opentheso.huma-num.fr/?idc=pcrtJWWucnutA0&idt=th310>,pcrtJWWucnutA0,http://dbpedia.org/resource/Iron,153,156,en,0.9667035373880639,
OntheCavalryCommanderfromMinorWorks(Greek).Machinereadable					text,chapter_2,section_3,1,1.2_en,abbot,abbot,, ,http://dbpedia.org/resource/Abbot,168,171,en,0.982126859941178,
OntheCavalryCommanderfromMinorWorks(Greek).Machinereadable					text,chapter_2,section_5,1,1.0_en,proverb,proverb,<https://opentheso.huma-num.fr/?idc=105321&idt=th310>,105321,http://dbpedia.org/resource/Proverb,236,239,en,0.9999999988412185,
OntheCavalryCommanderfromMinorWorks(Greek).Machinereadable					text,chapter_2,section_7,1,1.0_it,Ipparco,Ipparco,, ,http://it.dbpedia.org/resource/Ipparco_di_Nicea,101,104,it,0.9999998450180221,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q729,Wikidata:Q5,Wikidata:Q215627,Wikidata:Q19088,DUL:NaturalPerson,Schema:Person,DBpedia:Species,DBpedia:Eukaryote,DBpedia:Animal,DBpedia:Person"
OntheCavalryCommanderfromMinorWorks(Greek).Machinereadable					text,chapter_2,section_7,1,1.1_it,teatro,teatro,<https://opentheso.huma-num.fr/?idc=pcrtU6s8jjsWol&idt=th310>,pcrtU6s8jjsWol,http://it.dbpedia.org/resource/Teatro,250,253,it,0.9997341436951687,
OntheCavalryCommanderfromMinorWorks(Greek).Machinereadable					text,chapter_2,section_7,1,1.0_en,patricians,patricians,, ,http://dbpedia.org/resource/Patrician_(ancient_Rome),7,8,en,0.8914723851758094,
OntheCavalryCommanderfromMinorWorks(Greek).Machinereadable					text,chapter_2,section_7,1,1.1_en,hipparchus,hipparchus,, ,http://dbpedia.org/resource/Hipparchus_(cavalry_officer),108,111,en,0.9700659715208304,
OntheCavalryCommanderfromMinorWorks(Greek).Machinereadable					text,chapter_2,section_9,1,1.0_it,abate,abate,, ,http://it.dbpedia.org/resource/Abate,246,249,it,0.9996621222309402,
OntheCavalryCommanderfromMinorWorks(Greek).Machinereadable					text,chapter_2,section_9,1,1.0_en,abbot,abbot,, ,http://dbpedia.org/resource/Abbot,256,259,en,0.9993225291399397,
OntheCavalryCommanderfromMinorWorks(Greek).Machinereadable					text,chapter_3,section_1,1,1.0_it,ippodromo,ippodromo,<https://opentheso.huma-num.fr/?idc=pcrtPnW9P5nWPm&idt=th310>,pcrtPnW9P5nWPm,http://it.dbpedia.org/resource/Ippodromo,269,272,it,0.9995078688429557,
OntheCavalryCommanderfromMinorWorks(Greek).Machinereadable					text,chapter_3,section_1,1,1.0_en,city,city,, ,http://dbpedia.org/resource/City,212,215,en,0.650776085304254,
OntheCavalryCommanderfromMinorWorks(Greek).Machinereadable					text,chapter_3,section_1,1,1.1_en,hippodrome,hippodrome,<https://opentheso.huma-num.fr/?idc=pcrtPnW9P5nWPm&idt=th310>,pcrtPnW9P5nWPm,http://dbpedia.org/resource/Sultanahmet_Square,294,297,en,0.6111020109091152,
OntheCavalryCommanderfromMinorWorks(Greek).Machinereadable					text,chapter_3,section_2,1,1.0_it,Hermes,Hermes,<https://opentheso.huma-num.fr/?idc=pcrtT7JybXGHKF&idt=th310>,pcrtT7JybXGHKF,http://it.dbpedia.org/resource/Ermes,173,176,it,0.999787265610209,"Wikidata:Q95074,Wikidata:Q24229398,DUL:Agent,DBpedia:Agent,DBpedia:FictionalCharacter"
OntheCavalryCommanderfromMinorWorks(Greek).Machinereadable					text,chapter_3,section_2,1,1.1_it,Hermes,Hermes,<https://opentheso.huma-num.fr/?idc=pcrtT7JybXGHKF&idt=th310>,pcrtT7JybXGHKF,http://it.dbpedia.org/resource/Ermes,342,345,it,0.999787265610209,"Wikidata:Q95074,Wikidata:Q24229398,DUL:Agent,DBpedia:Agent,DBpedia:FictionalCharacter"
OntheCavalryCommanderfromMinorWorks(Greek).Machinereadable					text,chapter_3,section_2,1,1.0_en,Hermes,Hermes,<https://opentheso.huma-num.fr/?idc=pcrtT7JybXGHKF&idt=th310>,pcrtT7JybXGHKF,http://dbpedia.org/resource/Hermes,174,177,en,0.9999991586377193,"Wikidata:Q24229398,Wikidata:Q178885,DUL:Agent,DBpedia:Agent,DBpedia:Deity"
OntheCavalryCommanderfromMinorWorks(Greek).Machinereadable					text,chapter_3,section_2,1,1.1_en,Hermes,Hermes,<https://opentheso.huma-num.fr/?idc=pcrtT7JybXGHKF&idt=th310>,pcrtT7JybXGHKF,http://dbpedia.org/resource/Hermes,359,362,en,0.9999991586377193,"Wikidata:Q24229398,Wikidata:Q178885,DUL:Agent,DBpedia:Agent,DBpedia:Deity"
OntheCavalryCommanderfromMinorWorks(Greek).Machinereadable					text,chapter_3,section_3,1,1.0_it,cambiano,cambiano,, ,http://it.dbpedia.org/resource/Cambiano,66,68,it,0.9672799920317952,"Schema:Place,DBpedia:Place,DBpedia:Location,DBpedia:PopulatedPlace"
OntheCavalryCommanderfromMinorWorks(Greek).Machinereadable					text,chapter_3,section_3,1,1.0_en,quiver,quiver,, ,http://dbpedia.org/resource/Quiver,44,46,en,0.9999999456648553,
OntheCavalryCommanderfromMinorWorks(Greek).Machinereadable					text,chapter_3,section_6,1,1.0_it,giavellotto,giavellotto,, ,http://it.dbpedia.org/resource/Giavellotto,44,46,it,0.9493306458513444,
OntheCavalryCommanderfromMinorWorks(Greek).Machinereadable					text,chapter_3,section_6,1,1.1_it,Ipparco,Ipparco,, ,http://it.dbpedia.org/resource/Ipparco_di_Nicea,139,142,it,0.999994615529887,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q729,Wikidata:Q5,Wikidata:Q215627,Wikidata:Q19088,DUL:NaturalPerson,Schema:Person,DBpedia:Species,DBpedia:Eukaryote,DBpedia:Animal,DBpedia:Person"
OntheCavalryCommanderfromMinorWorks(Greek).Machinereadable					text,chapter_3,section_6,1,1.0_en,lyceum,lyceum,, ,http://dbpedia.org/resource/Lyceum,34,36,en,0.9960698148979547,
OntheCavalryCommanderfromMinorWorks(Greek).Machinereadable					text,chapter_3,section_6,1,1.1_en,javelin,javelin,, ,http://dbpedia.org/resource/Javelin,52,54,en,0.669835407468464,
OntheCavalryCommanderfromMinorWorks(Greek).Machinereadable					text,chapter_3,section_6,1,1.2_en,bye,bye,, ,http://dbpedia.org/resource/Glossary_of_tennis_terms,66,68,en,0.9998720241532963,
OntheCavalryCommanderfromMinorWorks(Greek).Machinereadable					text,chapter_3,section_6,1,1.3_en,abbot,abbot,, ,http://dbpedia.org/resource/Abbot,122,125,en,0.9998995807968859,
OntheCavalryCommanderfromMinorWorks(Greek).Machinereadable					text,chapter_3,section_6,1,1.4_en,hipparchus,hipparchus,, ,http://dbpedia.org/resource/Hipparchus_(cavalry_officer),135,138,en,0.9700659715208304,
OntheCavalryCommanderfromMinorWorks(Greek).Machinereadable					text,chapter_3,section_7,1,1.0_it,teatro,teatro,<https://opentheso.huma-num.fr/?idc=pcrtU6s8jjsWol&idt=th310>,pcrtU6s8jjsWol,http://it.dbpedia.org/resource/Teatro,62,64,it,0.9995419316710216,
OntheCavalryCommanderfromMinorWorks(Greek).Machinereadable					text,chapter_3,section_9,1,1.0_it,abate,abate,, ,http://it.dbpedia.org/resource/Abate,88,90,it,0.9995667440977419,
OntheCavalryCommanderfromMinorWorks(Greek).Machinereadable					text,chapter_3,section_9,1,1.0_en,abbot,abbot,, ,http://dbpedia.org/resource/Abbot,91,93,en,0.9986197365935777,
OntheCavalryCommanderfromMinorWorks(Greek).Machinereadable					text,chapter_3,section_10,1,1.0_it,ippodromo,ippodromo,<https://opentheso.huma-num.fr/?idc=pcrtPnW9P5nWPm&idt=th310>,pcrtPnW9P5nWPm,http://it.dbpedia.org/resource/Ippodromo,27,29,it,0.9965945804060155,
OntheCavalryCommanderfromMinorWorks(Greek).Machinereadable					text,chapter_3,section_10,1,1.1_it,ippodromo,ippodromo,<https://opentheso.huma-num.fr/?idc=pcrtPnW9P5nWPm&idt=th310>,pcrtPnW9P5nWPm,http://it.dbpedia.org/resource/Ippodromo,112,115,it,0.9965945804060155,
OntheCavalryCommanderfromMinorWorks(Greek).Machinereadable					text,chapter_3,section_10,1,1.0_en,hippodrome,hippodrome,<https://opentheso.huma-num.fr/?idc=pcrtPnW9P5nWPm&idt=th310>,pcrtPnW9P5nWPm,http://dbpedia.org/resource/Hippodrome,117,120,en,0.997932303049568,
OntheCavalryCommanderfromMinorWorks(Greek).Machinereadable					text,chapter_3,section_11,1,1.0_it,gorgoni,gorgoni,, ,http://it.dbpedia.org/resource/Gorgoni,230,233,it,0.9999999618344767,
OntheCavalryCommanderfromMinorWorks(Greek).Machinereadable					text,chapter_3,section_11,1,1.1_it,ippodromo,ippodromo,<https://opentheso.huma-num.fr/?idc=pcrtPnW9P5nWPm&idt=th310>,pcrtPnW9P5nWPm,http://it.dbpedia.org/resource/Ippodromo,256,259,it,0.987264216528123,
OntheCavalryCommanderfromMinorWorks(Greek).Machinereadable					text,chapter_3,section_12,1,1.0_it,tromba,tromba,<https://opentheso.huma-num.fr/?idc=pcrtXL9v9A4Djb&idt=th310>,pcrtXL9v9A4Djb,http://it.dbpedia.org/resource/Tromba,25,27,it,0.9999308273517029,
OntheCavalryCommanderfromMinorWorks(Greek).Machinereadable					text,chapter_3,section_12,1,1.1_it,tromba,tromba,<https://opentheso.huma-num.fr/?idc=pcrtXL9v9A4Djb&idt=th310>,pcrtXL9v9A4Djb,http://it.dbpedia.org/resource/Tromba,122,125,it,0.9999308273517029,
OntheCavalryCommanderfromMinorWorks(Greek).Machinereadable					text,chapter_3,section_12,1,1.2_it,catalisi,catalisi,, ,http://it.dbpedia.org/resource/Catalisi,177,180,it,0.971751720670602,
OntheCavalryCommanderfromMinorWorks(Greek).Machinereadable					text,chapter_3,section_12,1,1.3_it,falange,falange,, ,http://it.dbpedia.org/resource/Falange_macedone,197,200,it,0.9998701370699623,
OntheCavalryCommanderfromMinorWorks(Greek).Machinereadable					text,chapter_3,section_12,1,1.0_en,trumpet,trumpet,<https://opentheso.huma-num.fr/?idc=pcrtXL9v9A4Djb&idt=th310>,pcrtXL9v9A4Djb,http://dbpedia.org/resource/Trumpet,29,31,en,0.9999960074722317,
OntheCavalryCommanderfromMinorWorks(Greek).Machinereadable					text,chapter_3,section_12,1,1.1_en,trumpet,trumpet,<https://opentheso.huma-num.fr/?idc=pcrtXL9v9A4Djb&idt=th310>,pcrtXL9v9A4Djb,http://dbpedia.org/resource/Trumpet,139,142,en,0.9999960074722317,
OntheCavalryCommanderfromMinorWorks(Greek).Machinereadable					text,chapter_3,section_12,1,1.2_en,catalysis,catalysis,, ,http://dbpedia.org/resource/Catalysis,200,203,en,0.9967385950732924,
OntheCavalryCommanderfromMinorWorks(Greek).Machinereadable					text,chapter_3,section_12,1,1.3_en,phalanx,phalanx,, ,http://dbpedia.org/resource/Phalanx,223,226,en,0.9705392828786317,
OntheCavalryCommanderfromMinorWorks(Greek).Machinereadable					text,chapter_3,section_13,1,1.0_it,ipparchia,ipparchia,, ,http://it.dbpedia.org/resource/Ipparchia,134,137,it,0.9999946596243979,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q729,Wikidata:Q5,Wikidata:Q215627,Wikidata:Q19088,DUL:NaturalPerson,Schema:Person,DBpedia:Species,DBpedia:Eukaryote,DBpedia:Animal,DBpedia:Person"
OntheCavalryCommanderfromMinorWorks(Greek).Machinereadable					text,chapter_3,section_13,1,1.0_en,patricians,patricians,, ,http://dbpedia.org/resource/Patrician_(ancient_Rome),84,86,en,0.8914723851758094,
OntheCavalryCommanderfromMinorWorks(Greek).Machinereadable					text,chapter_4,section_3,1,1.1_it,falange,falange,, ,http://it.dbpedia.org/resource/Falange_macedone,185,188,it,0.9999480708538433,
OntheCavalryCommanderfromMinorWorks(Greek).Machinereadable					text,chapter_4,section_3,1,1.2_it,Atteone,Atteone,<https://opentheso.huma-num.fr/?idc=pcrtRMjcXfiSg8&idt=th310>,pcrtRMjcXfiSg8,http://it.dbpedia.org/resource/Atteone,210,213,it,0.9999999996839506,"Wikidata:Q95074,Wikidata:Q24229398,DUL:Agent,DBpedia:Agent,DBpedia:FictionalCharacter"
OntheCavalryCommanderfromMinorWorks(Greek).Machinereadable					text,chapter_4,section_3,1,1.0_en,phalanx,phalanx,, ,http://dbpedia.org/resource/Phalanx,197,200,en,0.9523064733448977,
OntheCavalryCommanderfromMinorWorks(Greek).Machinereadable					text,chapter_4,section_3,1,1.1_en,equestrian,equestrian,, ,http://dbpedia.org/resource/Equestrianism,321,324,en,0.9434427315869355,
OntheCavalryCommanderfromMinorWorks(Greek).Machinereadable					text,chapter_4,section_5,1,1.0_it,Ipparco,Ipparco,, ,http://it.dbpedia.org/resource/Ipparco_di_Nicea,57,59,it,0.9999998056694228,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q729,Wikidata:Q5,Wikidata:Q215627,Wikidata:Q19088,DUL:NaturalPerson,Schema:Person,DBpedia:Species,DBpedia:Eukaryote,DBpedia:Animal,DBpedia:Person"
OntheCavalryCommanderfromMinorWorks(Greek).Machinereadable					text,chapter_4,section_5,1,1.0_en,Hipparchus,Hipparchus,, ,http://dbpedia.org/resource/Hipparchus,52,54,en,0.9999999999712372,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q729,Wikidata:Q5,Wikidata:Q215627,Wikidata:Q19088,DUL:NaturalPerson,Schema:Person,DBpedia:Species,DBpedia:Eukaryote,DBpedia:Animal,DBpedia:Person"
OntheCavalryCommanderfromMinorWorks(Greek).Machinereadable					text,chapter_4,section_5,1,1.1_en,researched,researched,, ,http://dbpedia.org/resource/ResearchED,87,89,en,0.9993450187266469,"Wikidata:Q43229,Wikidata:Q24229398,DUL:SocialPerson,DUL:Agent,Schema:Organization,DBpedia:Agent,DBpedia:Organisation"
OntheCavalryCommanderfromMinorWorks(Greek).Machinereadable					text,chapter_4,section_6,1,1.0_it,vescovo,vescovo,, ,http://it.dbpedia.org/resource/Vescovo,23,25,it,0.9999201545668176,
OntheCavalryCommanderfromMinorWorks(Greek).Machinereadable					text,chapter_4,section_6,1,1.1_it,abate,abate,, ,http://it.dbpedia.org/resource/Abate,199,202,it,0.9997628604778499,
OntheCavalryCommanderfromMinorWorks(Greek).Machinereadable					text,chapter_4,section_6,1,1.0_en,abbot,abbot,, ,http://dbpedia.org/resource/Abbot,214,217,en,0.9999365569885532,
OntheCavalryCommanderfromMinorWorks(Greek).Machinereadable					text,chapter_4,section_10,1,1.0_it,tua,tua,, ,http://it.dbpedia.org/resource/Ferrovia_del_Tua,192,195,it,0.9994493172132114,
OntheCavalryCommanderfromMinorWorks(Greek).Machinereadable					text,chapter_4,section_11,1,1.0_it,fantastico,fantastico,, ,http://it.dbpedia.org/resource/Fantastico,81,83,it,0.9972125018701306,
OntheCavalryCommanderfromMinorWorks(Greek).Machinereadable					text,chapter_4,section_12,1,1.0_it,imboscata,imboscata,, ,http://it.dbpedia.org/resource/Imboscata,131,134,it,0.9999999999740226,
OntheCavalryCommanderfromMinorWorks(Greek).Machinereadable					text,chapter_4,section_12,1,1.0_en,deceiver,deceiver,, ,http://dbpedia.org/resource/Foreigner_series,253,256,en,0.9999969992614242,
OntheCavalryCommanderfromMinorWorks(Greek).Machinereadable					text,chapter_4,section_14,1,1.0_it,fai,fai,, ,http://it.dbpedia.org/resource/Federazione_calcistica_dell'Irlanda,141,144,it,0.7707356052783396,"Wikidata:Q349,Wikidata:Q1914636,Http://www.ontologydesignpatterns.org/ont/d0.owl#Activity,DBpedia:Activity,DBpedia:Sport"
OntheCavalryCommanderfromMinorWorks(Greek).Machinereadable					text,chapter_4,section_17,1,1.0_it,osa,osa,, ,http://it.dbpedia.org/resource/Classe_Osa,205,208,it,0.9899669898910873,"Wikidata:Q11446,Schema:Product,DBpedia:MeanOfTransportation,DBpedia:Ship"
OntheCavalryCommanderfromMinorWorks(Greek).Machinereadable					text,chapter_4,section_18,1,1.0_it,rubano,rubano,, ,http://it.dbpedia.org/resource/Rubano,235,238,it,0.9999988023289244,"Schema:Place,DBpedia:Place,DBpedia:Location,DBpedia:PopulatedPlace"
OntheCavalryCommanderfromMinorWorks(Greek).Machinereadable					text,chapter_5,section_1,1,1.0_en,andros,andros,, ,http://dbpedia.org/resource/Andros,31,33,en,0.9767050573631556,"Wikidata:Q3455524,Schema:Place,Schema:AdministrativeArea,DBpedia:Region,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:AdministrativeRegion"
OntheCavalryCommanderfromMinorWorks(Greek).Machinereadable					text,chapter_5,section_1,1,1.1_en,cavalry,cavalry,, ,http://dbpedia.org/resource/Cavalry,121,124,en,0.9465661374341207,
OntheCavalryCommanderfromMinorWorks(Greek).Machinereadable					text,chapter_5,section_4,1,1.0_it,fai,fai,, ,http://it.dbpedia.org/resource/Federazione_anarchica_italiana,249,252,it,0.6068412877138968,
OntheCavalryCommanderfromMinorWorks(Greek).Machinereadable					text,chapter_5,section_5,1,1.0_en,uncountable,uncountable,, ,http://dbpedia.org/resource/Uncountable_set,257,260,en,0.9939193732035376,
OntheCavalryCommanderfromMinorWorks(Greek).Machinereadable					text,chapter_5,section_6,1,1.0_it,tua,tua,, ,http://it.dbpedia.org/resource/Ferrovia_del_Tua,175,178,it,0.9967503096916274,
OntheCavalryCommanderfromMinorWorks(Greek).Machinereadable					text,chapter_5,section_8,1,1.0_en,perjury,perjury,, ,http://dbpedia.org/resource/Perjury,73,75,en,0.9999999999999147,
OntheCavalryCommanderfromMinorWorks(Greek).Machinereadable					text,chapter_5,section_13,1,1.0_en,city,city,, ,http://dbpedia.org/resource/City,26,28,en,0.9283687861463574,
OntheCavalryCommanderfromMinorWorks(Greek).Machinereadable					text,chapter_5,section_13,1,1.1_en,cavalry,cavalry,, ,http://dbpedia.org/resource/Cavalry,86,88,en,0.9968067581929185,
OntheCavalryCommanderfromMinorWorks(Greek).Machinereadable					text,chapter_5,section_13,1,1.2_en,cavalry,cavalry,, ,http://dbpedia.org/resource/Cavalry,101,104,en,0.9968067581929185,
OntheCavalryCommanderfromMinorWorks(Greek).Machinereadable					text,chapter_5,section_14,1,1.0_it,Dio,Dio,, ,http://it.dbpedia.org/resource/Dio,157,160,it,0.9995239487966067,
OntheCavalryCommanderfromMinorWorks(Greek).Machinereadable					text,chapter_6,section_1,1,1.0_it,Dio,Dio,, ,http://it.dbpedia.org/resource/Dio,189,192,it,0.9957975760551476,
OntheCavalryCommanderfromMinorWorks(Greek).Machinereadable					text,chapter_6,section_1,1,1.0_en,forge,forge,<https://opentheso.huma-num.fr/?idc=pcrt3uOj7GEVaE&idt=th310>,pcrt3uOj7GEVaE,http://dbpedia.org/resource/Forge,32,34,en,0.7973016294204275,
OntheCavalryCommanderfromMinorWorks(Greek).Machinereadable					text,chapter_6,section_1,1,1.1_en,God,God,, ,http://dbpedia.org/resource/God,199,202,en,0.9635622692057566,
OntheCavalryCommanderfromMinorWorks(Greek).Machinereadable					text,chapter_6,section_3,1,1.0_it,pane,pane,<https://opentheso.huma-num.fr/?idc=pcrtDr6Oi6lHM6&idt=th310>,pcrtDr6Oi6lHM6,http://it.dbpedia.org/resource/Pane,55,57,it,0.9999971790999777,
OntheCavalryCommanderfromMinorWorks(Greek).Machinereadable					text,chapter_6,section_5,1,1.0_en,equestrian,equestrian,, ,http://dbpedia.org/resource/Equestrianism,60,62,en,0.9847700522872119,
OntheCavalryCommanderfromMinorWorks(Greek).Machinereadable					text,chapter_7,section_1,1,1.0_en,Athenian,Athenian,, ,http://dbpedia.org/resource/History_of_Athens,67,69,en,0.8728561076034029,
OntheCavalryCommanderfromMinorWorks(Greek).Machinereadable					text,chapter_7,section_2,1,1.0_en,city,city,, ,http://dbpedia.org/resource/City,47,49,en,0.8484817272259356,
OntheCavalryCommanderfromMinorWorks(Greek).Machinereadable					text,chapter_7,section_2,1,1.1_en,Athenian,Athenian,, ,http://dbpedia.org/resource/Classical_Athens,130,133,en,0.6926462769866167,"Wikidata:Q6256,Schema:Place,Schema:Country,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Country"
OntheCavalryCommanderfromMinorWorks(Greek).Machinereadable					text,chapter_7,section_3,1,1.1_it,Dio,Dio,, ,http://it.dbpedia.org/resource/Dio,113,116,it,0.9991361514858311,
OntheCavalryCommanderfromMinorWorks(Greek).Machinereadable					text,chapter_7,section_3,1,1.2_it,Dio,Dio,, ,http://it.dbpedia.org/resource/Dio,285,288,it,0.9991361514858311,
OntheCavalryCommanderfromMinorWorks(Greek).Machinereadable					text,chapter_7,section_3,1,1.0_en,city,city,, ,http://dbpedia.org/resource/City,46,48,en,0.9686518445236671,
