id,oeuvre_id,nom_fichier,format,langue,statut,source
181,15,tlg0086.tlg018.1st1K-grc1.xml,TEI P5,grec,Disponible,First1KGreek/Perseus
182,81,tlg0032.tlg013.perseus-grc1.xml,TEI P5,grec,Disponible,Perseus
183,81,xenophon_horsemanship_eng_with_header.xml,TEI P5,anglais,Disponible,Perseus
184,4,Antigonus_Mirabilia_tlg0568.001.xml,TEI P5,grec,"ABANDONNE (licence TLG restreinte - remplace par zoo4/2g, edition Keller 1877 domaine public)",Corpus Zoomathia
185,69,Dionysius_Ixeutica_tlg0084.003.xml,TEI P5,grec,Disponible,Corpus Zoomathia
187,26,Basilius Homiliae in hexaemeron VII-VIII-IX_tei.xml,TEI P5,grec,Disponible,Corpus Zoomathia
188,121,TLG0738-Additamenta Londinensia ad hippiatrica Cantabrigiensia_tei.xml,TEI P5,grec,Disponible,Corpus Zoomathia
189,118,TLG0738-Hippiatrica Cantabrigiensia_tei.xml,TEI P5,grec,Disponible,Corpus Zoomathia
191,48,tlg0018.tlg029.opp-grc1.xml,TEI P5,grec,Disponible,Perseus
192,49,tlg0018.tlg009.opp-grc1.xml,TEI P5,grec,Disponible,Perseus
193,50,tlg0018.tlg010.opp-grc1.xml,TEI P5,grec,Disponible,Perseus
194,51,tlg0018.tlg019.opp-grc1.xml,TEI P5,grec,Disponible,Perseus
195,9,tlg0086.tlg021.opp-grc2.xml,TEI P5,grec,Disponible,First1KGreek/Perseus
196,8,tlg0086.tlg015.opp-grc3.xml,TEI P5,grec,Disponible,First1KGreek/Perseus
197,10,tlg0086.tlg020.1st1K-grc1.xml,TEI P5,grec,Disponible,First1KGreek/Perseus
198,12,tlg0086.tlg032.1st1K-grc1.xml,TEI P5,grec,Disponible,First1KGreek/Perseus
199,13,tlg0086.tlg027.1st1K-grc1.xml,TEI P5,grec,Disponible,First1KGreek/Perseus
200,11,tlg0086.tlg036.1st1K-grc1.xml,TEI P5,grec,Disponible,First1KGreek/Perseus
201,76,Timotheus De animalibus_tei.xml,TEI P5,grec,Disponible,Encodage manuel Zoomathia (Mistral)
202,119,TLG0738-Hippiatrica Berolinensia_tei.xml,TEI P5,grec,Disponible,Encodage manuel Zoomathia (Mistral) - repare (recover lxml)
203,127,TLG0752-Eutecnius Paraphrasis in Oppiani cynegetica (fort. auctore Eutecnio)_tei.xml,TEI P5,grec,Disponible,Encodage complet (structure + balisage semantique) - Mistral
204,128,TLG0752-Paraphrasis in Oppiani halieutica (fort. auctore Eutecnio)_tei.xml,TEI P5,grec,Disponible,Encodage complet (structure + balisage semantique) - Mistral
205,120,TLG0738-Hippiatrica Parisina_tei.xml,TEI P5,grec,Disponible,Encodage complet (structure + balisage semantique) - Mistral
206,69,dionysius_ixeuticon_tei.xml,TEI P5,grec,Disponible,"Encodage complet (structure + balisage semantique) - Mistral, source TLG fournie par A. Zucker"
207,76,fragmenta_timothee_tei.xml,TEI P5,grec,Disponible,"Encodage complet (structure + balisage semantique) - Mistral, fragments Teubner 1927"
208,76,timothee_extraits_sylloge_tei.xml,TEI P5,grec,Disponible,"Encodage complet (structure + balisage semantique) - Mistral, extraits Sylloge byzantine"
209,28,phi0845.phi002.perseus-eng1.xml,TEI P5,anglais,Disponible,Perseus
210,76,bodenheimer_1949_traduction_eng_tei.xml,TEI P5,anglais,"EN ATTENTE - droits auteur a clarifier avec Zucker (Bodenheimer mort 1959, domaine public 2029-2030)","Bodenheimer and Rabinowitz 1949 - OCR ameliore, PAS PUBLIER sans autorisation"
211,85,171_Hildebertus-Cenomanensis_Physiologus_tei.xml,TEI P5,latin,Disponible,Edition Migne 1854 (Patrologia Latina vol. 171) via Corpus Corporum - encodage complet Mistral
212,84,1l.xml,TEI P5,latin,Disponible,"Corpus Corporum (mlat.uzh.ch), edition Martinez Gazquez 2000 (SISMEL) ; droit voisin italien art. 85-quater sur le texte reconstitue expire (20 ans a compter de 2000)"
213,89,hortus_animalibus_tei.xml,TEI P5,latin,Disponible,"Incunable Mainz 1497, section De Animalibus - domaine public, encodage complet, XML repare via lxml recover"
214,52,philumenus_tei.xml,TEI P5,grec,Disponible,"Edition Wellmann 1908 (Corpus Medicorum Graecorum XI,1) - domaine public, encodage complet, XML repare via lxml recover"
215,19,aristote_ha_eng_tei.xml,TEI P5,anglais,Disponible,"Traduction D'Arcy Wentworth Thompson (Oxford 1910), domaine public, via topostext.org - encodage complet Mistral"
216,34,herodotus_eng_tei.xml,TEI P5,anglais,Disponible,"Traduction G.C. Macaulay 1904, domaine public, via Project Gutenberg - encodage complet Mistral"
217,74,theophrastus_eng_tei.xml,TEI P5,anglais,Disponible,"Traduction Arthur Hort 1926 (Loeb), domaine public, via topostext.org - encodage complet Mistral"
218,32,galen_eng_complet_tei.xml,TEI P5,anglais,Disponible,"Traduction A.J. Brock 1916, domaine public CC BY-SA, via Perseus Digital Library - encodage complet Mistral"
219,61,pline_animaux_eng_tei.xml,TEI P5,anglais,Disponible,"Traduction Bostock/Riley 1855, domaine public, Livres VIII-XI (animaux), via Project Gutenberg - encodage complet Mistral"
220,21,arrian_cynegetique_tei.xml,TEI P5,anglais,Disponible,"Traduction William Dansey 1831, domaine public, via Project Gutenberg (ebook 78013) - encodage complet Mistral"
221,25,babrius_complet_tei.xml,TEI P5,anglais,Disponible,"Traduction James Davies 1860, domaine public, via elfinspell.com - encodage complet Mistral"
222,26,basil_complet_tei.xml,TEI P5,anglais,Disponible,"Traduction Blomfield Jackson 1895 (NPNF), domaine public, via New Advent - encodage complet Mistral"
223,30,esopus_eng_tei.xml,TEI P5,anglais,Disponible,"Traduction V.S. Vernon Jones 1912, domaine public, via Project Gutenberg - encodage complet Mistral"
224,44,oppian_hal_eng_complet_tei.xml,TEI P5,anglais,Disponible,"Traduction A.W. Mair 1928 (Loeb), domaine public, via LacusCurtius - encodage complet Mistral"
225,45,oppian_cyn_eng_complet_tei.xml,TEI P5,anglais,Disponible,"Traduction A.W. Mair 1928 (Loeb), domaine public, via LacusCurtius - encodage complet Mistral"
232,71,strabo_complet_eng_tei.xml,TEI P5,anglais,Disponible,"Traduction Hamilton/Falconer 1854, domaine public, via Project Gutenberg - encodage complet Mistral"
233,23,athenaeus_complet_eng_tei.xml,TEI P5,anglais,Disponible,"Traduction C.D. Yonge 1854, domaine public, via Project Gutenberg - encodage complet Mistral"
234,3,ambrose_hexaemeron_tei.xml,TEI P5,latin,Disponible,"Migne Patrologia Latina vol. 14 (1844), domaine public, via Internet Archive - encodage complet Mistral, XML repare via lxml recover"
235,77,varro_complet_eng_tei.xml,TEI P5,anglais,Disponible,"Traduction Hooper/Ash 1934, domaine public confirme par LacusCurtius, via penelope.uchicago.edu - encodage complet Mistral"
236,67,porphyre_abstinence_book1_eng_tei.xml,TEI P5,anglais,Disponible,"Traduction Thomas Taylor 1823, domaine public, via Project Gutenberg - encodage complet Mistral"
237,89,noble_lyfe_oxford_tei.xml,TEI P5,anglais,Disponible,"Traduction Laurence Andrew 1521/1527, domaine public CC0, via Oxford Text Archive/Text Creation Partnership - encodage complet Mistral"
238,29,diodore_livre3_tei.xml,TEI P5,anglais,Disponible,"Traduction C.H. Oldfather 1933-1967 (domaine public, traducteur mort 1954), Livre III chap. 35-48 sur les animaux sauvages, via LacusCurtius - encodage complet Mistral"
239,40,lucian_of_sacrifice_tei.xml,TEI P5,anglais,Disponible,"Traduction Fowler and Fowler 1905, domaine public (avant 1923), via Internet Archive/sacred-texts.com - encodage complet Mistral"
241,116,Pseudo-Dioscorides Alexipharmaca (De venenis eorumque praecautione et medicatione)_tei.xml,TEI P5,grec,Disponible,Texte fourni par A. Zucker (source TLG) - encodage complet Mistral
242,117,"Pseudo-Dioscorides Theriaca (De iis, quae virus ejaculantur, animalibus libellus, in quo et de rabioso cane)_tei.xml",TEI P5,grec,Disponible,"Texte fourni par A. Zucker (source TLG) - encodage complet Mistral, XML repare via lxml recover"
243,46,Publius_Ovidius_Halieutica_tei.xml,TEI P5,latin,Disponible,Texte fourni par A. Zucker (IntraText Library) - encodage complet Mistral
244,27,geoponica_arnaud_tei.xml,TEI P5,grec,Disponible,"Texte fourni par A. Zucker - encodage complet Mistral, XML repare via lxml recover"
246,41,nemesianus_haupt_tei.xml,TEI P5,latin,Disponible,"Edition Haupt 1838 (domaine public), via Google Books - encodage complet Mistral"
247,33,grattius_eng_tei.xml,TEI P5,anglais,Disponible,"Traduction Loeb 1935, domaine public, via LacusCurtius - encodage complet Mistral"
248,41,nemesianus_eng_tei.xml,TEI P5,anglais,Disponible,"Traduction Loeb 1935, domaine public, via LacusCurtius - encodage complet Mistral"
249,42,nemesianus_aucupio_eng_tei.xml,TEI P5,anglais,Disponible,"Traduction Loeb 1934/1935 (Minor Latin Poets), domaine public (droits expires 1962-63, non renouveles), via LacusCurtius - encodage complet Mistral"
250,42,nemesianus_aucupio_lat_tei.xml,TEI P5,latin,Disponible,"Loeb 1934/35 (Minor Latin Poets), domaine public, via LacusCurtius - encodage complet Mistral"
251,2,albertus_borgnet_texte_tei.xml,TEI P5,latin,Disponible - Livres XIII-XXVI,"Edition Auguste Borgnet 1891 (domaine public), via document fourni par A. Zucker - encodage complet Mistral"
253,87,Conrad de Halberstadt - Liber similitudinum naturalium - 4.xml,TEI P5,latin,Disponible,"Edition I. Ventura 2003, transformation XML-TEI E. Kuhry (IRHT-CNRS) pour Zoomathia - balisage semantique complete Mistral"
254,90,Iohannes Egidius Zamorensis - Historia naturalis.xml,TEI P5,latin,Disponible,Transformation XML-TEI IRHT-CNRS pour Zoomathia - balisage semantique complete Mistral
256,91,Iohannes de Sancto Geminiano - Summa de exemplis ac similitudinibus rerum.xml,TEI P5,latin,Disponible,Transformation XML-TEI IRHT-CNRS pour Zoomathia - balisage semantique complete Mistral
257,94,"Thomas Cantimpratensis - Liber de natura rerum, version Thomas III.xml",TEI P5,latin,Disponible,Transformation XML-TEI IRHT-CNRS pour Zoomathia - balisage semantique complete Mistral
258,88,Engelbertus Admontensis - Tractatus de naturis animalium.xml,TEI P5,latin,Disponible,Transformation XML-TEI IRHT-CNRS pour Zoomathia - balisage semantique complete Mistral
259,75,"Thomas Cantimpratensis - Liber de natura rerum, version Thomas I II.xml",TEI P5,latin,Disponible,Transformation XML-TEI IRHT-CNRS pour Zoomathia - balisage semantique complete Mistral
260,92,Marcus de Urbe Veteri - Tractatus septiformis de moralitatibus rerum.xml,TEI P5,latin,Disponible,Transformation XML-TEI IRHT-CNRS pour Zoomathia - balisage semantique complete Mistral
261,78,Vincentius Belvacensis - Speculum naturale.xml,TEI P5,latin,Disponible,Transformation XML-TEI IRHT-CNRS pour Zoomathia - balisage semantique complete Mistral
262,57,physiologus_latin_b_complet.xml,TEI P5,latin,Disponible,"Version B (Carmody 1939), transformation IRHT-CNRS (E. Kuhry) pour Zoomathia - balisage semantique complete Mistral"
263,59,physiologus_latin_y_complet.xml,TEI P5,latin,Disponible,"Version Y (Carmody), transformation IRHT-CNRS (E. Kuhry) pour Zoomathia - balisage semantique complete Mistral"
264,131,physiologus_latin_d_complet.xml,TEI P5,latin,Disponible,"Version D (Wilhelm), transformation IRHT-CNRS (E. Kuhry) pour Zoomathia - balisage semantique complete Mistral"
265,132,physiologus_latin_x_complet.xml,TEI P5,latin,Disponible,"Version X (Gebert), transformation IRHT-CNRS (E. Kuhry) pour Zoomathia - balisage semantique complete Mistral"
266,7,tlg0086.tlg012.1st1K-grc1.xml,TEI P5,grec,Disponible,First1KGreek
317,136,ovid.ibis_tei.xml,TEI P5,latin,Disponible,
336,37,tlg0627.tlg004.perseus-eng2.xml,TEI P5,anglais,Disponible,Perseus
345,39,tlg0062.tlg054.perseus-eng3.xml,TEI P5,anglais,Disponible,Perseus
358,44,tlg0023.tlg001.perseus-grc1.xml,TEI P5,grec,Disponible,Perseus
359,45,tlg0024.tlg001.perseus-grc1.xml,TEI P5,grec,Disponible,Perseus
363,57,Physiologus_Piccolo_bis.xml,TEI P5,latin,Disponible,"Piccolo, Emilio"
364,84,1e.xml,TEI P5,anglais,Disponible,Traduction Zoomathia (IA)
365,86,2g.xml,TEI P5,grec,Disponible,remacle.org (edition Littre)
366,86,2e.xml,TEI P5,anglais,Disponible,Traduction Zoomathia (IA)
367,144,2g.xml,TEI P5,grec,Disponible,"Keller, Otto (ed.), Rerum Naturalium Scriptores Graeci Minores Vol. 1, Teubner, 1877 (domaine public, scan archive.org rerumnaturaliums01kell)"
368,144,2e.xml,TEI P5,anglais,Disponible,paradoxography.org
369,145,tlg0627.tlg005.perseus-grc1.xml,TEI P5,grec,Disponible,Perseus Digital Library
370,145,tlg0627.tlg004.perseus-eng2.xml,TEI P5,anglais,Disponible,"Perseus (fichier source partage avec zoo24/1e, qui regroupait les deux oeuvres)"
371,32,galen_de_naturalibus_facultatibus_grc_chlt_tei.xml,TEI P5,grec,Disponible,"Cultural Heritage Language Technologies (CHLT), Kansas City, 2005 - texte grec"
372,61,Perseus_text_1999.02.0138_p5.xml,TEI P5,latin,Disponible,"Perseus Digital Library, edition Mayhoff / encodage Neel Smith"
373,36,hierocles_hippiatrica_fragments_grc_extrait_zoo80.xml,TEI P5,grec,Disponible,"Extrait du temoin Hippiatrica Berolinensia (zoo80/2g), corpus Zoomathia"
374,6,apsyrtos_hippiatrica_fragments_grc_extrait_zoo80.xml,TEI P5,grec,Disponible,"Extrait du temoin Hippiatrica Berolinensia (zoo80/2g), corpus Zoomathia"
375,109,theomnestos_hippiatrica_fragments_grc_extrait_zoo80.xml,TEI P5,grec,Disponible,"Extrait du temoin Hippiatrica Berolinensia (zoo80/2g), corpus Zoomathia"
376,24,avianus_anglais_TRANSCRIT.xml,TEI P5,anglais,Disponible,
377,115,basil_hexaemeron_jackson1895_eng_tei.xml,TEI P5,anglais,Disponible,
378,27,geoponica_complet_anglais_TRANSCRIT.xml,TEI P5,anglais,Disponible,
379,38,isidore_etymologiae_12_anglais_IA.xml,TEI P5,anglais,Disponible,
380,43,nicander_theriaca_eng_IA.xml,TEI P5,anglais,"Disponible - traduction Loeb 1928 (A. W. Mair, domaine public) via attalus.org, en remplacement du statut EN ATTENTE precedent qui visait l'edition Gow and Scholfield 1953 (non redistribuable)",
381,83,nicander_alexipharmaca_eng_IA.xml,TEI P5,anglais,"Disponible - traduction Loeb 1928 (A. W. Mair, domaine public) via attalus.org, en remplacement du statut EN ATTENTE precedent qui visait l'edition Gow and Scholfield 1953 (non redistribuable)",
382,63,plutarch_quaestiones_naturales_eng.xml,TEI P5,anglais,Disponible,
383,116,pseudo_dioscorides_alexipharmaca_eng.xml,TEI P5,anglais,Disponible,
384,117,pseudo_dioscorides_theriaca_eng.xml,TEI P5,anglais,Disponible,
385,87,conrad_halberstadt_animalibus_eng.xml,TEI P5,anglais,Disponible,
386,88,engelbertus_tractatus_eng_IA.xml,TEI P5,anglais,Disponible,
387,90,iohannes_egidius_zamorensis_eng_IA.xml,TEI P5,anglais,Disponible,
388,94,thomas_cantimpratensis_III_eng_IA.xml,TEI P5,anglais,Disponible,
389,75,thomas_cantimpratensis_I_II_eng_IA.xml,TEI P5,anglais,Disponible,
390,78,vincentius_belvacensis_speculum_naturale_eng_IA.xml,TEI P5,anglais,Disponible,
391,20,aristote_oeconomica_eng_tei.xml,TEI P5,anglais,Disponible,
392,7,aristote_generation_animalium_eng_tei.xml,TEI P5,anglais,Disponible,
393,8,aristote_incessu_animalium_eng_tei.xml,TEI P5,anglais,Disponible,
394,9,aristote_motu_animalium_eng_tei.xml,TEI P5,anglais,Disponible,
395,10,aristote_longitudine_vitae_eng_tei.xml,TEI P5,anglais,Disponible,
396,14,aristote_sensu_sensibilibus_eng_tei.xml,TEI P5,anglais,Disponible,
397,15,aristote_juventute_senectute_eng_tei.xml,TEI P5,anglais,Disponible,
398,16,aristote_partibus_animalium_eng_tei.xml,TEI P5,anglais,Disponible,
399,18,aristote_respiratione_eng_tei.xml,TEI P5,anglais,Disponible,
400,52,philumenus_wellmann1908_eng_IA.xml,TEI P5,anglais,Disponible,
401,57,physiologus_latin_b_anglais_IA.xml,TEI P5,anglais,Disponible,
402,59,physiologus_latin_y_anglais_IA.xml,TEI P5,anglais,Disponible,
403,85,physiologus_theobaldi_rendell_anglais.xml,TEI P5,anglais,Disponible,
404,118,hippiatrica_cantabrigiensia_eng_IA.xml,TEI P5,anglais,Disponible,
405,119,hippiatrica_berolinensia_eng_IA.xml,TEI P5,anglais,Disponible,
406,120,hippiatrica_parisina_eng_IA.xml,TEI P5,anglais,Disponible,
407,121,hippiatrica_additamenta_londinensia_eng.xml,TEI P5,anglais,Disponible,
408,127,eutecnius_cynegetica_anglais_IA.xml,TEI P5,anglais,Disponible,
409,128,eutecnius_halieutica_anglais_IA.xml,TEI P5,anglais,Disponible,
410,131,physiologus_latin_d_eng.xml,TEI P5,anglais,Disponible,
411,132,physiologus_latin_x_eng.xml,TEI P5,anglais,Disponible,
412,1,tlg0545.tlg001.perseus-grc1.xml,TEI P5,grec,Disponible,
413,1,Aelian_On_the_Characteristics_of_Animals-eng.xml,TEI P5,anglais,"EN ATTENTE - droits auteur a clarifier (trad. A. F. Scholfield 1958, Loeb Classical Library, Harvard University Press / William Heinemann)",
414,5,apollonius_hardiman_eng_tei.xml,TEI P5,anglais,Disponible,
415,5,apollonius_grec_TRANSCRIT_scans.xml,TEI P5,grec,Disponible,
416,91,geminiano_summa_exemplis_eng_IA.xml,TEI P5,anglais,Disponible,
417,69,dionysius_ixeutica_paraphrase_eng_IA.xml,TEI P5,anglais,Disponible,
418,92,marcus_urbe_veteri_tractatus_complet_eng_IA.xml,TEI P5,anglais,Disponible,
419,28,phi0845.phi002.perseus-lat1.xml,TEI P5,latin,Disponible,Perseus Digital Library
420,146,1g.xml,TEI P5,grec,Disponible,"Edition Otto Keller, Rerum Naturalium Scriptores Graeci Minores, vol. 1, Leipzig, Teubner, 1877, p. 106-107 (recension de E. Rohde). Domaine public, via archive.org."
421,146,1e.xml,TEI P5,anglais,Disponible - licence CC BY-SA 4.0 (differente du CC BY 4.0 du reste du corpus),"Traduction anglaise par Rachel Hardiman, publiee sur paradoxography.org."
422,147,1g.xml,TEI P5,grec,Disponible,"Loeb Classical Library, Aristotle: Minor Works, ed./tr. W.S. Hett, 1936 (Harvard University Press / William Heinemann). Domaine public."
423,147,1e.xml,TEI P5,anglais,Disponible,"Traduction anglaise de W.S. Hett, Aristotle: Minor Works, Loeb Classical Library, 1936. Domaine public."
424,31,1e.xml,TEI P5,anglais,Disponible,"Traduction Karen Rae Keck, 2000, Christian Classics Ethereal Library (CCEL). Domaine public."
425,35,1e.xml,TEI P5,anglais,Disponible,Projet Zoomathia
426,39,1g.xml,TEI P5,grec,Disponible,"Luciani Samosatensis Opera, Vol III, ed. Karl Jacobitz, Teubner, Leipzig, 1896."
427,130,3e.xml,TEI P5,anglais,Disponible,"Traduction anglaise en prose de Henry T. Riley (1816-1878), Bohn's Classical Library, Londres."
428,136,7e.xml,TEI P5,anglais,Disponible,"Traduction anglaise en prose de Henry T. Riley (1816-1878), Bohn's Classical Library, Londres."
429,66,5g.xml,TEI P5,grec,Disponible,"Plutarch, Moralia, ed. Gregorius N. Bernardakis, Teubner, Leipzig, 1895, vol. 6."
430,48,1e.xml,TEI P5,anglais,Disponible,"Traduction C.D. Yonge (XIXe siecle), domaine public, via earlychristianwritings.com."
431,49,2e.xml,TEI P5,anglais,Disponible,"Traduction C.D. Yonge (XIXe siecle), domaine public, via earlychristianwritings.com."
432,50,3e.xml,TEI P5,anglais,Disponible,"Traduction C.D. Yonge (XIXe siecle), domaine public, via earlychristianwritings.com."
433,51,4e.xml,TEI P5,anglais,Disponible,"Traduction C.D. Yonge (XIXe siecle), domaine public, via earlychristianwritings.com."
434,129,2l.xml,TEI P5,latin,Disponible,"Edition critique Hugo Magnus (1892), Perseus Digital Library (Perseus:text:1999.02.0029). Domaine public."
435,129,2e.xml,TEI P5,anglais,Disponible,"Traduction anglaise en prose de Henry T. Riley (1851), Bohn's Classical Library, via Project Gutenberg. Decoupage par 'Fables' numerotees par Riley, alignees sur les plages de vers latins qu'il cite lui-meme."
436,137,8l.xml,TEI P5,latin,Disponible,Perseus Digital Library. Domaine public. Les 4 livres reunis dans un seul fichier.
437,137,8e.xml,TEI P5,anglais,Disponible,"Traduction anglaise en prose de Henry T. Riley (1851), Bohn's Classical Library."
438,148,nemesianus_eclogae_lat_tei.xml,TEI P5,latin,Disponible,"The Latin Library - cree en separant les Eglogues, auparavant melees aux temoins de la Cynegetica (zoo27/1l, 1l_2, 1l_4)"
439,148,nemesianus_eclogae_eng_tei.xml,TEI P5,anglais,Disponible,"Traduction anglaise (IA, non relue) a partir du texte source attalus.org (traduction Loeb Classical Library, J. Wight Duff and Arnold M. Duff, 1934)"
440,46,ovide_halieutica_riley_eng_tei.xml,TEI P5,anglais,Disponible,"Traduction Henry T. Riley (1859), Bohn's Classical Library, domaine public"
442,72,strato_inventions_eng_tei.xml,TEI P5,anglais,Disponible,"Traduction anglaise auto-generee (IA, non relue), a partir du grec zoo50/1g"
443,79,xenophon_oeconomicus_eng_IA.xml,TEI P5,anglais,Disponible,"Traduction anglaise auto-generee (IA, Claude Anthropic, non relue), a partir du grec zoo57/1g (Perseus, ed. Marchant)"
444,11,aristote_problemata_eng_IA.xml,TEI P5,anglais,Disponible,"Traduction anglaise auto-generee (IA, Claude Anthropic, non relue), a partir du grec zoo7/5g (ed. Bekker/Ruelle, Open Greek and Latin/First1KGreek)"
445,12,aristote_physiognomonica_eng_IA.xml,TEI P5,anglais,Disponible,"Traduction anglaise auto-generee (IA, Claude Anthropic, non relue), a partir du grec zoo7/6g (ed. Bekker, Open Greek and Latin/First1KGreek)"
446,13,aristote_mirabilibus_eng_IA.xml,TEI P5,anglais,Disponible,"Traduction anglaise auto-generee (IA, Claude Anthropic, non relue), a partir du grec zoo7/7g (ed. Bekker, Open Greek and Latin/First1KGreek)"
447,53,physiologus_grc_ancien_tei.xml,TEI P5,grec,Disponible,"Recension la plus ancienne du Physiologus grec, deja presente dans le corpus Zoomathia"
448,53,physiologus_grc_ancien_eng_IA.xml,TEI P5,anglais,Disponible,"Traduction anglaise auto-generee (IA, Claude Anthropic, non relue), a partir du grec zoo71/1g"
