title,div_id,div_2_id,div_3_id,index_paragraph,index_annotation,mention,mention_without_space,thezoo_uri,id_concept,concept,start,end,annotation_lang,score,category
Departibusanimalium,book_1,chapter_1,section_9,1,1.0_it,Empedocle,Empedocle,, ,http://it.dbpedia.org/resource/Empedocle,83,85,it,0.9999999999998863,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q729,Wikidata:Q5,Wikidata:Q215627,Wikidata:Q19088,DUL:NaturalPerson,Schema:Person,DBpedia:Species,DBpedia:Eukaryote,DBpedia:Animal,DBpedia:Person"
Departibusanimalium,book_1,chapter_1,section_9,1,1.1_it,sperma,sperma,, ,http://it.dbpedia.org/resource/Sperma,318,321,it,0.999625907274353,
Departibusanimalium,book_1,chapter_1,section_9,1,1.0_en,Empedocles,Empedocles,<https://opentheso.huma-num.fr/?idc=pcrt9N2SEhD5yI&idt=th310>,pcrt9N2SEhD5yI,http://dbpedia.org/resource/Empedocles,88,90,en,1.0,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q729,Wikidata:Q5,Wikidata:Q4964182,Wikidata:Q215627,Wikidata:Q19088,DUL:NaturalPerson,Schema:Person,DBpedia:Species,DBpedia:Person,DBpedia:Eukaryote,DBpedia:Animal,DBpedia:Philosopher"
Departibusanimalium,book_1,chapter_1,section_9,1,1.1_en,sperm,sperm,, ,http://dbpedia.org/resource/Sperm,339,342,en,0.7959075880149709,
Departibusanimalium,book_1,chapter_1,section_11,1,1.0_it,ardente,ardente,, ,http://it.dbpedia.org/resource/Ardente_(cacciatorpediniere),335,338,it,0.9865197753607562,"Wikidata:Q11446,Schema:Product,DBpedia:MeanOfTransportation,DBpedia:Ship"
Departibusanimalium,book_1,chapter_1,section_12,1,1.0_en,bone,bone,<https://opentheso.huma-num.fr/?idc=pcrt448yYmVDuT&idt=th310>,pcrt448yYmVDuT,http://dbpedia.org/resource/Bone,440,443,en,0.9999444899499953,"Wikidata:Q4936952,DBpedia:AnatomicalStructure"
Departibusanimalium,book_1,chapter_1,section_12,1,1.1_en,lengths,lengths,, ,http://dbpedia.org/resource/Length,469,472,en,0.6183994652145024,
Departibusanimalium,book_1,chapter_1,section_13,1,1.0_it,rame,rame,<https://opentheso.huma-num.fr/?idc=pcrt16pnvNar4g&idt=th310>,pcrt16pnvNar4g,http://it.dbpedia.org/resource/Rame,310,313,it,0.9999969245254305,
Departibusanimalium,book_1,chapter_1,section_13,1,1.0_en,copper,copper,<https://opentheso.huma-num.fr/?idc=pcrt16pnvNar4g&idt=th310>,pcrt16pnvNar4g,http://dbpedia.org/resource/Copper,320,323,en,0.9989689382850802,
Departibusanimalium,book_1,chapter_1,section_14,1,1.0_it,Democrito,Democrito,, ,http://it.dbpedia.org/resource/Democrito,117,120,it,0.9999999735769055,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q729,Wikidata:Q5,Wikidata:Q215627,Wikidata:Q19088,DUL:NaturalPerson,Schema:Person,DBpedia:Species,DBpedia:Eukaryote,DBpedia:Animal,DBpedia:Person"
Departibusanimalium,book_1,chapter_1,section_14,1,1.0_en,Democritus,Democritus,<https://opentheso.huma-num.fr/?idc=pcrty1af1lU8Dc&idt=th310>,pcrty1af1lU8Dc,http://dbpedia.org/resource/Democritus,101,104,en,0.9999998994650576,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q729,Wikidata:Q5,Wikidata:Q4964182,Wikidata:Q215627,Wikidata:Q19088,DUL:NaturalPerson,Schema:Person,DBpedia:Species,DBpedia:Person,DBpedia:Eukaryote,DBpedia:Animal,DBpedia:Philosopher"
Departibusanimalium,book_1,chapter_1,section_15,1,1.0_en,copper,copper,<https://opentheso.huma-num.fr/?idc=pcrt16pnvNar4g&idt=th310>,pcrt16pnvNar4g,http://dbpedia.org/resource/Copper,65,67,en,0.9884698677306906,
Departibusanimalium,book_1,chapter_1,section_15,1,1.1_en,wood,wood,<https://opentheso.huma-num.fr/?idc=pcrtMr3tb79bV8&idt=th310>,pcrtMr3tb79bV8,http://dbpedia.org/resource/Wood,72,74,en,0.9975171815821299,
Departibusanimalium,book_1,chapter_1,section_17,1,1.0_it,Ed,Ed,, ,http://it.dbpedia.org/resource/Personaggi_di_Un_medico_tra_gli_orsi,621,624,it,0.9986978227750873,
Departibusanimalium,book_1,chapter_1,section_17,1,1.0_en,soul,soul,, ,http://dbpedia.org/resource/Soul,161,164,en,0.9999815063528918,
Departibusanimalium,book_1,chapter_1,section_17,1,1.1_en,soul,soul,, ,http://dbpedia.org/resource/Soul,183,186,en,0.9999815063528918,
Departibusanimalium,book_1,chapter_1,section_17,1,1.2_en,soul,soul,, ,http://dbpedia.org/resource/Soul,205,208,en,0.9999815063528918,
Departibusanimalium,book_1,chapter_1,section_17,1,1.3_en,soul,soul,, ,http://dbpedia.org/resource/Soul,219,222,en,0.9999815063528918,
Departibusanimalium,book_1,chapter_1,section_17,1,1.4_en,soul,soul,, ,http://dbpedia.org/resource/Soul,385,388,en,0.9999815063528918,
Departibusanimalium,book_1,chapter_1,section_17,1,1.5_en,soul,soul,, ,http://dbpedia.org/resource/Soul,481,484,en,0.9999815063528918,
Departibusanimalium,book_1,chapter_1,section_17,1,1.6_en,soul,soul,, ,http://dbpedia.org/resource/Soul,741,744,en,0.9999815063528918,
Departibusanimalium,book_1,chapter_1,section_17,1,1.7_en,soul,soul,, ,http://dbpedia.org/resource/Soul,828,831,en,0.9999815063528918,
Departibusanimalium,book_1,chapter_1,section_17,1,1.8_en,wood,wood,<https://opentheso.huma-num.fr/?idc=pcrtMr3tb79bV8&idt=th310>,pcrtMr3tb79bV8,http://dbpedia.org/resource/Wood,948,951,en,0.9999979746543819,
Departibusanimalium,book_1,chapter_1,section_18,1,1.0_it,filosofia,filosofia,, ,http://it.dbpedia.org/resource/Filosofia,166,169,it,0.9981558406792477,
Departibusanimalium,book_1,chapter_1,section_18,1,1.1_it,scienza,scienza,<https://opentheso.huma-num.fr/?idc=pcrtgEqPFxaYUJ&idt=th310>,pcrtgEqPFxaYUJ,http://it.dbpedia.org/resource/Scienza,182,185,it,0.9999605731867208,
Departibusanimalium,book_1,chapter_1,section_18,1,1.0_en,soul,soul,, ,http://dbpedia.org/resource/Soul,78,80,en,0.9998952478126997,
Departibusanimalium,book_1,chapter_1,section_18,1,1.1_en,physics,physics,, ,http://dbpedia.org/resource/Physics,86,88,en,0.9999913053480305,
Departibusanimalium,book_1,chapter_1,section_18,1,1.2_en,soul,soul,, ,http://dbpedia.org/resource/Soul,465,468,en,0.9998952478126997,
Departibusanimalium,book_1,chapter_1,section_19,1,1.0_en,soul,soul,, ,http://dbpedia.org/resource/Soul,40,42,en,0.9870995801137668,
Departibusanimalium,book_1,chapter_1,section_19,1,1.1_en,soul,soul,, ,http://dbpedia.org/resource/Soul,70,72,en,0.9870995801137668,
Departibusanimalium,book_1,chapter_1,section_20,1,1.0_it,sperma,sperma,, ,http://it.dbpedia.org/resource/Sperma,475,478,it,0.9999439193556491,
Departibusanimalium,book_1,chapter_1,section_20,1,1.1_it,sperma,sperma,, ,http://it.dbpedia.org/resource/Sperma,503,506,it,0.9999439193556491,
Departibusanimalium,book_1,chapter_1,section_20,1,1.0_en,sperm,sperm,, ,http://dbpedia.org/resource/Sperm,480,483,en,0.9839613758012948,
Departibusanimalium,book_1,chapter_1,section_20,1,1.1_en,sperm,sperm,, ,http://dbpedia.org/resource/Sperm,510,513,en,0.9839613758012948,
Departibusanimalium,book_1,chapter_1,section_21,1,1.0_it,sperma,sperma,, ,http://it.dbpedia.org/resource/Sperma,41,43,it,0.9996682461479967,
Departibusanimalium,book_1,chapter_1,section_21,1,1.1_it,sperma,sperma,, ,http://it.dbpedia.org/resource/Sperma,201,204,it,0.9996682461479967,
Departibusanimalium,book_1,chapter_1,section_21,1,1.0_en,sperm,sperm,, ,http://dbpedia.org/resource/Sperm,44,46,en,0.9307957473495018,
Departibusanimalium,book_1,chapter_1,section_21,1,1.1_en,sperm,sperm,, ,http://dbpedia.org/resource/Sperm,227,230,en,0.9307957473495018,
Departibusanimalium,book_1,chapter_1,section_22,1,1.0_it,filosofia,filosofia,, ,http://it.dbpedia.org/resource/Filosofia,352,355,it,0.9911571713097516,
Departibusanimalium,book_1,chapter_1,section_22,1,1.1_it,ferro,ferro,<https://opentheso.huma-num.fr/?idc=pcrtJWWucnutA0&idt=th310>,pcrtJWWucnutA0,http://it.dbpedia.org/resource/Ferro,612,615,it,0.999663455472989,
Departibusanimalium,book_1,chapter_1,section_22,1,1.0_en,iron,iron,<https://opentheso.huma-num.fr/?idc=pcrtJWWucnutA0&idt=th310>,pcrtJWWucnutA0,http://dbpedia.org/resource/Iron,622,625,en,0.9849174052674284,
Departibusanimalium,book_1,chapter_1,section_23,1,1.0_it,Empedocle,Empedocle,, ,http://it.dbpedia.org/resource/Empedocle,296,299,it,1.0,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q729,Wikidata:Q5,Wikidata:Q215627,Wikidata:Q19088,DUL:NaturalPerson,Schema:Person,DBpedia:Species,DBpedia:Eukaryote,DBpedia:Animal,DBpedia:Person"
Departibusanimalium,book_1,chapter_1,section_23,1,1.0_en,Empedocles,Empedocles,<https://opentheso.huma-num.fr/?idc=pcrt9N2SEhD5yI&idt=th310>,pcrt9N2SEhD5yI,http://dbpedia.org/resource/Empedocles,294,297,en,1.0,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q729,Wikidata:Q5,Wikidata:Q4964182,Wikidata:Q215627,Wikidata:Q19088,DUL:NaturalPerson,Schema:Person,DBpedia:Species,DBpedia:Person,DBpedia:Eukaryote,DBpedia:Animal,DBpedia:Philosopher"
Departibusanimalium,book_1,chapter_1,section_24,1,1.0_it,gli antenati,gli_antenati,, ,http://it.dbpedia.org/resource/Gli_antenati,120,123,it,0.9999999996817905,
Departibusanimalium,book_1,chapter_1,section_24,1,1.1_it,Democrito,Democrito,, ,http://it.dbpedia.org/resource/Democrito,237,240,it,0.9999999999998863,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q729,Wikidata:Q5,Wikidata:Q215627,Wikidata:Q19088,DUL:NaturalPerson,Schema:Person,DBpedia:Species,DBpedia:Eukaryote,DBpedia:Animal,DBpedia:Person"
Departibusanimalium,book_1,chapter_1,section_24,1,1.2_it,Socrate,Socrate,<https://opentheso.huma-num.fr/?idc=pcrtnGxu7hDSfq&idt=th310>,pcrtnGxu7hDSfq,http://it.dbpedia.org/resource/Socrate,345,348,it,0.9999999999742499,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q729,Wikidata:Q5,Wikidata:Q215627,Wikidata:Q19088,DUL:NaturalPerson,Schema:Person,DBpedia:Species,DBpedia:Eukaryote,DBpedia:Animal,DBpedia:Person"
Departibusanimalium,book_1,chapter_1,section_24,1,1.0_en,Democritus,Democritus,<https://opentheso.huma-num.fr/?idc=pcrty1af1lU8Dc&idt=th310>,pcrty1af1lU8Dc,http://dbpedia.org/resource/Democritus,233,236,en,0.9999999996009592,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q729,Wikidata:Q5,Wikidata:Q4964182,Wikidata:Q215627,Wikidata:Q19088,DUL:NaturalPerson,Schema:Person,DBpedia:Species,DBpedia:Person,DBpedia:Eukaryote,DBpedia:Animal,DBpedia:Philosopher"
Departibusanimalium,book_1,chapter_1,section_24,1,1.1_en,Socrates,Socrates,<https://opentheso.huma-num.fr/?idc=pcrtnGxu7hDSfq&idt=th310>,pcrtnGxu7hDSfq,http://dbpedia.org/resource/Socrates,337,340,en,0.9999999980208258,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q729,Wikidata:Q5,Wikidata:Q4964182,Wikidata:Q215627,Wikidata:Q19088,DUL:NaturalPerson,Schema:Person,DBpedia:Species,DBpedia:Person,DBpedia:Eukaryote,DBpedia:Animal,DBpedia:Philosopher"
Departibusanimalium,book_1,chapter_2,section_1,1,1.0_it,Dio,Dio,, ,http://it.dbpedia.org/resource/Dio,102,105,it,0.985091240889313,
Departibusanimalium,book_1,chapter_2,section_1,1,1.0_en,God,God,, ,http://dbpedia.org/resource/God,104,107,en,0.9629172597962572,
Departibusanimalium,book_1,chapter_2,section_1,1,1.1_en,schizophrenic,schizophrenic,, ,http://dbpedia.org/resource/Schizophrenia,235,238,en,0.9999999978193443,"Wikidata:Q12136,DBpedia:Disease"
Departibusanimalium,book_1,chapter_2,section_1,1,1.2_en,genus,genus,, ,http://dbpedia.org/resource/Genus,381,384,en,0.9999976365693404,
Departibusanimalium,book_1,chapter_2,section_2,1,1.0_it,aquila,aquila,<https://opentheso.huma-num.fr/?idc=108303&idt=th310>,108303,http://it.dbpedia.org/resource/Aquila,89,91,it,0.9985562431647922,DBpedia:Species
Departibusanimalium,book_1,chapter_2,section_2,1,1.1_it,vento,vento,, ,http://it.dbpedia.org/resource/Vento,155,158,it,0.9958073026814092,
Departibusanimalium,book_1,chapter_2,section_2,1,1.2_it,vento,vento,, ,http://it.dbpedia.org/resource/Vento,166,169,it,0.9958073026814092,
Departibusanimalium,book_1,chapter_2,section_2,1,1.3_it,polipi,polipi,, ,http://it.dbpedia.org/resource/Octopus_vulgaris,385,388,it,0.9999926714758894,DBpedia:Species
Departibusanimalium,book_1,chapter_2,section_2,1,1.0_en,eagle,eagle,<https://opentheso.huma-num.fr/?idc=pcrttto0QeS1er&idt=th310>,pcrttto0QeS1er,http://dbpedia.org/resource/Eagle,78,80,en,0.9416619524131533,"Wikidata:Q729,Wikidata:Q19088,DBpedia:Species,DBpedia:Eukaryote,DBpedia:Animal,DBpedia:Bird"
Departibusanimalium,book_1,chapter_3,section_1,1,1.0_it,bisettrici,bisettrici,, ,http://it.dbpedia.org/resource/Bisettrice,70,72,it,0.9999999999876081,
Departibusanimalium,book_1,chapter_3,section_1,1,1.1_it,apostasia,apostasia,, ,http://it.dbpedia.org/resource/Apostasia,196,199,it,0.9999992837487361,
Departibusanimalium,book_1,chapter_3,section_1,1,1.2_it,apoteosi,apoteosi,, ,http://it.dbpedia.org/resource/Apoteosi,213,216,it,0.9999999996699671,
Departibusanimalium,book_1,chapter_3,section_1,1,1.3_it,piumaggio,piumaggio,, ,http://it.dbpedia.org/resource/Piumaggio,231,234,it,0.9999999999936335,
Departibusanimalium,book_1,chapter_3,section_1,1,1.4_it,bifacciali,bifacciali,, ,http://it.dbpedia.org/resource/Bifacciale,573,576,it,0.999999989916887,
Departibusanimalium,book_1,chapter_3,section_1,1,1.5_it,suore,suore,, ,http://it.dbpedia.org/resource/Suora,612,615,it,0.9909325314576509,
Departibusanimalium,book_1,chapter_3,section_1,1,1.0_en,apostasy,apostasy,, ,http://dbpedia.org/resource/Apostasy,200,203,en,0.852395011820691,
Departibusanimalium,book_1,chapter_3,section_1,1,1.1_en,apotheosis,apotheosis,, ,http://dbpedia.org/resource/Apotheosis,219,222,en,0.9999999793348595,
Departibusanimalium,book_1,chapter_3,section_2,1,1.0_it,anime,anime,, ,http://it.dbpedia.org/resource/Anime,271,274,it,0.6213014025671628,
Departibusanimalium,book_1,chapter_3,section_3,1,1.0_it,avvoltoio,avvoltoio,, ,http://it.dbpedia.org/resource/Avvoltoio,148,151,it,0.8231530900185605,DBpedia:Species
Departibusanimalium,book_1,chapter_3,section_3,1,1.0_en,vulture,vulture,<https://opentheso.huma-num.fr/?idc=108042&idt=th310>,108042,http://dbpedia.org/resource/Vulture,161,164,en,0.9864362453999488,"Wikidata:Q729,Wikidata:Q19088,DBpedia:Species,DBpedia:Eukaryote,DBpedia:Animal,DBpedia:Bird"
Departibusanimalium,book_1,chapter_3,section_4,1,1.0_it,divisori,divisori,, ,http://it.dbpedia.org/resource/Divisore,220,223,it,1.0,
Departibusanimalium,book_1,chapter_3,section_4,1,1.0_en,genus,genus,, ,http://dbpedia.org/resource/Genus,282,285,en,0.9999796540237906,
Departibusanimalium,book_1,chapter_3,section_4,1,1.1_en,genus,genus,, ,http://dbpedia.org/resource/Genus,440,443,en,0.9999796540237906,
Departibusanimalium,book_1,chapter_3,section_6,1,1.0_it,avrai,avrai,, ,http://it.dbpedia.org/resource/Avrai_(versione_strumentale),59,61,it,0.96438723370553,
Departibusanimalium,book_1,chapter_3,section_6,1,1.1_it,generi,generi,, ,http://it.dbpedia.org/resource/Genere_letterario,442,445,it,0.9001858517874314,
Departibusanimalium,book_1,chapter_3,section_6,1,1.2_it,formiche,formiche,, ,http://it.dbpedia.org/resource/Formicidae,523,526,it,1.0,DBpedia:Species
Departibusanimalium,book_1,chapter_3,section_6,1,1.0_en,triangle,triangle,, ,http://dbpedia.org/resource/Triangle,33,35,en,0.9991187159638246,
Departibusanimalium,book_1,chapter_3,section_6,1,1.1_en,curvature,curvature,, ,http://dbpedia.org/resource/Curvature,191,194,en,0.998815440581573,
Departibusanimalium,book_1,chapter_3,section_6,1,1.2_en,soul,soul,, ,http://dbpedia.org/resource/Soul,381,384,en,0.6907748943357181,
Departibusanimalium,book_1,chapter_3,section_6,1,1.3_en,genus,genus,, ,http://dbpedia.org/resource/Genus,544,547,en,0.9992496737069668,
Departibusanimalium,book_1,chapter_3,section_7,1,1.0_it,generi,generi,, ,http://it.dbpedia.org/resource/Genere_letterario,117,120,it,0.9091768497462615,
Departibusanimalium,book_1,chapter_3,section_7,1,1.1_it,pollo,pollo,, ,http://it.dbpedia.org/resource/Gallus_gallus_domesticus,178,181,it,0.9988128925148047,DBpedia:Species
Departibusanimalium,book_1,chapter_3,section_7,1,1.0_en,divisor,divisor,, ,http://dbpedia.org/resource/Divisor,46,48,en,0.9999995981859467,
Departibusanimalium,book_1,chapter_3,section_7,1,1.1_en,chicken,chicken,, ,http://dbpedia.org/resource/Chicken,175,178,en,0.9077798190351083,
Departibusanimalium,book_1,chapter_3,section_7,1,1.2_en,genus,genus,, ,http://dbpedia.org/resource/Genus,183,186,en,0.9999991776357973,
Departibusanimalium,book_1,chapter_3,section_8,1,1.0_it,bianco,bianco,, ,http://it.dbpedia.org/resource/Bianco,277,280,it,0.999999673933697,
Departibusanimalium,book_1,chapter_3,section_8,1,1.1_it,bianco,bianco,, ,http://it.dbpedia.org/resource/Bianco,350,353,it,0.999999673933697,
Departibusanimalium,book_1,chapter_3,section_8,1,1.2_it,Ed,Ed,, ,http://it.dbpedia.org/resource/Personaggi_di_Un_medico_tra_gli_orsi,474,477,it,0.9976952091182016,
Departibusanimalium,book_1,chapter_3,section_9,1,1.0_it,divisori,divisori,, ,http://it.dbpedia.org/resource/Divisore,188,191,it,1.0,
Departibusanimalium,book_1,chapter_3,section_9,1,1.1_it,multiverso,multiverso,, ,http://it.dbpedia.org/resource/Multiverso,572,575,it,0.9999996799855865,
Departibusanimalium,book_1,chapter_3,section_9,1,1.0_en,schizophrenic,schizophrenic,, ,http://dbpedia.org/resource/Schizophrenia,342,345,en,1.0,"Wikidata:Q12136,DBpedia:Disease"
Departibusanimalium,book_1,chapter_3,section_9,1,1.1_en,genus,genus,, ,http://dbpedia.org/resource/Genus,450,453,en,0.9912628800492268,
Departibusanimalium,book_1,chapter_3,section_9,1,1.2_en,multiverse,multiverse,, ,http://dbpedia.org/resource/Multiverse,597,600,en,0.9421694257017399,
Departibusanimalium,book_1,chapter_3,section_10,1,1.0_en,schizophrenic,schizophrenic,, ,http://dbpedia.org/resource/Schizophrenia,155,158,en,0.999999999962597,"Wikidata:Q12136,DBpedia:Disease"
Departibusanimalium,book_1,chapter_3,section_10,1,1.1_en,schizophrenic,schizophrenic,, ,http://dbpedia.org/resource/Schizophrenia,281,284,en,0.999999999962597,"Wikidata:Q12136,DBpedia:Disease"
Departibusanimalium,book_1,chapter_3,section_10,1,1.2_en,schizophrenic,schizophrenic,, ,http://dbpedia.org/resource/Schizophrenia,327,330,en,0.999999999962597,"Wikidata:Q12136,DBpedia:Disease"
Departibusanimalium,book_1,chapter_4,section_1,1,1.0_it,generi,generi,, ,http://it.dbpedia.org/resource/Genere_letterario,337,340,it,0.9737457204063806,
Departibusanimalium,book_1,chapter_4,section_1,1,1.1_it,pollo,pollo,, ,http://it.dbpedia.org/resource/Gallus_gallus_domesticus,478,481,it,0.99963631680518,DBpedia:Species
Departibusanimalium,book_1,chapter_4,section_1,1,1.2_it,pesci,pesci,, ,http://it.dbpedia.org/resource/Pesce,557,560,it,0.9999989457306684,DBpedia:Species
Departibusanimalium,book_1,chapter_4,section_1,1,1.0_en,chicken,chicken,, ,http://dbpedia.org/resource/Chicken,442,445,en,0.8235726023626773,
Departibusanimalium,book_1,chapter_4,section_2,1,1.0_it,Socrate,Socrate,<https://opentheso.huma-num.fr/?idc=pcrtnGxu7hDSfq&idt=th310>,pcrtnGxu7hDSfq,http://it.dbpedia.org/resource/Socrate,95,97,it,0.9999999999439524,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q729,Wikidata:Q5,Wikidata:Q215627,Wikidata:Q19088,DUL:NaturalPerson,Schema:Person,DBpedia:Species,DBpedia:Eukaryote,DBpedia:Animal,DBpedia:Person"
Departibusanimalium,book_1,chapter_4,section_2,1,1.1_it,pollo,pollo,, ,http://it.dbpedia.org/resource/Gallus_gallus_domesticus,477,480,it,0.9999701551169543,DBpedia:Species
Departibusanimalium,book_1,chapter_4,section_2,1,1.2_it,pollo,pollo,, ,http://it.dbpedia.org/resource/Gallus_gallus_domesticus,533,536,it,0.9999701551169543,DBpedia:Species
Departibusanimalium,book_1,chapter_4,section_2,1,1.3_it,struzzo,struzzo,<https://opentheso.huma-num.fr/?idc=pcrtRTP8BEpAYY&idt=th310>,pcrtRTP8BEpAYY,http://it.dbpedia.org/resource/Struthio_camelus,561,564,it,0.9980338984651467,DBpedia:Species
Departibusanimalium,book_1,chapter_4,section_2,1,1.0_en,Socrates,Socrates,<https://opentheso.huma-num.fr/?idc=pcrtnGxu7hDSfq&idt=th310>,pcrtnGxu7hDSfq,http://dbpedia.org/resource/Socrates,103,106,en,0.9999980777816688,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q729,Wikidata:Q5,Wikidata:Q4964182,Wikidata:Q215627,Wikidata:Q19088,DUL:NaturalPerson,Schema:Person,DBpedia:Species,DBpedia:Person,DBpedia:Eukaryote,DBpedia:Animal,DBpedia:Philosopher"
Departibusanimalium,book_1,chapter_4,section_2,1,1.1_en,genus,genus,, ,http://dbpedia.org/resource/Genus,542,545,en,0.9979474561399507,
Departibusanimalium,book_1,chapter_4,section_2,1,1.2_en,ostrich,ostrich,<https://opentheso.huma-num.fr/?idc=pcrtRTP8BEpAYY&idt=th310>,pcrtRTP8BEpAYY,http://dbpedia.org/resource/Ostrich,597,600,en,0.9999992650976282,
Departibusanimalium,book_1,chapter_4,section_3,1,1.0_it,aquila,aquila,<https://opentheso.huma-num.fr/?idc=108303&idt=th310>,108303,http://it.dbpedia.org/resource/Aquila,169,172,it,0.9987190592900284,DBpedia:Species
Departibusanimalium,book_1,chapter_4,section_3,1,1.1_it,pesci,pesci,, ,http://it.dbpedia.org/resource/Pesce,475,478,it,0.9999330395517527,DBpedia:Species
Departibusanimalium,book_1,chapter_4,section_3,1,1.2_it,molluschi,molluschi,, ,http://it.dbpedia.org/resource/Mollusca,486,489,it,1.0,DBpedia:Species
Departibusanimalium,book_1,chapter_4,section_3,1,1.3_it,ostriche,ostriche,, ,http://it.dbpedia.org/resource/Ostrea,498,501,it,0.9999920767271651,DBpedia:Species
Departibusanimalium,book_1,chapter_4,section_3,1,1.4_it,pesci,pesci,, ,http://it.dbpedia.org/resource/Pesce,596,599,it,0.9999330395517527,DBpedia:Species
Departibusanimalium,book_1,chapter_4,section_3,1,1.0_en,eagle,eagle,<https://opentheso.huma-num.fr/?idc=pcrttto0QeS1er&idt=th310>,pcrttto0QeS1er,http://dbpedia.org/resource/Eagle,177,180,en,0.9979099970324385,"Wikidata:Q729,Wikidata:Q19088,DBpedia:Species,DBpedia:Eukaryote,DBpedia:Animal,DBpedia:Bird"
Departibusanimalium,book_1,chapter_4,section_3,1,1.1_en,genus,genus,, ,http://dbpedia.org/resource/Genus,248,251,en,0.9999252777504739,
Departibusanimalium,book_1,chapter_4,section_3,1,1.2_en,genus,genus,, ,http://dbpedia.org/resource/Genus,498,501,en,0.9999252777504739,
Departibusanimalium,book_1,chapter_4,section_4,1,1.0_it,metodo naturale,metodo_naturale,, ,http://it.dbpedia.org/resource/Hébertismo,34,36,it,0.999987691094401,
Departibusanimalium,book_1,chapter_5,section_2,1,1.0_it,scienza,scienza,<https://opentheso.huma-num.fr/?idc=pcrtgEqPFxaYUJ&idt=th310>,pcrtgEqPFxaYUJ,http://it.dbpedia.org/resource/Scienza,393,396,it,0.9982890255204394,
Departibusanimalium,book_1,chapter_5,section_2,1,1.1_it,filosofia,filosofia,, ,http://it.dbpedia.org/resource/Filosofia,507,510,it,0.9985603497268687,
Departibusanimalium,book_1,chapter_5,section_2,1,1.0_en,esper,esper,, ,http://dbpedia.org/resource/Extrasensory_perception,202,205,en,0.9875299589290764,
Departibusanimalium,book_1,chapter_5,section_2,1,1.1_en,small molecule,small_molecule,, ,http://dbpedia.org/resource/Small_molecule,255,258,en,0.660328588966744,
