parent_uri,type,id,title,text,author,work
"http://ns.inria.fr/zoomathia/Johannes_Egidius_Zamorensis/historia_naturalis_éd._domínguez_garcía_–_garcía_ballester,_1994/1/2/2",Paragraph,20,,"Multa tamen inveniuntur animantia plures pedes habencia, ut patet in cancris et in erutis et in aliis. Similiter eciam et plures alas, ut patet in papilionibus et apibus et locustis; sed in istis minus viget sanguis, qui nature est thesaurus. Propter quod plus et afficacius operantur quatuor organa in primis quam multiplicia in secundis. Et eciam humiliora sunt et efficaciora multa animalium ad operandum in parte anteriori quam in posteriori, quia calorem sanguinis cordis plus participant et ei vicinius appropinquant.",Missing author,Missing work
"http://ns.inria.fr/zoomathia/Johannes_Egidius_Zamorensis/historia_naturalis_éd._domínguez_garcía_–_garcía_ballester,_1994/1/2/2",Paragraph,21,,"Generales autem animalium proprietates tangit Avicenna dicens sic: Comunicant autem quedam animalia in membris, ut homo et equus in carne et in nervo. Discrepant autem inter se in qualitate et habitudine membrorum, tam simplicium quam compositorum, ut testudo habet conchas et hericius spinas, et homo non; et equus habet caudam, et homo non. Item discrepant in quantitate, ut os sive apertura oculi noctue est magna, et apertura occuli aquile parva. Item discrepant in numero, quia quedam sunt bipedalia et quedam quadrupedalia et quedam multipedia, ut patet in araneis, quarum quedam habent octo pedes et quedam habent decem. Item in qualitate, scilicet, in colore et in figura aut in mollicie et duricie, ut pes bovis est valde durus, pes vero hominis est valde mollis.Item discrepant in situitate, ut patet in mamillis eque et elephantis. Nam mamille elephantis sub pectore et eque sub inguine situm habent. Item discrepant in accione, ut patet in auribus elephantis, cum quibus pugnat, et in naribus suis, quibus pugnat. Item differunt in passione, ut patet in occulis vespertilionis, qui sunt valde debiles, et irundinis a contrario sunt valde fortes, ut dicit Avicenna.",Avicenna,Missing work
"http://ns.inria.fr/zoomathia/Johannes_Egidius_Zamorensis/historia_naturalis_éd._domínguez_garcía_–_garcía_ballester,_1994/1/2/2",Paragraph,22,,"Item differunt in animi appetitu. Nam quedam sunt fortis appetitus ad coitum et quedam debilis, ut elephas et turtur. Et quedam appetunt cum omni specie et quedam cum sua, et quedam sunt; semper continencia, ut apes. Item quedam sunt magne aviditatis et voracitatis in edendo. Et ideo quedam venantur de nocte, ut luppi, qui dicuntur animalia ahala, et quedam de die, ut accipiter et aquila; et quedam utroque tempore, scilicet, die et nocte, sicut cati.",Missing author,Missing work
"http://ns.inria.fr/zoomathia/Johannes_Egidius_Zamorensis/historia_naturalis_éd._domínguez_garcía_–_garcía_ballester,_1994/1/2/3",Paragraph,1,,"Reptiliumtria sunt genera, ut est dictum, videlicet, trahencia, ut vermes, qui ore se trahunt; serpencia, ut colubri, qui vi costarum se rapiunt; repencia pedibus, ut lacerte, botrace. Vermium genera multa sunt; sunt enim vermes aut terre aut aque aut aeris aut carnium aut frondium aut lignorum aut vestimentorum.Serpencium tot venena quot genera, tot pernicies quot species, tot dolores <quot colores> habentur. Omnes autem serpentes natura sua frigide sunt nec percuciunt nisi quando calescunt; nam quando frigide sunt nullum tangunt. Unde et venena earum plus die nocent quam nocte; torpent enim noctis algore. Et merito, quia frigide sunt nocturno rore. Serpencium quidam morsu venenum inserunt, quidam punccione aut sola expiracione aut eciam quadam occulta virtute sicut spiritu vel voce vel aspectu, sicut in quibusdam aliis animalibus et fascinantibus hominibus accidit.Quedam autem et natura venenosa sunt, quedam ex translacione. Et quedam quidem precipicium inferunt, quedam passionem, quedam vero periculum. Sciendum quoque quoniam et loci et tempora et esce differencie faciunt morsuum varietatem; hyeme namque, cum foveam intrant aut continuo post foveam, infirmantur morsus et fere innocui sunt; in montanis autem et asperis locis velut aridis calidioribus omnes mordaciores sunt, quia ibi forciores; in altera vero parte humidi sunt et dissoluti; per hoc eciam circa coitum plurimum sevi sunt et a quacunque esca potest augmentari quis eorum impetum et fortitudinem.Non omnibus autem animalibus reptilia nociva sunt; nam et sues et cervi serpentes comedunt et alii ab aliis innocue devorantur. Multaque alia invenire est quibusdam nociva, quibusdam salutaria.Quedam autem reptilia non solum mordendo sed eciam flatu per media arma aut ligna aut lapides nocendo interimunt. Talis et mordencium virtus, ut, si radicem arboris momorderint, omnis arbor folia prohiciat.Omnium autem minimorum animalium, que vel ex cadaveribus vel ex humoribus nasci solent, sex genera sunt: quedam autem ex exalacionibus esse habent, ut bibiones ex vino, papiliones ex aqua; quedam ex corrupcione humorum, ut vermes in cysternis; quedam ex cadaveribus, ut apes ex iumentis, scarabei et crabones ex equis; quedam ex corrupcione lignorum, ut cendones; quedam ex corrupcione biliarum, ut tynee ex ossibus; quedam ex corrupcione fructuum, ut gurguliones ex fabis.De hiis ergo dicitur quod sine corrupcione nascuntur, ut illa que ex exhalacionibus in illa prima animalium condicione facta sunt; que autem ex corrupcionibus post peccatum, ex rebus corruptis orta sunt. Et omnia quidem animalia micia tunc et innoxia creata sunt; sed post peccatum quedam homini nociva facta sunt, scilicet, propter punicionem, correpcionem, instruccionem.",Missing author,Missing work
"http://ns.inria.fr/zoomathia/Johannes_Egidius_Zamorensis/historia_naturalis_éd._domínguez_garcía_–_garcía_ballester,_1994/1/2/3",Paragraph,2,,"Serpens dicitur quia occultis accesibus serpit, non apertis passibus, sed squamarum minutissimis nisibus repit. Illa autem que quatuor pedibus utuntur, ut lacerte et stelliones, non serpentes sed reptilia nominantur. Serpentes autem eciam reptilia sunt, quia ventre et pectore reptant. Quorum tot venena quot genera, tot pernicies quot species, tot doloresquot coloreshabentur. Item Aristotiles in libro De animalibus : Serpentes abscondunt se et latent in terra. Sunt autem medii inter animalia sanguinea agrestia et aquosa; plures enim manent super terram et pauci in aqua. Sunt quidem in mari varia serpentum genera, nec manent in profundo, sed prope ripam.",Aristoteles,De animalibus Aristotelis
"http://ns.inria.fr/zoomathia/Johannes_Egidius_Zamorensis/historia_naturalis_éd._domínguez_garcía_–_garcía_ballester,_1994/1/2/3",Paragraph,3,,"Accidit serpentibus quod et pullis accidit yrundinunque, videlicet, si quis ei perforaverit oculum et excecaverit, revertetur visus iterum. Caude quoque serpentum, ut dictum est, crescunt postquam abscise sunt. Item Plinius libro octavo : Animalibus quibusdam in hyeme provisum est pabulum, aliis pro cibo sompnus. Sola serpencium vipera dicitur condi terra, cetere autem arborum vel saxorum cavernis et annua fame durant algore modo dempto. Omnia vero secessus tempore veneno orba dormiunt.",Plinius maior,Historia naturalis Plinii Maioris
"http://ns.inria.fr/zoomathia/Johannes_Egidius_Zamorensis/historia_naturalis_éd._domínguez_garcía_–_garcía_ballester,_1994/1/2/3",Paragraph,4,,"Item in libro undecimo: Sibilus serpentibus est longus; affectus autem indicia sunt et in serpentibus, immittissimo animalium genere. Item ex libro De natura rerum : Serpentes hyeme latent in saxis vel arboribus concavis ac sine cibo durantur; verno tempore prodeunt. Natura fervidi sunt; unde, postquam infriguerint, parum aut nichil nocent. Itaque nocte minus quam die ledunt, quia nocturno rore frigescunt. Hyemali frigore in nodos torquentur, estate vero solvuntur. Item Ambrosius : Pulcritudo leonis eximia per comantes cervicis thoros excutitur, cum, sublato pectore, serpens attolit ora.",Missing author,Liber de natura rerum Thome Cantimpratensis
"http://ns.inria.fr/zoomathia/Johannes_Egidius_Zamorensis/historia_naturalis_éd._domínguez_garcía_–_garcía_ballester,_1994/1/2/3",Paragraph,5,,"Hoc autem sufficiat, quia in S littera de ipsis sufficienter dicetur.",Missing author,Missing work
"http://ns.inria.fr/zoomathia/Johannes_Egidius_Zamorensis/historia_naturalis_éd._domínguez_garcía_–_garcía_ballester,_1994/1/2/3",Paragraph,6,,"Vermis est animal quod plerumque de carne vel de ligno vel de quacunque re terrena sine ullo terreno cuncubitu gignitur, licet nonnunquam et de ovis nascantur, sicut scorpio. Vermis autem non ut serpens apertis passibus vel squamarum nisibus repit, quia non est ei spine rigor, vel colubra; sed in directum corpusculi sui partes gradatim porrigendo contractas et contrahendo porrectas motum explicat, sicque agitatus perlabitur. Item Aristotiles : Vermium reptacio super ventrem est.",Aristoteles,Missing work
"http://ns.inria.fr/zoomathia/Johannes_Egidius_Zamorensis/historia_naturalis_éd._domínguez_garcía_–_garcía_ballester,_1994/1/2/3",Paragraph,7,,"Animalia quedam generant vermes et horum quidam in hora ipsa generacionis moventur, quidam non nisi post dies. Musce quedam generant vermes, et ex coitu apicularum fiunt vermes ovis similes. Porro que generantur ex vermibus animalibus ab generatis non completa sunt; dein excrescunt; et quod habet figuram sicut vermis magnum fit, quando crescit, figura fitque eius sicut ovum, quia cortex, scilicet, cutis continens, indurescit. Illoque in tempore mobilia sunt. Manifestatur hoc in vermibus qui generantur ex vespis et apibus et in eis qui generantur ex animalibus; cibantur prius, deinde cibum non recipiunt, sed remanent immobiles, sicut apicule que coloris aurei sunt.",Missing author,Missing work
