parent_uri,type,id,title,text
http://ns.inria.fr/zoomathia/Aesop/fabulae/7,Paragraph,1,,"Ἀετός ποτε ἑάλω ὑπʼ ἀνθρώπου, ὅστις τὰ πτερὰ αὐτοῦ εὐθέως τίλας, εἴασεν αὐτὸν ἐν οἴκῳ σὺν ὄρνισιν· ὁ δὲ κατηφὴς ἐκ τῆς λύπης ὑπῆρχεν. Ἕτερος δέ τις τοῦ- τον ἐξαγοράσας, ἀνεπτέρωσε τὸν ἀετὸν αὐτίκα. Ὁ δὲ πετασθεὶς καὶ λαγωὸν ἁρπάσας, ἤνεγκεν εὐθὺς δῶρον τῷ εὐ εργέτῃ. Τοῦτο ἀλώπηξ κατιδοῦσα ἐβόα· „μὴ τοῦ- τὡν σὺ ξένιζε, ἀλλὰ τὸν πρῶτον, μήπως ὁ αὐτός σε πά- ??ιν κυνηγήσῃ, καὶ αὖθις τὰ πτερὰ τὰ σὰ κατερημώσῃ.“"
http://ns.inria.fr/zoomathia/Aesop/fabulae/7,Paragraph,2,,"Ὁ μῦθος δηλοῖ, ὅτι δεῖ χρηστὰς ἀμοιβὰς τοῖς εὐερ- ἐταις παρέχειν, τοὺς δὲ κακοὺς ἐκκλίνειν."
http://ns.inria.fr/zoomathia/Aesop/fabulae/8,Paragraph,1,,"Ἀετὸς λαγωὸν ἐδίωκεν· ὁ δὲ ἐν ἐρημίᾳ τῶν βοηθη- όντων ὑπάρχων, ὃν μόνον ὁ καιρὸς παρέσχε κάνθαρον δὼν, τοῦτον ἱκέτευεν. Ὁ δὲ παραθαῤῥύνας αὐτὸν, ὡς ἐγγὺς ἐλθόντα τὸν ἀετὸν ἐθεάσατο, παρεκάλει μὴ ἀπάγειν αὐτοῦ τὸν ἱκέτην· κἀκεῖνος ὑπεριδὼν τὴν σμι- κρότητα, ἐν ὄψει κανθάρου τὸν λαγωὸν κατεθοινήσατο. Ὁ δὲ ἀπʼ ἐκείνου μνησικακῶν διετέλει, παρατηρούμενος τοῦ ἀετοῦ τὰς καλιὰς, καὶ εἴ ποτε ἐκεῖνος ἔτικτε, με- τάρσιος διαιρόμενος ἐκύλιε τὰ ὠὰ καὶ κατέασσε, μέχρις οὗ πανταχόθεν ἐλαυνόμενος ὁ ἀετὸς ἐπὶ τὸν Δία κατέ- φυγεν ἐστὶ δὲ τοῦ Διὸς ἱερὸς ὁ ὄρνις, καὶ αὐτοῦ ἐδεήθη, τόπον αὐτῷ πρὸς νεοττοποιίαν ἀσφαλῆ παρα- σχεῖν. Τοῦ δὲ Διὸς ἐν τοῖς κόλποις αὐτοῦ τίκτειν ἐπι- τρέψαντος αὐτῷ, ὁ κάνθαρος τοῦτο ἑωρακὼς, κόπρου σφαῖραν ποιήσας ἀνέπτη, καὶ γενόμενος κατὰ τοὺς τοῦ Διὸς κόλπους, ἐνταῦθα καθῆκεν. Ὁ δὲ Ζεὺς ἀποδύ- σασθαι τὴν κόπρον βουλόμενος, ὡς διανέστη, ἔλαθεν ἀποῤῥίψας τὰ ὠά· ἀπʼ ἐκείνου τε φασὶ, περὶ ὃν καιρὸν οἱ κάνθαροι γίνονται, τοὺς ἀετούς μὴ νεοττεύειν."
http://ns.inria.fr/zoomathia/Aesop/fabulae/8,Paragraph,2,,"Ὁ λόγος δηλοῖ, μηδενὸς καταφρονεῖν, λογιζομένους, ὅτι οὐδεὶς οὕτω ἐστὶν ἀδύνατος, ὡς προπηλακισθεὶς μὴ δύνασθαι ἑαυτὸν ἐκδικῆσαι."
http://ns.inria.fr/zoomathia/Aesop/fabulae/9,Paragraph,1,,"Ἀετὸς καταπτὰς ἀπό τινος ὑψηλῆς πέτρας ἂργα ἥρπασε· κολοιὸς δὲ τοῦτο θεασάμενος διὰ ζῆλον τοῦτο μιμήσασθαι ἤθελε. Καὶ δὴ καθεὶς ἑαυτὸν μετὰ πολλοτ τοῦ ῥοίζου ἐπὶ κριὸν ἠνέχθη· ἐμπαρέντων δʼ αὐτοῦ τῶν ὀνύχων τοῖς μαλλοῖς, ἐξαρθὴναι μὴ δυνάμενος ἐπτερύσ- σετο, ἕως ὁ ποιμὴν, τὸ γεγονὸς αἰσθόμενος, προσδρα- μὼν συνέλαβεν αὐτόν. Καὶ περικόψας αὐτοῦ τὰ ὀξύ- πτερα, ὡς ἑσπέρα κατέλαβε, τοῖς αὐτοῦ παισὶν ἐκόμισε. Τῶν δὲ πυνθανομένων, τί ἄν εἴη τὸ ὄρνεον, ἔφη· „ὡ μὲν ἐγὼ σαφῶς οἶδα, κολοιός, ὡς δὲ αὐτὸς βούλεται, ἀετός.“"
http://ns.inria.fr/zoomathia/Aesop/fabulae/9,Paragraph,2,,Οὕτως ἡ πρὸς τοὺς ὑπερέχοντας ἅμιλλα πρὸς τῷ μηδὲν ἀνύειν καὶ ἐπὶ συμφοραῖς προσκτᾶται γέλωτα.
http://ns.inria.fr/zoomathia/Aesop/fabulae/10,Paragraph,1,,"Ἀηδὼν ἐπί τινος ὑψηλῆς δρυὸς καθημένη κατὰ τὸ σύνηθες ᾖδεν· ἱέραξ δὲ αὐτὴν θεασάμενος, ὡς ἠπόρει τροφῆς, ἐπιπτὰς συνέλαβεν· ἡ δὲ μέλλουσα ἀναιρεῖσθαι ἐδέετο μεθεῖναι αὐτὴν, λέγουσα, ὡς οὐχ ἱκανή ἐστιν ἱἐρακος γαστέρα αὐτὴ πληρῶσαι· δεῖν δὲ αὐτὸν, εἰ τρο- φῆς ἀπορεῖ, ἐπὶ τὰ μείζονα τῶν ὀρνέωντρέπεσθαι. Καὶ ὃς ὑποτυχὼν εἶπεν· ,,ἀλλ’ ἔγωγε ἀπόπληκτος ἄν εἴην, εἰ τὴν ἐν χερσὶν ἑτοίμην βορὰν ἀφεὶς τὰ μηδέπω φαινό- μενα διώκοιμι.“"
http://ns.inria.fr/zoomathia/Aesop/fabulae/10,Paragraph,2,,"Ὁ λόγος δηλοῖ, ὡς οὕτω καὶ τῶν ἀνθρώπων ἀλόγι- στοί εἰσιν οἳ δι’ ἐλπίδα μειζόνων [πραγμάτων] τὰ ἐν χερσὶν ὄντα προΐενται."
http://ns.inria.fr/zoomathia/Aesop/fabulae/11,Paragraph,1,,"Ἀηδόνι συνεβούλευε χελιδὼν τοῖς ἀνθρώποις εἶναι ὁμόροφον καὶ σύνοικον, ὡς αὐτή. Ἡ δὲ εἶπεν· ,,οὐ θέ- λω τὴν λύπην τῶν παλαιῶν μου συμφορῶν μεμνῆσθαι, καὶ διὰ τοῦτο τὰς ἐρήμους οἰκῶ.“"
http://ns.inria.fr/zoomathia/Aesop/fabulae/11,Paragraph,2,,"Τὸν λυπηθέντα ἔκ τινος τύχης καὶ τὸν τόπον φεύ- γειν θέλειν, ἔνθα ἡ λύπη συνέβη."
http://ns.inria.fr/zoomathia/Aesop/fabulae/12,Paragraph,1,,"Ἀθήνῃσιν ἀνὴρ χρεωφειλέτης ἀπαιτούμενος ὑπὸ τοῦ δανειστοῦ τὸ χρέος, τὸ μὲν πρῶτον παρεκάλει ἀνα- βολὴν αὐτῷ παρασχέσθαι, ἀπορεῖν φάσκων· ὡς δʼ οὐκ ἔπειθε, προσαγαγὼν ὗν, ἣν μόνην εἶχε, παρόντος αὐ- τοῦ ἐπώλει. Ὠνητοῦ δὲ προσελθόντος καὶ διερωτῶν- τος, εἰ τοκὰς ἡ ὗς εἴη, ἐκεῖνος ἔφη, μὴ μόνον αὐτὴν τίκτειν, ἀλλὰ καὶ παραδόξως· τοῖς μὲν γὰρ μυστηρίοις θήλεα ἀποκύειν, τοῖς δὲ Παναθηναίοις ἄρσενα. Τοῦ δὲ ἐκπλαγέντος πρὸς τὸν λόγον, ὁ δανειστὴς εἶπεν· ,,ἀλλὰ μὴ θαύμαζε· αὕτη γάρ σοι καὶ Διονυσίοις ἐρίφους τέξεται."
http://ns.inria.fr/zoomathia/Aesop/fabulae/12,Paragraph,2,,"Ὁ λόγος δηλοῖ, ὅτι πολλοὶ διὰ τὸ ἱδιον κέρδος οὐκ ὀκνοῦσιν οὐδὲ τοῖς ἀδυνάτοις ψευδομαρτυρεῖν."
http://ns.inria.fr/zoomathia/Aesop/fabulae/13,Paragraph,1,,"Αἰπόλος τὰς αἶγας αὐτοῦ ἐπὶ νομὴν ἀπελάσας ὡς ἐθεᾶτο ἀγρίαις αὐτὰς ἀναμιγείσας, ἑσπέρας ἐπιλαβού- σης πάσας εἰς τὸ ἑαυτοῦ σπήλαιον εἰσήλασε. Τῇ δʼ ὑστεραίᾳ χειμῶνος πολλοῦ γενομένου, μὴ δυνάμενος ἐπὶ τὴν συνήθη νομὴν αὐτὰς παραγαγεῖν, ἔνδον ἔστησε μένειν, ταῖς μὲν ἰδίαις μετρίαν τροφὴν παραβάλλων πρὸς μόνον τὸ μὴ λιμώττειν, ταῖς δὲ ὀθνείαις πλείονα περισωρεύων πρὸς τὸ καὶ αὐτὰς ἐξιδιοποιήσασθαι. Παυσαμένου δὲ τοῦ χειμῶνος ἐπειδὴ πάσας ἐπὶ νομὴν ἐξήγαγεν, αἱ ἄγριαι ἐπιλαβόμεναι τῶν ὀρῶν ἔφευγον. Τοῦ δὲ ποιμένος ἀχαριστίαν αὐτῶν κατηγοροῦντος, εἰ περιττοτέρας αὐταὶ ἐπιμελείας ἐπιτυχοῦσαι καταλείπου- σιν αὐτὸν, ἔφασαν ἐπιστραφεῖσαι· ,,ἀλλὰ καὶ διʼ αὐτὸ τοῦτο μᾶλλον φυλαττόμεθα· εἰ γὰρ ἡμᾶς τὰς χθές σοι προσεληλυθυίας μειζόνως τῶν πάλαι σὺ προετίμησας, δῆλον ὅτι, εἰ καὶ ἕτεραί σοι μετὰ ταῦτα προσπελάσου- σιν, ἐκείνας ἡμῶν προκρινεῖς.“"
http://ns.inria.fr/zoomathia/Aesop/fabulae/13,Paragraph,2,,"Ὁ λόγος δηλοῖ μὴ δεῖν τούτων προσεταιρίζεσθαι τὰς φιλίας, οἳ τῶν παλαιῶν φίλων ἡμᾶς τοὺς προσφά- τους προτιμῶσι, λογιζομένους, ὅτι καὶ, κἂν ἡμῶν ἐγ- χρονιζόντων ἑτέροις φιλιάσωσιν, ἐκείνους προκρινοῦσιν."
http://ns.inria.fr/zoomathia/Aesop/fabulae/14,Paragraph,1,,"Ἐν σπηλαίῳ ἀοικήτῳ αἰγοβοσκὸς ἐν χειμῶνι αἶγα, ἤγαγεν. Εὗρεν δὲ ἐλεῖ ἀγρίας αἶγας καὶ τράγους, πλείο- νας ὧν εἶχεν αὐτὸς καὶ μείζους. Τὰς ἰδίας δὲ ἀφεὶς ἐπὶ ταῖς ἀγρίαις, ταύτας ἔτρεφε τοῖς φύλλοις. Ὅτε δὲ εὐ- δία γέγονε, τὰς μὲν ἰδίας εὗρε τεθνεώσας ἐκ τοῦ λιμοῦ, αἱ δὲ ἄγριαι πρὸς τὸ ὅρος ἔφυγον. Ὁ δὲ αἰπόλος γελα- στὸς εἰς τὸν οἶκον ἦλθε κενός."
http://ns.inria.fr/zoomathia/Aesop/fabulae/14,Paragraph,2,,"Ὅτι οὐδαμῶς ἡμᾶς πρέπει ἀμελεῖν τῶν οἰκείων, ἐπʼ ἐλπίδι κέρδους ἐξ ἀλλοτρίων γενησομένου."
http://ns.inria.fr/zoomathia/Aesop/fabulae/15,Paragraph,1,,"Αἰθίοπά τις ὠνήσατο, τοιοῦτον εἶναι τὸ χρῶμα δο- κῶν ἀμελείᾳ τοῦ πρότερον ἔχοντος. Καὶ παραλαβὼν οἴκαδε, πάντα μὲν αὐτῷ προσῆγε τὰ ῥύμματα, πᾶσι δὲ λουτροῖς ἐπειρᾶτο φαιδρύνειν· καὶ τὸ μὲν χρῶμα μετα- βαλεῖν οὐκ ἔσχε, νοσεῖν δὲ τῷ πονεῖν παρεσκεύασεν."
http://ns.inria.fr/zoomathia/Aesop/fabulae/15,Paragraph,2,,"Μένουσιν αἱ φύσεις, ὡς προῆλθον τὸ πρότερον."
http://ns.inria.fr/zoomathia/Aesop/fabulae/16,Paragraph,1,,"Αἴλουρος συλλαβὼν ἀλεκτρυόνα, μετʼ εὐλόγου τοῦ- τον αἰτίας ἠβουλήθη καταφαγεῖν. Καὶ δὴ κατηγόρει αὐτοῦ, ὡς ὀχληρὸς εἴη τοῖς ἀνθρώποις, νύκτωρ κεκρα- γὼς καὶ μὴ συγχωρῶν ὕπνου τυγχάνειν. Τοῦ δʼ ἀπο- λογουμένου, ἐπὶ τῇ ἐκείνων ὠφελείᾳ τοῦτο ποιεῖν, ὡς ἐπὶ τὰ συνήθη τῶν ἔργων ἐγείρεσθαι, πάλιν ὁ αἴλουρος αἰτίαν ἐπέφερεν, ὡς ἀσεβὴς εἴη περὶ τὴν φύσιν, μητρὶ καὶ ἀδελφαῖς συμμιγνύμενος. Τοῦ δὲ καὶ τοῦτο πρὸς ὠφέλειαν τῶν δεσποτῶν πράττειν φήσαντος, πολλῶν αὐτοῖς ἐντεῦθεν ὠῶν τικτομένων, ὁ αἴλουρος εἰπών· „ἀλλ’ εἰσύ γε πολλῶν εὐπορεῖς εὐπροσώπων ἀπολογιῶν, ἔγωγεμέντοι ἄτροφος οὐ μενῶ, τοῦτον κατεθοινήσατο."
http://ns.inria.fr/zoomathia/Aesop/fabulae/16,Paragraph,2,,"Ὁ μῦθος δηλοῖ, ὅτι ἡ πονηρὰ φύσις πλημμελεῖν αἱρουμένη, εἰ μὴ μετʼ εὐλόγου δυνηθείη προσχήματος, ἀπαρακαλύπτως γε μὴν πονηρεύεται."
http://ns.inria.fr/zoomathia/Aesop/fabulae/17,Paragraph,1,,"Ἔν τινι οἰκίᾳ πολλοὶ μύες ἦσαν. Αἴλουρος δὲ τοῦτο γνοὺς ἧκεν ἐνταῦθα, καὶ συλλαμβάνων ἕνα ἕκαστον κατήσθιεν. Οί δὲ μύες συνεχῶς ἀναλισκόμενοι κατὰ τῶν ὀπῶν ἔδυνον, καὶ ὁ αἴλουρος μηκέτι αὐτῶν ἐφικέ- σθαι δυνάμενος, δεῖν ἔγνω διʼ ἐπινοίας αὐτοὺς ἐκκα- λεῖσθαι. Διόπερ ἀναβὰς ἐπί τινα πάσσαλον καὶ ἑαυτὸν ἐνθένδε ἀποκρεμάσας προσεποιεῖτο νεκρόν. Τῶν δὲ μυῶν τις παρακύψας ὡς ἐθεάσατο αὐτὸν, εἶπεν· „ἀλλʼ, ὦ οὗτος, σοί γε, κἄν θύλαξ γένῃ, οὐ προσελευσόμεθα.“"
http://ns.inria.fr/zoomathia/Aesop/fabulae/17,Paragraph,2,,"Ὁ λόγος δηλοῖ, ὅτι οἱ φρόνιμοι τῶν ἀνθρώπων, ὅταν τῆς ἐνίων μοχθηρίας πειραθῶσιν, οὐκέτι αὐτῶν ταῖς ὑποκρίσεσιν ἐξαπατῶνται."
http://ns.inria.fr/zoomathia/Aesop/fabulae/18,Paragraph,1,,"Αἴλουρος ἀκούσας ὅτι ἔν τινι ἐπαύλει ὄρνιθες νο- σοῦσι, σχηματίσας ἑαυτὸν εἰς ἰατρὸν, καὶ τὰ τῆς ἐπι- στήμης πρόσφορα ἀναλαβὼν ἐργαλεῖα, παρεγένετο, καὶ στὰς πρὸ τῆς ἐπαύλεως, ἐπυνθάνετο αὐτῶν πῶς ἔχοιεν· αἱ δὲ ὑποτυχοῦσαι ,,καλῶς,“ ἔφασαν, „ἐὰν σὺ ἐντεῦ- θεν ἀπαλλαγῇς.“"
http://ns.inria.fr/zoomathia/Aesop/fabulae/18,Paragraph,2,,"Οὕτω καὶ τῶν ἀνθρώπων οἱ πονηροὶ τοὺς φρονί- μους οὐ λανθάνουσι, κἄν τὰ μάλιστα χρηστότητα ὑπο- κρίνωνται."
http://ns.inria.fr/zoomathia/Aesop/fabulae/19,Paragraph,1,,"Ὄρνις δήποτε κατακλιθεὶς ἠῤῥώστει· εἰς ὃν αἴλου- ρος προκύψας ἔφη ταῦτα· „πῶς ἔχεις, φίλε; τί δέ σοι; ἐάν τι χρήζῃς, ἀνάγγειλόν μοι, καὶ πάντα σοι παρέξω· ὅμως ἔγειρε, καὶ τεύξῃ τῆς ὑγιείας.“ δὲ ἀπεκρίθη πρὸς τὸν αἴλουρον ταῦτα· „ἐὰν σὺ παρέλθῃς, ἐγὼ οὐκ ἀποθνήσκω· ζωὴν γὰρ ζήσω δορκάδος ὑπερτέραν.“"
http://ns.inria.fr/zoomathia/Aesop/fabulae/19,Paragraph,2,,"Τοὺς δολίους ὑποκριτὰς, τοὺς λέγοντας φιλεῖν, ὁ μῦθος ἐλέγχει."
http://ns.inria.fr/zoomathia/Aesop/fabulae/20,Paragraph,1,,"Αἶγα ἀποστᾶσαν ἀγέλης ἐπανάγειν αἰπόλος ἐπει- ρᾶτο πρὸς τὰς λοιπάς. Ὠς δὲ φωναῖς καὶ συριγμοῖς χρώμενος οὐδὲν μᾶλλον ἤνυεν, λίθον ἀφεὶς καὶ τοῦ κέ- ρως τυχὼν, ἐδεῖτο τῷ δεσπότῃ μὴ κατειπεῖν. Ἡ δὲ ,,ἀνούστατε εἶπεν ,,αἰπόλων, τὸ κέρας κεκράξεται, κἂν ἐγὼ σιωπήσω."
http://ns.inria.fr/zoomathia/Aesop/fabulae/20,Paragraph,2,,Οὕτως λίαν εὐήθεις οἱ τὰ πρόδηλα κρύπτειν ἐθέ- λοντες.
http://ns.inria.fr/zoomathia/Aesop/fabulae/21,Paragraph,1,,"Αἶγα καὶ ὄνον ἔτρεφέ τις. δὲ αἴξ φθονήσασα τῷ ὄνῳ διὰ τὸ περισσὸν τῆς τροφῆς, ἔλεγεν, ὡς ἄπειρα κο- λάζῃ, ποτὲ μὲν ἀλήθων, ποτὲ δὲ ἀχθοφορῶν· καὶ συνε- βούλευεν ἐπίληπτον ἑαυτὸν ποιῆσαι καὶ καταπεσεῖν ἔν τινι βόθρῳ, καὶ ἀναπαύσεως τυχεῖν. Ὁ δὲ πιστεύσας καὶ πεσὼν συνετρίβη. Ὁ δὲ δεσπότης τὸν ἰατρὸν καλέ- σας ᾔτει βοηθεῖν. Ὁ δὲ αἰγὸς πνεύμονα ἐγχυματίσαι ἔλεγεν αὐτῷ, καὶ τῆς ὑγείας τυχεῖν. Τὴν δὲ αἶγα θύ- σαντες τὸν ὄνον ἰάτρευον."
http://ns.inria.fr/zoomathia/Aesop/fabulae/21,Paragraph,2,,"Ὅτι ὅστις καθʼ ἑτέρου δόλια μηχανᾶται, ἑαυτοῦ γί- νεται τῶν κακῶν ἀρχηγός."
http://ns.inria.fr/zoomathia/Aesop/fabulae/22,Paragraph,1,,"Αἴσωπός ποτε ὁ λογοποιὸς σχολὴν ἄγων εἰς ναυπή- γιον εἰσῆλθε· τῶν δὲ ναυπηγῶν σκωπτόντων τε αὐτὸν καὶ ἐκκαλουμένων εἰς ἀπόκρισιν, ὁ Αἴσωπος ἔλεγε·,,Τὸ παλαιὸν χάος καὶ ὕδωρ γενέσθαι· τὸν δὲ Δία βουλόμε- νον καὶ τὸ τῆς γῆς στοιχεῖον ἀναδεῖξαι, παραινέσαι αὐ- τῇ, ὅπως ἐπὶ τρὶς ἐκροφήσῃ τὴν θάλασσαν. Κἀκείνη ἀρξαμένη τὸ μὲν πρῶτον τὰ ὄρη ἐξέφηνεν, ἐκ δευτέρου δὲ ἐκροφήσασα καὶ τὰ πεδία ἀπεγύμνωσεν· ἐὰν δὲ δόξῃ αὐτῇ καὶ τὸ τρίτον ἐκπιεῖν τὸ ὕδωρ, ἄχρηστος ὑμῖν ἡ τέχνη γενήσεται."
http://ns.inria.fr/zoomathia/Aesop/fabulae/22,Paragraph,2,,"Ὁ λόγος δηλοῖ, ὅτι οἱ τοὺς κρείττονας χλευάζοντες λανθάνουσι μείζονας ἑαυτοῖς τὰς ἀνίας ἐξ αὐτῶν ἐπι- σπώμενοι."
http://ns.inria.fr/zoomathia/Aesop/fabulae/23,Paragraph,1,,"Αἴσωπον ἀπὸ δείπνου βαδίζονθʼ ἐσπέρας θρασεῖα καὶ μεθύση τις ὑλάκτει κύων. κἄπειτ’ ἐκεῖνος εἶπεν· ,,ὦ κύον, κύον, εἰ νὴ Δίʼ ἀντὶ τῆς κακῆς γλώττης ποθὲν πυροὺς πρίαιο, σωφρονεῖν ἄν μοι δοκοῖς.“"
