parent_uri,type,id,title,text,author,work
http://ns.inria.fr/zoomathia/Hesiod/works_and_days/1,Paragraph,63,,ψεύδεά θʼ αἱμυλίους τε λόγους καὶ ἐπίκλοπον ἦθος,,
http://ns.inria.fr/zoomathia/Hesiod/works_and_days/1,Paragraph,64,,τεῦξε Διὸς βουλῇσι βαρυκτύπου· ἐν δʼ ἄρα φωνὴν,,
http://ns.inria.fr/zoomathia/Hesiod/works_and_days/1,Paragraph,65,,"θῆκε θεῶν κῆρυξ, ὀνόμηνε δὲ τήνδε γυναῖκα",,
http://ns.inria.fr/zoomathia/Hesiod/works_and_days/1,Paragraph,66,,"Πανδώρην, ὅτι πάντες Ὀλύμπια δώματʼ ἔχοντες",,
http://ns.inria.fr/zoomathia/Hesiod/works_and_days/1,Paragraph,67,,"δῶρον ἐδώρησαν, πῆμʼ ἀνδράσιν ἀλφηστῇσιν.",,
http://ns.inria.fr/zoomathia/Hesiod/works_and_days/1,Paragraph,68,,"αὐτὰρ ἐπεὶ δόλον αἰπὺν ἀμήχανον ἐξετέλεσσεν,",,
http://ns.inria.fr/zoomathia/Hesiod/works_and_days/1,Paragraph,69,,εἰς Ἐπιμηθέα πέμπε πατὴρ κλυτὸν Ἀργεϊφόντην,,
http://ns.inria.fr/zoomathia/Hesiod/works_and_days/1,Paragraph,70,,"δῶρον ἄγοντα, θεῶν ταχὺν ἄγγελον· οὐδʼ Ἐπιμηθεὺς",,
http://ns.inria.fr/zoomathia/Hesiod/works_and_days/1,Paragraph,71,,"ἐφράσαθʼ, ὥς οἱ ἔειπε Προμηθεὺς μή ποτε δῶρον",,
http://ns.inria.fr/zoomathia/Hesiod/works_and_days/1,Paragraph,72,,"δέξασθαι πὰρ Ζηνὸς Ὀλυμπίου, ἀλλʼ ἀποπέμπειν",,
http://ns.inria.fr/zoomathia/Hesiod/works_and_days/1,Paragraph,73,,"ἐξοπίσω, μή πού τι κακὸν θνητοῖσι γένηται.",,
http://ns.inria.fr/zoomathia/Hesiod/works_and_days/1,Paragraph,74,,"αὐτὰρ ὃ δεξάμενος, ὅτε δὴ κακὸν εἶχʼ, ἐνόησεν.",,
http://ns.inria.fr/zoomathia/Hesiod/works_and_days/1,Paragraph,75,,Πρὶν μὲν γὰρ ζώεσκον ἐπὶ χθονὶ φῦλʼ ἀνθρώπων,,
http://ns.inria.fr/zoomathia/Hesiod/works_and_days/1,Paragraph,76,,νόσφιν ἄτερ τε κακῶν καὶ ἄτερ χαλεποῖο πόνοιο,,
http://ns.inria.fr/zoomathia/Hesiod/works_and_days/1,Paragraph,77,,"νούσων τʼ ἀργαλέων, αἵ τʼ ἀνδράσι Κῆρας ἔδωκαν.",,
http://ns.inria.fr/zoomathia/Hesiod/works_and_days/1,Paragraph,78,,αἶψα γὰρ ἐν κακότητι βροτοὶ καταγηράσκουσιν.,,
http://ns.inria.fr/zoomathia/Hesiod/works_and_days/1,Paragraph,79,,ἀλλὰ γυνὴ χείρεσσι πίθου μέγα πῶμʼ ἀφελοῦσα,,
http://ns.inria.fr/zoomathia/Hesiod/works_and_days/1,Paragraph,80,,ἐσκέδασʼ· ἀνθρώποισι δʼ ἐμήσατο κήδεα λυγρά.,,
http://ns.inria.fr/zoomathia/Hesiod/works_and_days/1,Paragraph,81,,μούνη δʼ αὐτόθι Ἐλπὶς ἐν ἀρρήκτοισι δόμοισιν,,
http://ns.inria.fr/zoomathia/Hesiod/works_and_days/1,Paragraph,82,,"ἔνδον ἔμιμνε πίθου ὑπὸ χείλεσιν, οὐδὲ θύραζε",,
http://ns.inria.fr/zoomathia/Hesiod/works_and_days/1,Paragraph,83,,ἐξέπτη· πρόσθεν γὰρ ἐπέλλαβε πῶμα πίθοιο,,
http://ns.inria.fr/zoomathia/Hesiod/works_and_days/1,Paragraph,84,,αἰγιόχου βουλῇσι Διὸς νεφεληγερέταο.,,
http://ns.inria.fr/zoomathia/Hesiod/works_and_days/1,Paragraph,85,,ἄλλα δὲ μυρία λυγρὰ κατʼ ἀνθρώπους ἀλάληται·,,
http://ns.inria.fr/zoomathia/Hesiod/works_and_days/1,Paragraph,86,,"πλείη μὲν γὰρ γαῖα κακῶν, πλείη δὲ θάλασσα·",,
http://ns.inria.fr/zoomathia/Hesiod/works_and_days/1,Paragraph,87,,"νοῦσοι δʼ ἀνθρώποισιν ἐφʼ ἡμέρῃ, αἳ δʼ ἐπὶ νυκτὶ",,
http://ns.inria.fr/zoomathia/Hesiod/works_and_days/1,Paragraph,88,,αὐτόματοι φοιτῶσι κακὰ θνητοῖσι φέρουσαι,,
http://ns.inria.fr/zoomathia/Hesiod/works_and_days/1,Paragraph,89,,"σιγῇ, ἐπεὶ φωνὴν ἐξείλετο μητίετα Ζεύς.",,
http://ns.inria.fr/zoomathia/Hesiod/works_and_days/1,Paragraph,90,,οὕτως οὔτι πη ἔστι Διὸς νόον ἐξαλέασθαι.,,
http://ns.inria.fr/zoomathia/Hesiod/works_and_days/1,Paragraph,91,,"εἰ δʼ ἐθέλεις, ἕτερόν τοι ἐγὼ λόγον ἐκκορυφώσω",,
http://ns.inria.fr/zoomathia/Hesiod/works_and_days/1,Paragraph,92,,εὖ καὶ ἐπισταμένως· σὺ δʼ ἐνὶ φρεσὶ βάλλεο σῇσιν.,,
http://ns.inria.fr/zoomathia/Hesiod/works_and_days/1,Paragraph,93,,ὡς ὁμόθεν γεγάασι θεοὶ θνητοί τʼ ἄνθρωποι.,,
http://ns.inria.fr/zoomathia/Hesiod/works_and_days/1,Paragraph,94,,χρύσεον μὲν πρώτιστα γένος μερόπων ἀνθρώπων,,
http://ns.inria.fr/zoomathia/Hesiod/works_and_days/1,Paragraph,95,,ἀθάνατοι ποίησαν Ὀλύμπια δώματʼ ἔχοντες.,,
http://ns.inria.fr/zoomathia/Hesiod/works_and_days/1,Paragraph,96,,"οἳ μὲν ἐπὶ Κρόνου ἦσαν, ὅτʼ οὐρανῷ ἐμβασίλευεν·",,
http://ns.inria.fr/zoomathia/Hesiod/works_and_days/1,Paragraph,97,,ὥστε θεοὶ δʼ ἔζωον ἀκηδέα θυμὸν ἔχοντες,,
http://ns.inria.fr/zoomathia/Hesiod/works_and_days/1,Paragraph,98,,νόσφιν ἄτερ τε πόνων καὶ ὀιζύος· οὐδέ τι δειλὸν,,
http://ns.inria.fr/zoomathia/Hesiod/works_and_days/1,Paragraph,99,,"γῆρας ἐπῆν, αἰεὶ δὲ πόδας καὶ χεῖρας ὁμοῖοι",,
http://ns.inria.fr/zoomathia/Hesiod/works_and_days/1,Paragraph,100,,τέρποντʼ ἐν θαλίῃσι κακῶν ἔκτοσθεν ἁπάντων·,,
http://ns.inria.fr/zoomathia/Hesiod/works_and_days/1,Paragraph,101,,θνῇσκον δʼ ὥσθʼ ὕπνῳ δεδμημένοι· ἐσθλὰ δὲ πάντα,,
http://ns.inria.fr/zoomathia/Hesiod/works_and_days/1,Paragraph,102,,τοῖσιν ἔην· καρπὸν δʼ ἔφερε ζείδωρος ἄρουρα,,
http://ns.inria.fr/zoomathia/Hesiod/works_and_days/1,Paragraph,103,,αὐτομάτη πολλόν τε καὶ ἄφθονον· οἳ δʼ ἐθελημοὶ,,
http://ns.inria.fr/zoomathia/Hesiod/works_and_days/1,Paragraph,104,,ἥσυχοι ἔργʼ ἐνέμοντο σὺν ἐσθλοῖσιν πολέεσσιν.,,
http://ns.inria.fr/zoomathia/Hesiod/works_and_days/1,Paragraph,105,,"ἀφνειοὶ μήλοισι, φίλοι μακάρεσσι θεοῖσιν.",,
http://ns.inria.fr/zoomathia/Hesiod/works_and_days/1,Paragraph,106,,"αὐτὰρ ἐπεὶ δὴ τοῦτο γένος κατὰ γαῖʼ ἐκάλυψε,—",,
http://ns.inria.fr/zoomathia/Hesiod/works_and_days/1,Paragraph,107,,τοὶ μὲν δαίμονες ἁγνοὶ ἐπιχθόνιοι καλέονται,,
http://ns.inria.fr/zoomathia/Hesiod/works_and_days/1,Paragraph,108,,"ἐσθλοί, ἀλεξίκακοι, φύλακες θνητῶν ἀνθρώπων,",,
http://ns.inria.fr/zoomathia/Hesiod/works_and_days/1,Paragraph,109,,οἵ ῥα φυλάσσουσίν τε δίκας καὶ σχέτλια ἔργα,,
http://ns.inria.fr/zoomathia/Hesiod/works_and_days/1,Paragraph,110,,"ἠέρα ἑσσάμενοι πάντη φοιτῶντες ἐπʼ αἶαν,",,
http://ns.inria.fr/zoomathia/Hesiod/works_and_days/1,Paragraph,111,,"πλουτοδόται· καὶ τοῦτο γέρας βασιλήιον ἔσχον—,",,
http://ns.inria.fr/zoomathia/Hesiod/works_and_days/1,Paragraph,112,,δεύτερον αὖτε γένος πολὺ χειρότερον μετόπισθεν,,
http://ns.inria.fr/zoomathia/Hesiod/works_and_days/1,Paragraph,113,,"ἀργύρεον ποίησαν Ὀλύμπια δώματʼ ἔχοντες,",,
http://ns.inria.fr/zoomathia/Hesiod/works_and_days/1,Paragraph,114,,χρυσέῳ οὔτε φυὴν ἐναλίγκιον οὔτε νόημα.,,
http://ns.inria.fr/zoomathia/Hesiod/works_and_days/1,Paragraph,115,,ἀλλʼ ἑκατὸν μὲν παῖς ἔτεα παρὰ μητέρι κεδνῇ,,
http://ns.inria.fr/zoomathia/Hesiod/works_and_days/1,Paragraph,116,,"ἐτρέφετʼ ἀτάλλων, μέγα νήπιος, ᾧ ἐνὶ οἴκῳ.",,
http://ns.inria.fr/zoomathia/Hesiod/works_and_days/1,Paragraph,117,,"ἀλλʼ ὅτʼ ἄρʼ ἡβήσαι τε καὶ ἥβης μέτρον ἵκοιτο,",,
http://ns.inria.fr/zoomathia/Hesiod/works_and_days/1,Paragraph,118,,"παυρίδιον ζώεσκον ἐπὶ χρόνον, ἄλγεʼ ἔχοντες",,
http://ns.inria.fr/zoomathia/Hesiod/works_and_days/1,Paragraph,119,,ἀφραδίῃς· ὕβριν γὰρ ἀτάσθαλον οὐκ ἐδύναντο,,
http://ns.inria.fr/zoomathia/Hesiod/works_and_days/1,Paragraph,120,,"ἀλλήλων ἀπέχειν, οὐδʼ ἀθανάτους θεραπεύειν",,
http://ns.inria.fr/zoomathia/Hesiod/works_and_days/1,Paragraph,121,,"ἤθελον οὐδʼ ἔρδειν μακάρων ἱεροῖς ἐπὶ βωμοῖς,",,
http://ns.inria.fr/zoomathia/Hesiod/works_and_days/1,Paragraph,122,,ἣ θέμις ἀνθρώποις κατὰ ἤθεα. τοὺς μὲν ἔπειτα,,
http://ns.inria.fr/zoomathia/Hesiod/works_and_days/1,Paragraph,123,,"Ζεὺς Κρονίδης ἔκρυψε χολούμενος, οὕνεκα τιμὰς",,
http://ns.inria.fr/zoomathia/Hesiod/works_and_days/1,Paragraph,124,,"οὐκ ἔδιδον μακάρεσσι θεοῖς, οἳ Ὄλυμπον ἔχουσιν.",,
http://ns.inria.fr/zoomathia/Hesiod/works_and_days/1,Paragraph,125,,"αὐτὰρ ἐπεὶ καὶ τοῦτο γένος κατὰ γαῖʼ ἐκάλυψε,—",,
http://ns.inria.fr/zoomathia/Hesiod/works_and_days/1,Paragraph,126,,"τοὶ μὲν ὑποχθόνιοι μάκαρες θνητοῖς καλέονται,",,
http://ns.inria.fr/zoomathia/Hesiod/works_and_days/1,Paragraph,127,,"δεύτεροι, ἀλλʼ ἔμπης τιμὴ καὶ τοῖσιν ὀπηδεῖ—,",,
http://ns.inria.fr/zoomathia/Hesiod/works_and_days/1,Paragraph,128,,Ζεὺς δὲ πατὴρ τρίτον ἄλλο γένος μερόπων ἀνθρώπων,,
http://ns.inria.fr/zoomathia/Hesiod/works_and_days/1,Paragraph,129,,"χάλκειον ποίησʼ, οὐκ ἀργυρέῳ οὐδὲν ὁμοῖον,",,
http://ns.inria.fr/zoomathia/Hesiod/works_and_days/1,Paragraph,130,,"ἐκ μελιᾶν, δεινόν τε καὶ ὄβριμον· οἷσιν Ἄρηος",,
http://ns.inria.fr/zoomathia/Hesiod/works_and_days/1,Paragraph,131,,ἔργʼ ἔμελεν στονόεντα καὶ ὕβριες· οὐδέ τι σῖτον,,
http://ns.inria.fr/zoomathia/Hesiod/works_and_days/1,Paragraph,132,,"ἤσθιον, ἀλλʼ ἀδάμαντος ἔχον κρατερόφρονα θυμόν,",,
http://ns.inria.fr/zoomathia/Hesiod/works_and_days/1,Paragraph,133,,ἄπλαστοι· μεγάλη δὲ βίη καὶ χεῖρες ἄαπτοι,,
http://ns.inria.fr/zoomathia/Hesiod/works_and_days/1,Paragraph,134,,ἐξ ὤμων ἐπέφυκον ἐπὶ στιβαροῖσι μέλεσσιν.,,
http://ns.inria.fr/zoomathia/Hesiod/works_and_days/1,Paragraph,135,,"ὧν δʼ ἦν χάλκεα μὲν τεύχεα, χάλκεοι δέ τε οἶκοι",,
http://ns.inria.fr/zoomathia/Hesiod/works_and_days/1,Paragraph,136,,χαλκῷ δʼ εἰργάζοντο· μέλας δʼ οὐκ ἔσκε σίδηρος.,,
http://ns.inria.fr/zoomathia/Hesiod/works_and_days/1,Paragraph,137,,καὶ τοὶ μὲν χείρεσσιν ὕπο σφετέρῃσι δαμέντες,,
http://ns.inria.fr/zoomathia/Hesiod/works_and_days/1,Paragraph,138,,βῆσαν ἐς εὐρώεντα δόμον κρυεροῦ Αίδαο,,
http://ns.inria.fr/zoomathia/Hesiod/works_and_days/1,Paragraph,139,,νώνυμνοι· θάνατος δὲ καὶ ἐκπάγλους περ ἐόντας,,
http://ns.inria.fr/zoomathia/Hesiod/works_and_days/1,Paragraph,140,,"εἷλε μέλας, λαμπρὸν δʼ ἔλιπον φάος ἠελίοιο.",,
http://ns.inria.fr/zoomathia/Hesiod/works_and_days/1,Paragraph,141,,"αὐτὰρ ἐπεὶ καὶ τοῦτο γένος κατὰ γαῖʼ ἐκάλυψεν,",,
http://ns.inria.fr/zoomathia/Hesiod/works_and_days/1,Paragraph,142,,αὖτις ἔτʼ ἄλλο τέταρτον ἐπὶ χθονὶ πουλυβοτείρῃ,,
http://ns.inria.fr/zoomathia/Hesiod/works_and_days/1,Paragraph,143,,"Ζεὺς Κρονίδης ποίησε, δικαιότερον καὶ ἄρειον,",,
http://ns.inria.fr/zoomathia/Hesiod/works_and_days/1,Paragraph,144,,"ἀνδρῶν ἡρώων θεῖον γένος, οἳ καλέονται",,
http://ns.inria.fr/zoomathia/Hesiod/works_and_days/1,Paragraph,145,,"ἡμίθεοι, προτέρη γενεὴ κατʼ ἀπείρονα γαῖαν.",,
http://ns.inria.fr/zoomathia/Hesiod/works_and_days/1,Paragraph,146,,"καὶ τοὺς μὲν πόλεμός τε κακὸς καὶ φύλοπις αἰνή,",,
http://ns.inria.fr/zoomathia/Hesiod/works_and_days/1,Paragraph,147,,"τοὺς μὲν ὑφʼ ἑπταπύλῳ Θήβῃ, Καδμηίδι γαίῃ,",,
http://ns.inria.fr/zoomathia/Hesiod/works_and_days/1,Paragraph,148,,"ὤλεσε μαρναμένους μήλων ἕνεκʼ Οἰδιπόδαο,",,
http://ns.inria.fr/zoomathia/Hesiod/works_and_days/1,Paragraph,149,,τοὺς δὲ καὶ ἐν νήεσσιν ὑπὲρ μέγα λαῖτμα θαλάσσης,,
http://ns.inria.fr/zoomathia/Hesiod/works_and_days/1,Paragraph,150,,ἐς Τροίην ἀγαγὼν Ἑλένης ἕνεκʼ ἠυκόμοιο.,,
http://ns.inria.fr/zoomathia/Hesiod/works_and_days/1,Paragraph,151,,"ἔνθʼ ἤτοι τοὺς μὲν θανάτου τέλος ἀμφεκάλυψε,",,
http://ns.inria.fr/zoomathia/Hesiod/works_and_days/1,Paragraph,152,,τοῖς δὲ δίχʼ ἀνθρώπων βίοτον καὶ ἤθεʼ ὀπάσσας,,
http://ns.inria.fr/zoomathia/Hesiod/works_and_days/1,Paragraph,153,,Ζεὺς Κρονίδης κατένασσε πατὴρ ἐς πείρατα γαίης.,,
http://ns.inria.fr/zoomathia/Hesiod/works_and_days/1,Paragraph,154,,καὶ τοὶ μὲν ναίουσιν ἀκηδέα θυμὸν ἔχοντες,,
http://ns.inria.fr/zoomathia/Hesiod/works_and_days/1,Paragraph,155,,"ἐν μακάρων νήσοισι παρʼ Ὠκεανὸν βαθυδίνην,",,
http://ns.inria.fr/zoomathia/Hesiod/works_and_days/1,Paragraph,156,,"ὄλβιοι ἥρωες, τοῖσιν μελιηδέα καρπὸν",,
http://ns.inria.fr/zoomathia/Hesiod/works_and_days/1,Paragraph,157,,τρὶς ἔτεος θάλλοντα φέρει ζείδωρος ἄρουρα.,,
http://ns.inria.fr/zoomathia/Hesiod/works_and_days/1,Paragraph,158,,τηλοῦ ἀπʼ ἀθανάτων· τοῖσιν Κρόνος ἐμβασιλεύει.,,
http://ns.inria.fr/zoomathia/Hesiod/works_and_days/1,Paragraph,159,,τοῦ γὰρ δεσμὸν ἔλυσε πατὴρ ἀνδρῶν τε θεῶν τε.,,
