work_title,author,date,div_id,booktitle,div2_id,title_chapter,index_paragraph,latin_text
Desomniis(lib.i‑ii),PhiloJudaeus,2014,book_1,,chapter_11,,1,"ἀνθεῖ γὰρ ἡ ψυχὴ πρὸς ἐπιστημην,
        

        ὁπότε αἱ του σώματος ἀκμαὶ χρόνου μήκει μαραίνονται. πρὶν
οὖν ἡβῆσαι καὶ ἐννεάσαι τῇ τῶν πραγμάτων ἀκριβεστέρᾳ καταλήψει,
χαλεπὸν ὑποσκελισθῆναι. τὸ δὲ πάθος τοῦτο κοινὸν ἁπάντων ἐστὶ τῶν
φιλομαθῶν, οἷς νέα ἐπὶ παλαιοῖς ἀνίσχει καὶ ἀναλάμπει θεωρήματα,
πολλὰ μὲν καὶ τῆς ψυχῆς, ὁπότε μὴ στεῖρα καὶ ἄγονος εἴη, τικτούσης,
        

        πολλὰ δὲ καὶ τῆς φύσεως ἀτεκμάρτως ἐκ ταὐτομάτου προφαινούσης τοῖς
διάνοιαν ὀξυδορκοῦσι. τὸ μὲν οὖν ἐπιστήμης φρέαρ ὅρον καὶ τελευτὴν
οὐκ ἔχον τοιοῦτον ἀπεδείχθη."
Desomniis(lib.i‑ii),PhiloJudaeus,2014,book_1,,chapter_12,,1,"διὰ τί δὲ ὅρκος ὠνομάσθη (Gen. 26,33), λεκτέον· τὰ ἐνδοιαζόμενα τῶν πραγμάτων ὅρκῳ διακρίνεται καὶ τὰ ἀβέβαια
βεβαιοῦται καὶ τὰ ἄπιστα λαμβάνει πίστιν· ἐξ ὧν ἐκεῖνο συνάγεται,
        

        ὅτι περὶ οὐδενὸς ἄν τις οὕτως βεβαιώσαιτο, ὡς περὶ τοῦ τὸ σοφίας γένος
ἀπερίγραφον καὶ ἀτελεύτητον εἶναι."
Desomniis(lib.i‑ii),PhiloJudaeus,2014,book_1,,chapter_13,,1,"καλὸν μὲν οὗν καὶ ἀνωμότῳ διεξιόντι περὶ τούτων συνεπιγράφεσθαι· ὁ δὲ μὴ λίαν εἰς συναίνεσιν εὐχερὴς
ἐνωμότῳ γενομένῳ συναινείτω. μηδεὶς δὲ ὀμνύναι τὸν τοιοῦτον ὅρκον
        
         1 ὁ MAP2: om. ceteri ὀρύττων αὐτήν HP διὸ MA: ὃν ceteri
2 τινα MA: om. ceteri 3 δι’] δ’ F1 ἀνανδρείαν P διὰ om. Α
post νῦν add. ἔχων AP2 4 εἰς αὐτὴν MAP2: ἐπ’ αὐτὰ G2, ἐπ’ αὐτὴ H(P1),
ὑπ’ αὐτὴ F(G1?) εἰσιόντα MAP εἰσ in ras. P2): ἱερεῖ ὄντα G1, ἀνιερεῖον ὄντα G2,
ἐρεῖ ὄντα F; ἐρ, ras. 1 litt., ὄντα H (supra ρ scr. εῖν H2) πάνυ κατέξεισιν Α
πρὸς] κατ’ Α 5 αἱ] καὶ MA αἱ ἀκμαὶ M 7 ante χαλεπὸν add.
οὐ Α κοινῶν G 9 πολλοὺς N 11 διάνοιαν MAG: τὴν διάνοιαν FHPN
12 ὅρκος scripsi (cf. § 14. 24. 40): ὅρκου codd. 14 βεβαιοῦνται AHP
15 οὕτω Α 16 καλὸν MAP2: μᾶλλον ceteri N ἀνομότω Α, ἀνωτάτω
G, ἀνομωτάτω F 17 λίαν MAP2: δεῖν G, δὲ FN, δ’ HP1 συναίνεσιν
Maug.: σύνεσιν codd. N 18 ἐνομότω AF, ἐνομώτω G γινομένω N
συναινείτω MP2: συναινεῖτο Α, συναινεῖ ceteri Ν
        

         2 cf. Aristo apud Stob. IV 202 Mein.: πολλοὶ σοφοὶ γηραιοὶ φιλοζωοῦσι . . . . . . . ὀψὲ ἀρετῆς
ἐπήβολοι γενόμενοι ἐφίενται αὐτὴν ἐκθρέψαι. 4. 5 DP fol. 105 Εὐαγρίου DV p. 404
Floril. Par. (inter sententias Euagrii No. 8) Max. Ecl. cap. 41 Εὐαγρίου (praecedit in
DV Euagrii sententia, sed Φίλωνος in margine adnotatum est): ἀνθεῖ πρὸς ἐπιστήμην
ψυχή, ὁπότε αἱ αἱ om. D) τοῦ σώματος ἀκμαὶ χρόνου χρόνου om. D) μήκει μαραίνονται.
cf. Elter, Gnomica I p. IL 4—280,1 N fol. 150r:
sequuntur: λέγει δὲ καὶ ὁ Πλάτων ὅτι ἡ τῆς διανοίας ὄψις ἄρχεται ὀξὺ βλέπειν, ὅταν ἡ
τῶν ὀμμάτων τῆς ἀκμὴς λήγειν ἐπιχειρῇ.
        


        ἀναδυέσθω σαφῶς εἰδώς, ὅτι ἐν εὐόρκων γραφήσεται στήλαις."
Desomniis(lib.i‑ii),PhiloJudaeus,2014,book_1,,chapter_14,,1,"ἅλις μὲν δὴ τούτων. ἑπόμενον δ’ ἄν εἴη σκέψασθαι, διὰ τί τεττάρων
ὀρυττομένων φρεάτων ὑπὸ τῶν ἀμφὶ τὸν Ἀβραὰμ καὶ Ἰσαὰκ (Gen. 21
 25. 26,19—23) τὸ τέταρτον καὶ τελευταῖον „ὅρκος“ προσερρήθη."
Desomniis(lib.i‑ii),PhiloJudaeus,2014,book_1,,chapter_15,,1,"μήποτ’
οὖν δι’ ὑπονοιῶν ἐκεῖνο βούλεται παραστῆσαι, ὅτι κἀν τῷ παντὶ τεττάρων
        

        ὄντων, ἐξ ὧν συνέστηκεν ὅδε 6 κόσμος, καὶ ἐν ἡμῖν αὐτοῖς ἰσαρίθμων,
ἐξ ὧν διαπλασθέντες εἰς ἀνθρωπόμορφον εἶδος ἐτυπώθημεν, τὰ μὲν [οὗν]
τρία πέφυκεν ἀμηγέπῃ καταλαμβάνεσθαι, τὸ δὲ τέταρτον ἀκατάληπτον
 πάσι τοῖς κριταῖς ἐστιν."
Desomniis(lib.i‑ii),PhiloJudaeus,2014,book_1,,chapter_16,,1,"ἐν μὲν οὖν τῷ κόσμῳ γῆν καὶ ὕδωρ καὶ ἀέρα
καὶ οὐρανὸν τέτταρα τὰ πάντα εἶναι συμβέβηκεν· ὧν τὰ μὲν ἄλλα κἄν
        

        δυσευρέτου, ἀλλ’ οὐκ εἰσάπαν ἀνευρέτου μοίρας ἠξίωται."
Desomniis(lib.i‑ii),PhiloJudaeus,2014,book_1,,chapter_17,,1,"καὶ γὰρ γῆν,
ὅτι ἐστὶ σῶμα βαρὺ καὶ ἀδιάλυτον καὶ στερέμνιον καὶ τεμνόμενον εἰς ὄρη
καὶ πεδιάδας χώρας καὶ ποταμοῖς καὶ θαλάττῃ διαιρούμενον, ὡς τὰ μὲν
νησιάζειν, τὰ δὲ ἠπειροῦσθαι, καὶ ὅτι τὸ μὲν αὐτῆς λεπτόγεων, τὸ δὲ
βαθύγειον, καὶ τὸ μὲν τραχὺ καὶ στρυφνὸν καὶ λιθῶδες καὶ εἰσάπαν
        

        ἄγονον, τὸ δὲ λεῖον καὶ μαλακὸν καὶ γονιμώτατον,
        

        καὶ μυρία πρὸς 
 τούτοις ἕτερα καταλαμβάνομεν·"
Desomniis(lib.i‑ii),PhiloJudaeus,2014,book_1,,chapter_18,,1,"καὶ πάλιν ὕδωρ ὅτι πολλά τε τῶν εἰρημένων
ἔχει κοινὰ πρὸς γῆν καὶ ἐξαίρετα ἕτερα· τὸ μὲν γὰρ αὐτοῦ γλυκύ,
τὸ δ’ ἁλμυρόν, τὸ δ’ ἄλλαις διακεκριμένον ἰδέαις· καὶ τὸ μὲν πότιμον,
τὸ δ’ οὐ πότιμον—καὶ ἑκάτερον οὐ πᾶσιν, ἀλλ’ οἷς θάτερον, οὐ τὸ
        

        ἕτερον, καὶ οἷς μὴ θάτερον, πάντως τὸ ἕτερον —, καὶ τὸ μὲν
 ψυχρόν, τὸ δὲ φύσει θερμόν —"
Desomniis(lib.i‑ii),PhiloJudaeus,2014,book_1,,chapter_19,,1,"εἰσὶ γὰρ μυρίαι πολλαχόθι πηγαὶ ζέον
ὕδωρ ἐκδιδοῦσαι, οὐ κατὰ γῆν μόνον ἀλλὰ καὶ κατὰ θάλατταν· ἤδη γοῦν
ἐφάνησαν φλέβες ἀνομβροῦσαι ζέον ὕδωρ ἐν μέσοις πελάγεσιν, ἃς ἡ
        
         1 ἐν εὐόρκων MA: ὁ εὐορκῶν ceteri, εὐορκῶν N 2 τεσσάρων GFHP
3 τῶν] τὸν Α 4 ὅρκου MA προσερρήθη MA: προσηγορεύθη ceteri
4. 5 μήποτε δι’ FHP 5 κἀν τῷ] αὐτῶ̣ Turn. τεσσάρων MA 6 συνέστηκεν
FH post αὐτοῖς ras. 3 litt. G 7 μὲν οὗν GFHP οὖν seclusi): om. MA
8 πέφυκε GFHP ἀμηγέπη MAP2: om. ceteri 10 τὰ πάντα εἶναι MA:
ταῦτα εἶναι G, εἶναι ταῦτα FHP 10. 11 κἄν δυσευρέτου MA: εἰ καὶ δυσεύρετα
ceteri 12 στερέμνιον GFHP: κάτω νεῦον τὲ MA 14 λεπτόγεων MAF:
λεπτόγεον G, λεπτόγειον HP 14—16 τὸ δὲ βαθύγειον—ἄγονον om.
15 βαθύγεων Α βραχὺ L στρυφνὸν FH2: στριφνόν ceteri 17 τε MA: om.
ceteri 19 δ’ ἄλλαις MA, in ras. P2: δὲ ὑλῶδες ἐστὶ G, δὲ βλακώδεσι F, δὲ βλυχῶδες
ἐστί H (sed υχ, εσ, ε, τ scr. H2) διακεκριμένον GFHP: διακεκραμένον
Α, διακεκραμμένον M 20 ἑκάτερον] θάτερον MA 20. 21 οὐ τό ἕτερον HP:
οὗ οὐ τὸ ἕτερον F, οὐθέτερον MA, om. G 22 πολλαχόθι Α: πολλαχόθεν ceteri
23 μόνον om. Turn. post alt. κατὰ add. τὴν HL, sed H rursus del.
θάλασσαν GFHP 24 ζέον ὕδωρ MAP2: om. ceteri
        


        τοσαύτη τῶν ἐν κύκλῳ πελαγῶν ἀνάχυσις ἐξ αἰῶνος ἐπικλύζουσα οὐκ
ἰσχυσε σβέσαι, ἀλλ’ οὐδ’ ἐπὶ ποσὸν ἀνεῖναι —·"
Desomniis(lib.i‑ii),PhiloJudaeus,2014,book_1,,chapter_20,,1,"καὶ πάλιν ὅτι ὁ ἀὴρ ν ἔχει φύσιν εἴκουσαν ἀντικεριιστάμενος τοῖς σώμασιν, ὄργανον ὢν ζωῆς,
ἀναπνοῆς, ὁράσεως, ἀκοῆς, τῶν ἄλλων αἰσθήσεων, πυκνότητας καὶ μανότητας
        

        κινήσεις τε καὶ ἠρεμίας ἐνδεχόμενος, τροπὰς καὶ μεταβολὰς παντοίας
τρεπ·όμενός τε καὶ μεταβάλλων, χειμῶνας καὶ θέρη γεννῶν καὶ τὰς μετοπωρινὰς
καὶ ἐαρινὰς ὥρας, ἐξ ὧν ὁ ἐνιαυτοῦ κύκλος πέφυκε περατοῦσθαι."
Desomniis(lib.i‑ii),PhiloJudaeus,2014,book_1,,chapter_21,,1,"τούτων μὲν δὴ πάντων αἰσθανόμεθα, ὁ δ’ οὐρανὸς ἀκατάληπτον ἔχει τὴν φύσιν, οὐδὲν ἑαυτοῦ σαφὲς γνώρισμα πρὸς ἡμᾶς ἀποστείλας.
        

        τί γὰρ ἂν εἴποιμεν; ὅτι πεπηγώς ἐστι κρύσταλλος, ὡς ἠξίωσάν τινες;
ἢ ὅτι πῦρ τὸ καθαρώτατον; ἢ ὅτι πέμπτον κυκλοφορικὸν σῶμα. μηδενὸς
τῶν τεττάρων στοιχείων μετέχον; τί δ᾿; ἡ ἀπλανὴς καὶ ἐξωτάτω σφαῖρα
πρὸς τὸ ἄνω βάθος ἔχει ἢ αὐτὸ μόνον ἐστὶν ἐπιφάνεια βάθους ἐρήμη,
τοῖς ἐπιπέδοις σχήμασιν ἐοικυῖα; τί δ’;"
Desomniis(lib.i‑ii),PhiloJudaeus,2014,book_1,,chapter_22,,1,"οἱ ἀστέρες πότερον γῆς εἰσιν
        

        ὄγκοι πυρὸς πλήρεις — ἄγκεα γὰρ καὶ νάπας καὶ μύδρους διαπύρους
εἶπον αὐτοὺς εἶναί τινες, αὐτοὶ δεσμωτηρίου καὶ μύλωνος, ἐν οἷς τὰ
τοιαῦτά ἐστιν ἐπὶ τιμωρίᾳ τῶν ἀσεβῶν, ὄντες ἐπάξιοι — ἢ συνεχὴς καί,
ὡς εἶπέ τις, πυκνὴ ἁρμονία, πιλήματα ἀδιάλυτα αἰθέρος; ἔμψυχοι δὲ
καὶ νοεροὶ ἢ νοῦ καὶ ψυχῆς ἀμέτοχοι; προαιρετικὰς δὲ ἢ κατηναγκασμένας
        

        αὐτὸ μόνον κινήσεις ἔχοντες; τί δέ;"
