work_title,author,editor,date,bookid,booktitle,index_paragraph,latin_text,italian_text,english_text
Acut.sp.,Hippocrates,A.Littre,"June1,2005",1,1.,11,"τῷ τοιούτῳ ἢν μὴ αἷμα ἐκ Ῥινῶν Ῥυῇ, ἢ ἀπόστημα περὶ τράχηλον γένηται, ἢ σκελέων
					ἄλγημα, καὶ πτύσματα παχέα πτύσῃ?̔ταῦτα δὲ ξυστάσης τῆς κοιλίης γίγνεται, ἢ
					ἰσχίου ὀδύνη, ἢ αἰδοίου πελίωμἀ, οὐ κρίνεται· καὶ ὄρχις ἐνταθεὶς κριτικόν.","a quello, se non c'è sangue dalla vagina, o si verifica un ascesso attorno al collo o alle ossa
dolore e sputare vomito denso?
Il dolore ai lombi o la peliosi della vulva non vengono giudicati.","to that one, if there is no blood from the vagina, or an abscess occurs around the neck, or bones
pain, and spitting up thick vomit?
Pain in the loins, or peliosis of the vulva, is not judged."
Acut.sp.,Hippocrates,A.Littre,"June1,2005",1,1.,12,Ῥοφήματα ἐπισπαστικὰ δίδου.,Ῥophymata epispatial didu.,Ῥophymata epispatial didu.
Acut.sp.,Hippocrates,A.Littre,"June1,2005",2,2.,1,"καῦσος γίγνεται, ὁκόταν ἀναξηρανθέντα τὰ φλέβια ἐν θερινῇ ὥρῃ ἐπισπάσηται δριμέας
					καὶ χολώδεας ἰχῶρας ἐς ἑωυτά· καὶ πυρετὸς πολὺς ἴσχει, τό τε σῶμα ὡς ὑπὸ κόπου
					ἐχόμενον κοπιᾷ καὶ ἀλγέει.","si verifica un bruciore di stomaco, le vene vengono tagliate in estate, c'è una grave ricaduta
e si sente un ileo biliare, e una febbre molto forte, il corpo come in travaglio
È stanco e dolorante.","a heartburn occurs, the veins are cut open in the summer, there is a severe relapse
and a bilious ileus is heard; and a very strong fever, the body as if under labor
He is tired and aching."
Acut.sp.,Hippocrates,A.Littre,"June1,2005",2,2.,2,"γίγνεται δὲ ὡς ἐπιτοπουλὺ καὶ ἐκ πορείης μακρῆς καὶ δίψεος μακροῦ, ὁκόταν
					ἀναξηρανθέντα τὰ φλέβια δριμέα καὶ θερμὰ Ῥεύματα ἐπισπάσηται.","ma diventa come un uccello e, dopo un viaggio lungo e bilaterale, viene colpito
quando le vene sono secche si ripresentano vampate gravi e di calore.","but he becomes like a bird, and from a long and two-sided long journey, he was shot
when the veins are dry, severe and hot flushes recur."
Acut.sp.,Hippocrates,A.Littre,"June1,2005",2,2.,3,"γίγνεται δὲ ἡ γλῶσσα τρηχείη καὶ ξηρὴ καὶ μέλαινα κάρτα· καὶ τὰ περὶ τὴν νηδὺν
					δακνόμενος ἀλγέει· τά τε ὑποχωρήματα ἔξυγρα καὶ ὠχρὰ γίγνεται, καὶ δίψαι σφοδραὶ
					ἔνεισι, καὶ ἀγρυπνίη, ἐνίοτε δὲ καὶ","e la lingua diventa secca e secca e un cartoncino nero;
morde, soffre, le sue viscere diventano magre e pallide ed ha molta sete
sonnolenza e veglia, e talvolta","and the tongue becomes dry and dry and a black card;
biting, he is in pain; his bowels become thin and pale, and he is very thirsty
sleepiness, and wakefulness, and sometimes"
Acut.sp.,Hippocrates,A.Littre,"June1,2005",2,2.,4,παραλλάξιες φρενῶν.,freni di parallasse.,parallax brakes.
Acut.sp.,Hippocrates,A.Littre,"June1,2005",2,2.,5,"τῷ τοιῷδε δίδου πίνειν ὕδωρ τε καὶ μελίκρητον ἑφθὸν ὑδαρὲς ὁκόσον ἐθέλει· κἂν
					πικρὸν τὸ στόμα γίγνηται, ἐμέειν ξυμφέρει, καὶ τὴν κοιλίην ὑποκλύσαι· ἢν δὲ μὴ
					πρὸς ταῦτα λύηται, γάλα ὄνου ἑψήσας κάθαιρε.","beva acqua e acqua dolce sette volte quanto vuole;
la bocca diventa amara, sono indignato, e il ventre è domato; ma se no
a questo è risolto, hai bevuto il latte del diavolo, tu pulito.","let him drink water and sweet water seven times as much as he likes;
the mouth becomes bitter, I am indignant, and the belly is subdued; but if not
to this it is resolved, you have drunk devil's milk, you clean one."
Acut.sp.,Hippocrates,A.Littre,"June1,2005",2,2.,6,"ἁλμυρὸν δὲ μηδὲν μηδὲ δριμὺ προσφέρειν, οὐ γὰρ ὑποίσει· Ῥοφήματα δὲ, ἕως ἂν ἔξω
					τῶν κρισίμων γένηται, μὴ δίδου.","ma non offrono né salato né amaro, perché non mancherà; ma beve, finché
i giudizi si fanno, non due.","but they offer neither salty nor bitter, for it will not fail; but drinks, until
judgments are made, not two."
Acut.sp.,Hippocrates,A.Littre,"June1,2005",2,2.,7,"κἢν αἷμα ἐκ τῶν Ῥινῶν Ῥυῇ, λύεται τὸ πάθος, κἢν ἱδρῶτες ἐπιγένωνται κριτικοὶ
					γνήσιοι μετʼ οὔρων λευκῶν. παχέων καὶ λείων ὑφισταμένων, κἢν ἀπόστημά που
					γένηται· ἢν δʼ ἄνευ τούτων λυθῇ, ὑποστροφὴ πάλιν ἔσται τῆς ἀῤῬωστίης, ἢ ἰσχίων
					ἢ σκελέων ἄλγημα ξυμβήσεται, καὶ πτύσεται παχέα, ἢν μέλλῃ ὑγιὴς ἔσεσθαι.","Quando il sangue esce dal Ῥyῇn Ῥυῇ, la passione si scioglie, quando si fanno sudati critici
genuino con i capelli bianchi. presente denso e liscio, ascesso dove
nasce; se non si risolve senza di questi, è ancora il contrario dell'AῤῬostia, o degli antichi
oppure il dolore di uno scheletro viene lavato via, e cade fitto, se torna sano, riposa.","When blood from the Ῥyῇn Ῥυῇ, the passion is dissolved, when sweaty critics are made
genuine with white hair. thick and smooth present, abscess where
it is born; if it is not resolved without these, it is again the reverse of the AῤῬostia, or of the ancients
or a skeleon's grief is washed away, and it falls thickly, if it comes healthy, it rests."
Acut.sp.,Hippocrates,A.Littre,"June1,2005",2,2.,8,καύσου γένος ἄλλο.,bruciarne un tipo diverso.,burn a different kind.
Acut.sp.,Hippocrates,A.Littre,"June1,2005",2,2.,9,"κοιλίη ὑπάγουσα, δίψης μεστὴ, γλῶσσα τρηχείη, ξηρὴ, ἁλυκώδης·","Ventre pieno, assetato e pieno, lingua secca, secca, salata;","Belly full, thirsty and full, tongue dry, dry, salty;"
Acut.sp.,Hippocrates,A.Littre,"June1,2005",2,2.,10,οὔρων ἀπόληψις· ἀγρυπνίη· ἀκρωτήρια ἐψυγμένα.,"perdita di urina, veglia, estremità fredde.",loss of urine; wakefulness; extremities cold.
Acut.sp.,Hippocrates,A.Littre,"June1,2005",2,2.,11,"τῷ τοιούτῳ ἢν μὴ αἷμα ἐκ Ῥινῶν Ῥυῇ, ἢ ἀπόστημα περὶ τράχηλον γένηται, ἢ σκελέων
					ἄλγημα, καὶ πτύσματα παχέα πτύσῃ?̔ταῦτα δὲ ξυστάσης τῆς κοιλίης γίγνεται, ἢ
					ἰσχίου ὀδύνη, ἢ αἰδοίου πελίωμἀ, οὐ κρίνεται· καὶ ὄρχις ἐνταθεὶς κριτικόν.","a quello, se non c'è sangue dalla vagina, o si verifica un ascesso attorno al collo o alle ossa
dolore e sputare vomito denso?
Il dolore ai lombi o la peliosi della vulva non vengono giudicati.","to that one, if there is no blood from the vagina, or an abscess occurs around the neck, or bones
pain, and spitting up thick vomit?
Pain in the loins, or peliosis of the vulva, is not judged."
Acut.sp.,Hippocrates,A.Littre,"June1,2005",2,2.,12,Ῥοφήματα ἐπισπαστικὰ δίδου.,Ῥophymata epispatial didu.,Ῥophymata epispatial didu.
Acut.sp.,Hippocrates,A.Littre,"June1,2005",2,2.,1,"τὰ δʼ ὀξέα πάθεα, φλεβοτομήσεις, ἢν ἰσχυρὸν φαίνηται τὸ νούσημα, καὶ οἱ ἔχοντες
					ἀκμάζωσι τῇ ἡλικίῃ, καὶ Ῥώμη παρῇ αὐτέοισιν.","le due passioni acute, il salasso, se la voglia sembra forte, e chi ne ha
prosperità dei tempi, e Roma a loro.","the two acute passions, phlebotomy, if the urge seems strong, and those who have
prosperity of age, and Rome to them."
Acut.sp.,Hippocrates,A.Littre,"June1,2005",2,2.,2,"ἢν μὲν οὖν σύναγχος ᾖ, ἐκλεικτοῖσιν ἀνακάθαιρε, εἴτʼ ἄλλο τι τῶν πλευριτικῶν· ἢν
					δὲ ἀσθενέστεροι φαίνωνται, ἢ καὶ πλείω τοῦ αἵματος ἀφέλῃς, κλυσμῷ κατὰ τὴν
					κοιλίην χρέεσθαι διὰ τρίτης ἡμέρης, ἕως ἂν ἐν ἀσφαλείῃ γένοιτο ὁ νοσέων, καὶ
					λιμῷ, εἰ χρῄζοι.","ἅ ὅ ὖὖ συναγχος ᾖ, eclyctoisin anakatheire, oppure che dire dei pleuritici; ἀν
ma sembrano più deboli, o addirittura più vicini al sangue, secondo il clistere
la pancia è necessaria per tre giorni, finché il paziente non nasce sano e salvo, e
carestia, εἰ χρῄzoi.","ἅ ὅ ὖὖ συναγχος ᾖ, eclyctoisin anakatheire, or else what of the pleuritics; ἀν
but they seem weaker, or even nearer to the blood, enema according to the
belly is needed for three days, until the patient was safely born, and
famine, εἰ χρῄzoi."
Acut.sp.,Hippocrates,A.Littre,"June1,2005",3,3.,1,"καῦσος γίγνεται, ὁκόταν ἀναξηρανθέντα τὰ φλέβια ἐν θερινῇ ὥρῃ ἐπισπάσηται δριμέας
					καὶ χολώδεας ἰχῶρας ἐς ἑωυτά· καὶ πυρετὸς πολὺς ἴσχει, τό τε σῶμα ὡς ὑπὸ κόπου
					ἐχόμενον κοπιᾷ καὶ ἀλγέει.","si verifica un bruciore di stomaco, le vene vengono tagliate in estate, c'è una grave ricaduta
e si sente un ileo biliare, e una febbre molto forte, il corpo come in travaglio
È stanco e dolorante.","a heartburn occurs, the veins are cut open in the summer, there is a severe relapse
and a bilious ileus is heard; and a very strong fever, the body as if under labor
He is tired and aching."
Acut.sp.,Hippocrates,A.Littre,"June1,2005",3,3.,2,"γίγνεται δὲ ὡς ἐπιτοπουλὺ καὶ ἐκ πορείης μακρῆς καὶ δίψεος μακροῦ, ὁκόταν
					ἀναξηρανθέντα τὰ φλέβια δριμέα καὶ θερμὰ Ῥεύματα ἐπισπάσηται.","ma diventa come un uccello e, dopo un viaggio lungo e bilaterale, viene colpito
quando le vene sono secche si ripresentano vampate gravi e di calore.","but he becomes like a bird, and from a long and two-sided long journey, he was shot
when the veins are dry, severe and hot flushes recur."
Acut.sp.,Hippocrates,A.Littre,"June1,2005",3,3.,3,"γίγνεται δὲ ἡ γλῶσσα τρηχείη καὶ ξηρὴ καὶ μέλαινα κάρτα· καὶ τὰ περὶ τὴν νηδὺν
					δακνόμενος ἀλγέει· τά τε ὑποχωρήματα ἔξυγρα καὶ ὠχρὰ γίγνεται, καὶ δίψαι σφοδραὶ
					ἔνεισι, καὶ ἀγρυπνίη, ἐνίοτε δὲ καὶ","e la lingua diventa secca e secca e un cartoncino nero;
morde, soffre, le sue viscere diventano magre e pallide ed ha molta sete
sonnolenza e veglia, e talvolta","and the tongue becomes dry and dry and a black card;
biting, he is in pain; his bowels become thin and pale, and he is very thirsty
sleepiness, and wakefulness, and sometimes"
Acut.sp.,Hippocrates,A.Littre,"June1,2005",3,3.,4,παραλλάξιες φρενῶν.,freni di parallasse.,parallax brakes.
Acut.sp.,Hippocrates,A.Littre,"June1,2005",3,3.,5,"τῷ τοιῷδε δίδου πίνειν ὕδωρ τε καὶ μελίκρητον ἑφθὸν ὑδαρὲς ὁκόσον ἐθέλει· κἂν
					πικρὸν τὸ στόμα γίγνηται, ἐμέειν ξυμφέρει, καὶ τὴν κοιλίην ὑποκλύσαι· ἢν δὲ μὴ
					πρὸς ταῦτα λύηται, γάλα ὄνου ἑψήσας κάθαιρε.","beva acqua e acqua dolce sette volte quanto vuole;
la bocca diventa amara, sono indignato, e il ventre è domato; ma se no
a questo è risolto, hai bevuto il latte del diavolo, tu pulito.","let him drink water and sweet water seven times as much as he likes;
the mouth becomes bitter, I am indignant, and the belly is subdued; but if not
to this it is resolved, you have drunk devil's milk, you clean one."
Acut.sp.,Hippocrates,A.Littre,"June1,2005",3,3.,6,"ἁλμυρὸν δὲ μηδὲν μηδὲ δριμὺ προσφέρειν, οὐ γὰρ ὑποίσει· Ῥοφήματα δὲ, ἕως ἂν ἔξω
					τῶν κρισίμων γένηται, μὴ δίδου.","ma non offrono né salato né amaro, perché non mancherà; ma beve, finché
i giudizi si fanno, non due.","but they offer neither salty nor bitter, for it will not fail; but drinks, until
judgments are made, not two."
Acut.sp.,Hippocrates,A.Littre,"June1,2005",3,3.,7,"κἢν αἷμα ἐκ τῶν Ῥινῶν Ῥυῇ, λύεται τὸ πάθος, κἢν ἱδρῶτες ἐπιγένωνται κριτικοὶ
					γνήσιοι μετʼ οὔρων λευκῶν. παχέων καὶ λείων ὑφισταμένων, κἢν ἀπόστημά που
					γένηται· ἢν δʼ ἄνευ τούτων λυθῇ, ὑποστροφὴ πάλιν ἔσται τῆς ἀῤῬωστίης, ἢ ἰσχίων
					ἢ σκελέων ἄλγημα ξυμβήσεται, καὶ πτύσεται παχέα, ἢν μέλλῃ ὑγιὴς ἔσεσθαι.","Quando il sangue esce dal Ῥyῇn Ῥυῇ, la passione si scioglie, quando si fanno sudati critici
genuino con i capelli bianchi. presente denso e liscio, ascesso dove
nasce; se non si risolve senza di questi, è ancora il contrario dell'AῤῬostia, o degli antichi
oppure il dolore di uno scheletro viene lavato via, e cade fitto, se torna sano, riposa.","When blood from the Ῥyῇn Ῥυῇ, the passion is dissolved, when sweaty critics are made
genuine with white hair. thick and smooth present, abscess where
it is born; if it is not resolved without these, it is again the reverse of the AῤῬostia, or of the ancients
or a skeleon's grief is washed away, and it falls thickly, if it comes healthy, it rests."
Acut.sp.,Hippocrates,A.Littre,"June1,2005",3,3.,8,καύσου γένος ἄλλο.,bruciarne un tipo diverso.,burn a different kind.
Acut.sp.,Hippocrates,A.Littre,"June1,2005",3,3.,9,"κοιλίη ὑπάγουσα, δίψης μεστὴ, γλῶσσα τρηχείη, ξηρὴ, ἁλυκώδης·","Ventre pieno, assetato e pieno, lingua secca, secca, salata;","Belly full, thirsty and full, tongue dry, dry, salty;"
Acut.sp.,Hippocrates,A.Littre,"June1,2005",3,3.,10,οὔρων ἀπόληψις· ἀγρυπνίη· ἀκρωτήρια ἐψυγμένα.,"perdita di urina, veglia, estremità fredde.",loss of urine; wakefulness; extremities cold.
Acut.sp.,Hippocrates,A.Littre,"June1,2005",3,3.,11,"τῷ τοιούτῳ ἢν μὴ αἷμα ἐκ Ῥινῶν Ῥυῇ, ἢ ἀπόστημα περὶ τράχηλον γένηται, ἢ σκελέων
					ἄλγημα, καὶ πτύσματα παχέα πτύσῃ?̔ταῦτα δὲ ξυστάσης τῆς κοιλίης γίγνεται, ἢ
					ἰσχίου ὀδύνη, ἢ αἰδοίου πελίωμἀ, οὐ κρίνεται· καὶ ὄρχις ἐνταθεὶς κριτικόν.","a quello, se non c'è sangue dalla vagina, o si verifica un ascesso attorno al collo o alle ossa
dolore e sputare vomito denso?
Il dolore ai lombi o la peliosi della vulva non vengono giudicati.","to that one, if there is no blood from the vagina, or an abscess occurs around the neck, or bones
pain, and spitting up thick vomit?
Pain in the loins, or peliosis of the vulva, is not judged."
Acut.sp.,Hippocrates,A.Littre,"June1,2005",3,3.,12,Ῥοφήματα ἐπισπαστικὰ δίδου.,Ῥophymata epispatial didu.,Ῥophymata epispatial didu.
Acut.sp.,Hippocrates,A.Littre,"June1,2005",3,3.,1,"τὰ δʼ ὀξέα πάθεα, φλεβοτομήσεις, ἢν ἰσχυρὸν φαίνηται τὸ νούσημα, καὶ οἱ ἔχοντες
					ἀκμάζωσι τῇ ἡλικίῃ, καὶ Ῥώμη παρῇ αὐτέοισιν.","le due passioni acute, il salasso, se la voglia sembra forte, e chi ne ha
prosperità dei tempi, e Roma a loro.","the two acute passions, phlebotomy, if the urge seems strong, and those who have
prosperity of age, and Rome to them."
Acut.sp.,Hippocrates,A.Littre,"June1,2005",3,3.,2,"ἢν μὲν οὖν σύναγχος ᾖ, ἐκλεικτοῖσιν ἀνακάθαιρε, εἴτʼ ἄλλο τι τῶν πλευριτικῶν· ἢν
					δὲ ἀσθενέστεροι φαίνωνται, ἢ καὶ πλείω τοῦ αἵματος ἀφέλῃς, κλυσμῷ κατὰ τὴν
					κοιλίην χρέεσθαι διὰ τρίτης ἡμέρης, ἕως ἂν ἐν ἀσφαλείῃ γένοιτο ὁ νοσέων, καὶ
					λιμῷ, εἰ χρῄζοι.","ἅ ὅ ὖὖ συναγχος ᾖ, eclyctoisin anakatheire, oppure che dire dei pleuritici; ἀν
ma sembrano più deboli, o addirittura più vicini al sangue, secondo il clistere
la pancia è necessaria per tre giorni, finché il paziente non nasce sano e salvo, e
carestia, εἰ χρῄzoi.","ἅ ὅ ὖὖ συναγχος ᾖ, eclyctoisin anakatheire, or else what of the pleuritics; ἀν
but they seem weaker, or even nearer to the blood, enema according to the
belly is needed for three days, until the patient was safely born, and
famine, εἰ χρῄzoi."
Acut.sp.,Hippocrates,A.Littre,"June1,2005",3,3.,1,"φλεγμαίνοντα ὑποχόνδρια μὴ πνευμάτων ἀπολήψει, φρενῶν ἐντάσιες, ἢ πνευμάτων
					προστάσιες, ὀρθοπνοίης ξηρῆς, οἷσι μὴ πῦον ὕπεστιν, ἀλλὰ ὑπὸ πνεύματος ἀπολήψιος
					τὰ παθήματα ταῦτα ὑπογίγνεται, μάλιστα δὲ ἥπατος περιωδυνίαι, καὶ σπληνὸς βαρέα,
					καὶ ἄλλαι φλεγμασίαι τε καὶ ὑπὲρ φρενῶν περιωδυνίαι, καὶ ξυστροφαὶ νουσημάτων,
					οὐ δύνανται λύεσθαι, ἤν τις πρῶτον ἐπιχειρέῃ φαρμακεύειν· ἀλλὰ φλεβοτομίη τῶν
					τοιῶνδε ἡγεμονικόν ἐστιν· ἔπειτα δὲ ἐπὶ κλυσμὸν, ἢν μὴ μέγα καὶ ἰσχυρὸν","gli ipocondri infiammati non spengono gli spiriti, né frenano le intensità, né gli spiriti
protezioni, asciutte, rette, che non sono sotto l'uomo, ma sotto lo spirito
queste sofferenze si attenuano, infatti il ​​fegato diventa doloroso, e la milza pesante,
e altre infiammazioni e dolori mestruali frenetici, e raschiamento degli odori,
non possono essere risolti se prima si tenta di medicarli; ma il salasso dei
perché è sovrano; ma ha insistito per un clistere, se non grande e forte","inflamed hypochondria do not extinguish spirits, brake intensities, or spirits
protections, dry, upright, which is not under man, but under spirit
these sufferings subside, in fact the liver becomes painful, and the spleen heavy,
and other inflammations and over frenzied period pains, and scraping of smells,
they cannot be solved if they first try to medicate them; but phlebotomy of the
for he is sovereign; but he insisted on an enema, if not great and strong"
Acut.sp.,Hippocrates,A.Littre,"June1,2005",3,3.,2,"τὸ νούσημα ᾖ· εἰ δὲ μὴ, καὶ ὕστερον φαρμακείης δεῖ· δέεται δὲ ἀσφαλείης καὶ
					μετριότητος μετὰ φαρμακείης φλεβοτομίη.","la nousima x; in caso contrario, consultare successivamente la farmacia;
moderazione con salasso farmaceutico.","the nousima x; if not, then see the pharmacy afterwards;
moderation with pharmaceutical phlebotomy."
Acut.sp.,Hippocrates,A.Littre,"June1,2005",3,3.,3,"ὁκόσοι δὲ τὰ φλεγμαίνοντα ἐν ἀρχῇ τῶν νούσων εὐθέως ἐπιχειρέουσι λύειν φαρμακείῃ,
					τοῦ μὲν ξυντεταμένου καὶ φλεγμαίνοντος οὐδὲν ἀφαιρέουσιν· οὐ γὰρ ἐνδιδοῖ ὠμὸν
					ἐὸν τὸ πάθος· τὰ δὲ ἀντέχοντα τῷ νουσήματι καὶ ὑγιεινὰ ξυντήκουσιν· ἀσθενέος δὲ
					τοῦ σώματος γενομένου, τὸ νούσημα ἐπικρατέει· ὁκόταν δὲ τὸ νούσημα ἐπικρατήσῃ
					τοῦ σώματος, τὸ τοιόνδε ἀνιήτως ἔχει.","Ma coloro che sono infiammati all'inizio dei sensi cercano direttamente di risolvere la farmacia,
non tolgono nulla a chi è nudo e infiammato, perché non ammette
lui la passione; ma quelli che sanno resistere all'ammonizione e sono sani dovrebbero essere raschiati via; ma i malati
del corpo fatto, prevale il senso; ma quando prevale il senso
del corpo, che non ha.","But those who are inflamed at the beginning of the senses directly try to solve the pharmacy,
they do not remove anything from him who is naked and inflamed, for he does not admit
him the passion; but those who are able to withstand the admonishment and healthy should be scraped off; but the sick
of the body done, the sense prevails; but when the sense prevails
of the body, which he does not have."
Acut.sp.,Hippocrates,A.Littre,"June1,2005",4,4.,1,"καῦσος γίγνεται, ὁκόταν ἀναξηρανθέντα τὰ φλέβια ἐν θερινῇ ὥρῃ ἐπισπάσηται δριμέας
					καὶ χολώδεας ἰχῶρας ἐς ἑωυτά· καὶ πυρετὸς πολὺς ἴσχει, τό τε σῶμα ὡς ὑπὸ κόπου
					ἐχόμενον κοπιᾷ καὶ ἀλγέει.","si verifica un bruciore di stomaco, le vene vengono tagliate in estate, c'è una grave ricaduta
e si sente un ileo biliare, e una febbre molto forte, il corpo come in travaglio
È stanco e dolorante.","a heartburn occurs, the veins are cut open in the summer, there is a severe relapse
and a bilious ileus is heard; and a very strong fever, the body as if under labor
He is tired and aching."
Acut.sp.,Hippocrates,A.Littre,"June1,2005",4,4.,2,"γίγνεται δὲ ὡς ἐπιτοπουλὺ καὶ ἐκ πορείης μακρῆς καὶ δίψεος μακροῦ, ὁκόταν
					ἀναξηρανθέντα τὰ φλέβια δριμέα καὶ θερμὰ Ῥεύματα ἐπισπάσηται.","ma diventa come un uccello e, dopo un viaggio lungo e bilaterale, viene colpito
quando le vene sono secche si ripresentano vampate gravi e di calore.","but he becomes like a bird, and from a long and two-sided long journey, he was shot
when the veins are dry, severe and hot flushes recur."
Acut.sp.,Hippocrates,A.Littre,"June1,2005",4,4.,3,"γίγνεται δὲ ἡ γλῶσσα τρηχείη καὶ ξηρὴ καὶ μέλαινα κάρτα· καὶ τὰ περὶ τὴν νηδὺν
					δακνόμενος ἀλγέει· τά τε ὑποχωρήματα ἔξυγρα καὶ ὠχρὰ γίγνεται, καὶ δίψαι σφοδραὶ
					ἔνεισι, καὶ ἀγρυπνίη, ἐνίοτε δὲ καὶ","e la lingua diventa secca e secca e un cartoncino nero;
morde, soffre, le sue viscere diventano magre e pallide ed ha molta sete
sonnolenza e veglia, e talvolta","and the tongue becomes dry and dry and a black card;
biting, he is in pain; his bowels become thin and pale, and he is very thirsty
sleepiness, and wakefulness, and sometimes"
