work_title,author,editor,date,bookid,booktitle,index_paragraph,latin_text
Acut.sp.,Hippocrates,A.Littre,"June1,2005",2,2.,5,"τῷ τοιῷδε δίδου πίνειν ὕδωρ τε καὶ μελίκρητον ἑφθὸν ὑδαρὲς ὁκόσον ἐθέλει· κἂν
					πικρὸν τὸ στόμα γίγνηται, ἐμέειν ξυμφέρει, καὶ τὴν κοιλίην ὑποκλύσαι· ἢν δὲ μὴ
					πρὸς ταῦτα λύηται, γάλα ὄνου ἑψήσας κάθαιρε."
Acut.sp.,Hippocrates,A.Littre,"June1,2005",2,2.,6,"ἁλμυρὸν δὲ μηδὲν μηδὲ δριμὺ προσφέρειν, οὐ γὰρ ὑποίσει· Ῥοφήματα δὲ, ἕως ἂν ἔξω
					τῶν κρισίμων γένηται, μὴ δίδου."
Acut.sp.,Hippocrates,A.Littre,"June1,2005",2,2.,7,"κἢν αἷμα ἐκ τῶν Ῥινῶν Ῥυῇ, λύεται τὸ πάθος, κἢν ἱδρῶτες ἐπιγένωνται κριτικοὶ
					γνήσιοι μετʼ οὔρων λευκῶν. παχέων καὶ λείων ὑφισταμένων, κἢν ἀπόστημά που
					γένηται· ἢν δʼ ἄνευ τούτων λυθῇ, ὑποστροφὴ πάλιν ἔσται τῆς ἀῤῬωστίης, ἢ ἰσχίων
					ἢ σκελέων ἄλγημα ξυμβήσεται, καὶ πτύσεται παχέα, ἢν μέλλῃ ὑγιὴς ἔσεσθαι."
Acut.sp.,Hippocrates,A.Littre,"June1,2005",2,2.,8,καύσου γένος ἄλλο.
Acut.sp.,Hippocrates,A.Littre,"June1,2005",2,2.,9,"κοιλίη ὑπάγουσα, δίψης μεστὴ, γλῶσσα τρηχείη, ξηρὴ, ἁλυκώδης·"
Acut.sp.,Hippocrates,A.Littre,"June1,2005",2,2.,10,οὔρων ἀπόληψις· ἀγρυπνίη· ἀκρωτήρια ἐψυγμένα.
Acut.sp.,Hippocrates,A.Littre,"June1,2005",2,2.,11,"τῷ τοιούτῳ ἢν μὴ αἷμα ἐκ Ῥινῶν Ῥυῇ, ἢ ἀπόστημα περὶ τράχηλον γένηται, ἢ σκελέων
					ἄλγημα, καὶ πτύσματα παχέα πτύσῃ?̔ταῦτα δὲ ξυστάσης τῆς κοιλίης γίγνεται, ἢ
					ἰσχίου ὀδύνη, ἢ αἰδοίου πελίωμἀ, οὐ κρίνεται· καὶ ὄρχις ἐνταθεὶς κριτικόν."
Acut.sp.,Hippocrates,A.Littre,"June1,2005",2,2.,12,Ῥοφήματα ἐπισπαστικὰ δίδου.
Acut.sp.,Hippocrates,A.Littre,"June1,2005",2,2.,1,"τὰ δʼ ὀξέα πάθεα, φλεβοτομήσεις, ἢν ἰσχυρὸν φαίνηται τὸ νούσημα, καὶ οἱ ἔχοντες
					ἀκμάζωσι τῇ ἡλικίῃ, καὶ Ῥώμη παρῇ αὐτέοισιν."
Acut.sp.,Hippocrates,A.Littre,"June1,2005",2,2.,2,"ἢν μὲν οὖν σύναγχος ᾖ, ἐκλεικτοῖσιν ἀνακάθαιρε, εἴτʼ ἄλλο τι τῶν πλευριτικῶν· ἢν
					δὲ ἀσθενέστεροι φαίνωνται, ἢ καὶ πλείω τοῦ αἵματος ἀφέλῃς, κλυσμῷ κατὰ τὴν
					κοιλίην χρέεσθαι διὰ τρίτης ἡμέρης, ἕως ἂν ἐν ἀσφαλείῃ γένοιτο ὁ νοσέων, καὶ
					λιμῷ, εἰ χρῄζοι."
Acut.sp.,Hippocrates,A.Littre,"June1,2005",3,3.,1,"καῦσος γίγνεται, ὁκόταν ἀναξηρανθέντα τὰ φλέβια ἐν θερινῇ ὥρῃ ἐπισπάσηται δριμέας
					καὶ χολώδεας ἰχῶρας ἐς ἑωυτά· καὶ πυρετὸς πολὺς ἴσχει, τό τε σῶμα ὡς ὑπὸ κόπου
					ἐχόμενον κοπιᾷ καὶ ἀλγέει."
Acut.sp.,Hippocrates,A.Littre,"June1,2005",3,3.,2,"γίγνεται δὲ ὡς ἐπιτοπουλὺ καὶ ἐκ πορείης μακρῆς καὶ δίψεος μακροῦ, ὁκόταν
					ἀναξηρανθέντα τὰ φλέβια δριμέα καὶ θερμὰ Ῥεύματα ἐπισπάσηται."
Acut.sp.,Hippocrates,A.Littre,"June1,2005",3,3.,3,"γίγνεται δὲ ἡ γλῶσσα τρηχείη καὶ ξηρὴ καὶ μέλαινα κάρτα· καὶ τὰ περὶ τὴν νηδὺν
					δακνόμενος ἀλγέει· τά τε ὑποχωρήματα ἔξυγρα καὶ ὠχρὰ γίγνεται, καὶ δίψαι σφοδραὶ
					ἔνεισι, καὶ ἀγρυπνίη, ἐνίοτε δὲ καὶ"
Acut.sp.,Hippocrates,A.Littre,"June1,2005",3,3.,4,παραλλάξιες φρενῶν.
Acut.sp.,Hippocrates,A.Littre,"June1,2005",3,3.,5,"τῷ τοιῷδε δίδου πίνειν ὕδωρ τε καὶ μελίκρητον ἑφθὸν ὑδαρὲς ὁκόσον ἐθέλει· κἂν
					πικρὸν τὸ στόμα γίγνηται, ἐμέειν ξυμφέρει, καὶ τὴν κοιλίην ὑποκλύσαι· ἢν δὲ μὴ
					πρὸς ταῦτα λύηται, γάλα ὄνου ἑψήσας κάθαιρε."
Acut.sp.,Hippocrates,A.Littre,"June1,2005",3,3.,6,"ἁλμυρὸν δὲ μηδὲν μηδὲ δριμὺ προσφέρειν, οὐ γὰρ ὑποίσει· Ῥοφήματα δὲ, ἕως ἂν ἔξω
					τῶν κρισίμων γένηται, μὴ δίδου."
Acut.sp.,Hippocrates,A.Littre,"June1,2005",3,3.,7,"κἢν αἷμα ἐκ τῶν Ῥινῶν Ῥυῇ, λύεται τὸ πάθος, κἢν ἱδρῶτες ἐπιγένωνται κριτικοὶ
					γνήσιοι μετʼ οὔρων λευκῶν. παχέων καὶ λείων ὑφισταμένων, κἢν ἀπόστημά που
					γένηται· ἢν δʼ ἄνευ τούτων λυθῇ, ὑποστροφὴ πάλιν ἔσται τῆς ἀῤῬωστίης, ἢ ἰσχίων
					ἢ σκελέων ἄλγημα ξυμβήσεται, καὶ πτύσεται παχέα, ἢν μέλλῃ ὑγιὴς ἔσεσθαι."
Acut.sp.,Hippocrates,A.Littre,"June1,2005",3,3.,8,καύσου γένος ἄλλο.
Acut.sp.,Hippocrates,A.Littre,"June1,2005",3,3.,9,"κοιλίη ὑπάγουσα, δίψης μεστὴ, γλῶσσα τρηχείη, ξηρὴ, ἁλυκώδης·"
Acut.sp.,Hippocrates,A.Littre,"June1,2005",3,3.,10,οὔρων ἀπόληψις· ἀγρυπνίη· ἀκρωτήρια ἐψυγμένα.
Acut.sp.,Hippocrates,A.Littre,"June1,2005",3,3.,11,"τῷ τοιούτῳ ἢν μὴ αἷμα ἐκ Ῥινῶν Ῥυῇ, ἢ ἀπόστημα περὶ τράχηλον γένηται, ἢ σκελέων
					ἄλγημα, καὶ πτύσματα παχέα πτύσῃ?̔ταῦτα δὲ ξυστάσης τῆς κοιλίης γίγνεται, ἢ
					ἰσχίου ὀδύνη, ἢ αἰδοίου πελίωμἀ, οὐ κρίνεται· καὶ ὄρχις ἐνταθεὶς κριτικόν."
Acut.sp.,Hippocrates,A.Littre,"June1,2005",3,3.,12,Ῥοφήματα ἐπισπαστικὰ δίδου.
Acut.sp.,Hippocrates,A.Littre,"June1,2005",3,3.,1,"τὰ δʼ ὀξέα πάθεα, φλεβοτομήσεις, ἢν ἰσχυρὸν φαίνηται τὸ νούσημα, καὶ οἱ ἔχοντες
					ἀκμάζωσι τῇ ἡλικίῃ, καὶ Ῥώμη παρῇ αὐτέοισιν."
Acut.sp.,Hippocrates,A.Littre,"June1,2005",3,3.,2,"ἢν μὲν οὖν σύναγχος ᾖ, ἐκλεικτοῖσιν ἀνακάθαιρε, εἴτʼ ἄλλο τι τῶν πλευριτικῶν· ἢν
					δὲ ἀσθενέστεροι φαίνωνται, ἢ καὶ πλείω τοῦ αἵματος ἀφέλῃς, κλυσμῷ κατὰ τὴν
					κοιλίην χρέεσθαι διὰ τρίτης ἡμέρης, ἕως ἂν ἐν ἀσφαλείῃ γένοιτο ὁ νοσέων, καὶ
					λιμῷ, εἰ χρῄζοι."
Acut.sp.,Hippocrates,A.Littre,"June1,2005",3,3.,1,"φλεγμαίνοντα ὑποχόνδρια μὴ πνευμάτων ἀπολήψει, φρενῶν ἐντάσιες, ἢ πνευμάτων
					προστάσιες, ὀρθοπνοίης ξηρῆς, οἷσι μὴ πῦον ὕπεστιν, ἀλλὰ ὑπὸ πνεύματος ἀπολήψιος
					τὰ παθήματα ταῦτα ὑπογίγνεται, μάλιστα δὲ ἥπατος περιωδυνίαι, καὶ σπληνὸς βαρέα,
					καὶ ἄλλαι φλεγμασίαι τε καὶ ὑπὲρ φρενῶν περιωδυνίαι, καὶ ξυστροφαὶ νουσημάτων,
					οὐ δύνανται λύεσθαι, ἤν τις πρῶτον ἐπιχειρέῃ φαρμακεύειν· ἀλλὰ φλεβοτομίη τῶν
					τοιῶνδε ἡγεμονικόν ἐστιν· ἔπειτα δὲ ἐπὶ κλυσμὸν, ἢν μὴ μέγα καὶ ἰσχυρὸν"
Acut.sp.,Hippocrates,A.Littre,"June1,2005",3,3.,2,"τὸ νούσημα ᾖ· εἰ δὲ μὴ, καὶ ὕστερον φαρμακείης δεῖ· δέεται δὲ ἀσφαλείης καὶ
					μετριότητος μετὰ φαρμακείης φλεβοτομίη."
Acut.sp.,Hippocrates,A.Littre,"June1,2005",3,3.,3,"ὁκόσοι δὲ τὰ φλεγμαίνοντα ἐν ἀρχῇ τῶν νούσων εὐθέως ἐπιχειρέουσι λύειν φαρμακείῃ,
					τοῦ μὲν ξυντεταμένου καὶ φλεγμαίνοντος οὐδὲν ἀφαιρέουσιν· οὐ γὰρ ἐνδιδοῖ ὠμὸν
					ἐὸν τὸ πάθος· τὰ δὲ ἀντέχοντα τῷ νουσήματι καὶ ὑγιεινὰ ξυντήκουσιν· ἀσθενέος δὲ
					τοῦ σώματος γενομένου, τὸ νούσημα ἐπικρατέει· ὁκόταν δὲ τὸ νούσημα ἐπικρατήσῃ
					τοῦ σώματος, τὸ τοιόνδε ἀνιήτως ἔχει."
Acut.sp.,Hippocrates,A.Littre,"June1,2005",4,4.,1,"καῦσος γίγνεται, ὁκόταν ἀναξηρανθέντα τὰ φλέβια ἐν θερινῇ ὥρῃ ἐπισπάσηται δριμέας
					καὶ χολώδεας ἰχῶρας ἐς ἑωυτά· καὶ πυρετὸς πολὺς ἴσχει, τό τε σῶμα ὡς ὑπὸ κόπου
					ἐχόμενον κοπιᾷ καὶ ἀλγέει."
Acut.sp.,Hippocrates,A.Littre,"June1,2005",4,4.,2,"γίγνεται δὲ ὡς ἐπιτοπουλὺ καὶ ἐκ πορείης μακρῆς καὶ δίψεος μακροῦ, ὁκόταν
					ἀναξηρανθέντα τὰ φλέβια δριμέα καὶ θερμὰ Ῥεύματα ἐπισπάσηται."
Acut.sp.,Hippocrates,A.Littre,"June1,2005",4,4.,3,"γίγνεται δὲ ἡ γλῶσσα τρηχείη καὶ ξηρὴ καὶ μέλαινα κάρτα· καὶ τὰ περὶ τὴν νηδὺν
					δακνόμενος ἀλγέει· τά τε ὑποχωρήματα ἔξυγρα καὶ ὠχρὰ γίγνεται, καὶ δίψαι σφοδραὶ
					ἔνεισι, καὶ ἀγρυπνίη, ἐνίοτε δὲ καὶ"
Acut.sp.,Hippocrates,A.Littre,"June1,2005",4,4.,4,παραλλάξιες φρενῶν.
Acut.sp.,Hippocrates,A.Littre,"June1,2005",4,4.,5,"τῷ τοιῷδε δίδου πίνειν ὕδωρ τε καὶ μελίκρητον ἑφθὸν ὑδαρὲς ὁκόσον ἐθέλει· κἂν
					πικρὸν τὸ στόμα γίγνηται, ἐμέειν ξυμφέρει, καὶ τὴν κοιλίην ὑποκλύσαι· ἢν δὲ μὴ
					πρὸς ταῦτα λύηται, γάλα ὄνου ἑψήσας κάθαιρε."
Acut.sp.,Hippocrates,A.Littre,"June1,2005",4,4.,6,"ἁλμυρὸν δὲ μηδὲν μηδὲ δριμὺ προσφέρειν, οὐ γὰρ ὑποίσει· Ῥοφήματα δὲ, ἕως ἂν ἔξω
					τῶν κρισίμων γένηται, μὴ δίδου."
Acut.sp.,Hippocrates,A.Littre,"June1,2005",4,4.,7,"κἢν αἷμα ἐκ τῶν Ῥινῶν Ῥυῇ, λύεται τὸ πάθος, κἢν ἱδρῶτες ἐπιγένωνται κριτικοὶ
					γνήσιοι μετʼ οὔρων λευκῶν. παχέων καὶ λείων ὑφισταμένων, κἢν ἀπόστημά που
					γένηται· ἢν δʼ ἄνευ τούτων λυθῇ, ὑποστροφὴ πάλιν ἔσται τῆς ἀῤῬωστίης, ἢ ἰσχίων
					ἢ σκελέων ἄλγημα ξυμβήσεται, καὶ πτύσεται παχέα, ἢν μέλλῃ ὑγιὴς ἔσεσθαι."
Acut.sp.,Hippocrates,A.Littre,"June1,2005",4,4.,8,καύσου γένος ἄλλο.
Acut.sp.,Hippocrates,A.Littre,"June1,2005",4,4.,9,"κοιλίη ὑπάγουσα, δίψης μεστὴ, γλῶσσα τρηχείη, ξηρὴ, ἁλυκώδης·"
Acut.sp.,Hippocrates,A.Littre,"June1,2005",4,4.,10,οὔρων ἀπόληψις· ἀγρυπνίη· ἀκρωτήρια ἐψυγμένα.
Acut.sp.,Hippocrates,A.Littre,"June1,2005",4,4.,11,"τῷ τοιούτῳ ἢν μὴ αἷμα ἐκ Ῥινῶν Ῥυῇ, ἢ ἀπόστημα περὶ τράχηλον γένηται, ἢ σκελέων
					ἄλγημα, καὶ πτύσματα παχέα πτύσῃ?̔ταῦτα δὲ ξυστάσης τῆς κοιλίης γίγνεται, ἢ
					ἰσχίου ὀδύνη, ἢ αἰδοίου πελίωμἀ, οὐ κρίνεται· καὶ ὄρχις ἐνταθεὶς κριτικόν."
Acut.sp.,Hippocrates,A.Littre,"June1,2005",4,4.,12,Ῥοφήματα ἐπισπαστικὰ δίδου.
Acut.sp.,Hippocrates,A.Littre,"June1,2005",4,4.,1,"τὰ δʼ ὀξέα πάθεα, φλεβοτομήσεις, ἢν ἰσχυρὸν φαίνηται τὸ νούσημα, καὶ οἱ ἔχοντες
					ἀκμάζωσι τῇ ἡλικίῃ, καὶ Ῥώμη παρῇ αὐτέοισιν."
Acut.sp.,Hippocrates,A.Littre,"June1,2005",4,4.,2,"ἢν μὲν οὖν σύναγχος ᾖ, ἐκλεικτοῖσιν ἀνακάθαιρε, εἴτʼ ἄλλο τι τῶν πλευριτικῶν· ἢν
					δὲ ἀσθενέστεροι φαίνωνται, ἢ καὶ πλείω τοῦ αἵματος ἀφέλῃς, κλυσμῷ κατὰ τὴν
					κοιλίην χρέεσθαι διὰ τρίτης ἡμέρης, ἕως ἂν ἐν ἀσφαλείῃ γένοιτο ὁ νοσέων, καὶ
					λιμῷ, εἰ χρῄζοι."
Acut.sp.,Hippocrates,A.Littre,"June1,2005",4,4.,1,"φλεγμαίνοντα ὑποχόνδρια μὴ πνευμάτων ἀπολήψει, φρενῶν ἐντάσιες, ἢ πνευμάτων
					προστάσιες, ὀρθοπνοίης ξηρῆς, οἷσι μὴ πῦον ὕπεστιν, ἀλλὰ ὑπὸ πνεύματος ἀπολήψιος
					τὰ παθήματα ταῦτα ὑπογίγνεται, μάλιστα δὲ ἥπατος περιωδυνίαι, καὶ σπληνὸς βαρέα,
					καὶ ἄλλαι φλεγμασίαι τε καὶ ὑπὲρ φρενῶν περιωδυνίαι, καὶ ξυστροφαὶ νουσημάτων,
					οὐ δύνανται λύεσθαι, ἤν τις πρῶτον ἐπιχειρέῃ φαρμακεύειν· ἀλλὰ φλεβοτομίη τῶν
					τοιῶνδε ἡγεμονικόν ἐστιν· ἔπειτα δὲ ἐπὶ κλυσμὸν, ἢν μὴ μέγα καὶ ἰσχυρὸν"
Acut.sp.,Hippocrates,A.Littre,"June1,2005",4,4.,2,"τὸ νούσημα ᾖ· εἰ δὲ μὴ, καὶ ὕστερον φαρμακείης δεῖ· δέεται δὲ ἀσφαλείης καὶ
					μετριότητος μετὰ φαρμακείης φλεβοτομίη."
Acut.sp.,Hippocrates,A.Littre,"June1,2005",4,4.,3,"ὁκόσοι δὲ τὰ φλεγμαίνοντα ἐν ἀρχῇ τῶν νούσων εὐθέως ἐπιχειρέουσι λύειν φαρμακείῃ,
					τοῦ μὲν ξυντεταμένου καὶ φλεγμαίνοντος οὐδὲν ἀφαιρέουσιν· οὐ γὰρ ἐνδιδοῖ ὠμὸν
					ἐὸν τὸ πάθος· τὰ δὲ ἀντέχοντα τῷ νουσήματι καὶ ὑγιεινὰ ξυντήκουσιν· ἀσθενέος δὲ
					τοῦ σώματος γενομένου, τὸ νούσημα ἐπικρατέει· ὁκόταν δὲ τὸ νούσημα ἐπικρατήσῃ
					τοῦ σώματος, τὸ τοιόνδε ἀνιήτως ἔχει."
Acut.sp.,Hippocrates,A.Littre,"June1,2005",4,4.,1,"τὸ δὲ ἄφωνον τινὰ ἐξαίφνης γενέσθαι, φλεβῶν ἀπολήψιες"
Acut.sp.,Hippocrates,A.Littre,"June1,2005",4,4.,2,"λυπέουσιν, ἢν ὑγιαίνοντι τόδε ξυμβῇ ἄνευ προφάσιος ἢ ἄλλης αἰτίης ἰσχυρῆς·
					φλεβοτομέειν οὖν χρὴ τὸν βραχίονα τὸν δεξιὸν τὴν ἔσω φλέβα, καὶ ἀφαιρέειν τοῦ
					αἵματος, κατὰ τὴν ἕξιν καὶ τὴν ἡλικίην διαλογιζόμενον τὸ πλεῖον καὶ τὸ
					ἔλασσον."
Acut.sp.,Hippocrates,A.Littre,"June1,2005",4,4.,3,"ξυμπίπτει δὲ τοῖσι πλείστοισιν αὐτέων τοιάδε· ἐρυθήματα προσώπου, ὀμμάτων
					στάσιες, χειρῶν διαστάσιες, ὀδόντων τρισμοὶ, σφυγμοὶ, σιηγόνων ξυναγωγὴ, καὶ
					κατάψυξις ἀκρωτηρίων, πνευμάτων ἀπολήψιες ἀνὰ τὰς φλέβας."
Acut.sp.,Hippocrates,A.Littre,"June1,2005",5,5.,1,"καῦσος γίγνεται, ὁκόταν ἀναξηρανθέντα τὰ φλέβια ἐν θερινῇ ὥρῃ ἐπισπάσηται δριμέας
					καὶ χολώδεας ἰχῶρας ἐς ἑωυτά· καὶ πυρετὸς πολὺς ἴσχει, τό τε σῶμα ὡς ὑπὸ κόπου
					ἐχόμενον κοπιᾷ καὶ ἀλγέει."
Acut.sp.,Hippocrates,A.Littre,"June1,2005",5,5.,2,"γίγνεται δὲ ὡς ἐπιτοπουλὺ καὶ ἐκ πορείης μακρῆς καὶ δίψεος μακροῦ, ὁκόταν
					ἀναξηρανθέντα τὰ φλέβια δριμέα καὶ θερμὰ Ῥεύματα ἐπισπάσηται."
Acut.sp.,Hippocrates,A.Littre,"June1,2005",5,5.,3,"γίγνεται δὲ ἡ γλῶσσα τρηχείη καὶ ξηρὴ καὶ μέλαινα κάρτα· καὶ τὰ περὶ τὴν νηδὺν
					δακνόμενος ἀλγέει· τά τε ὑποχωρήματα ἔξυγρα καὶ ὠχρὰ γίγνεται, καὶ δίψαι σφοδραὶ
					ἔνεισι, καὶ ἀγρυπνίη, ἐνίοτε δὲ καὶ"
Acut.sp.,Hippocrates,A.Littre,"June1,2005",5,5.,4,παραλλάξιες φρενῶν.
Acut.sp.,Hippocrates,A.Littre,"June1,2005",5,5.,5,"τῷ τοιῷδε δίδου πίνειν ὕδωρ τε καὶ μελίκρητον ἑφθὸν ὑδαρὲς ὁκόσον ἐθέλει· κἂν
					πικρὸν τὸ στόμα γίγνηται, ἐμέειν ξυμφέρει, καὶ τὴν κοιλίην ὑποκλύσαι· ἢν δὲ μὴ
					πρὸς ταῦτα λύηται, γάλα ὄνου ἑψήσας κάθαιρε."
Acut.sp.,Hippocrates,A.Littre,"June1,2005",5,5.,6,"ἁλμυρὸν δὲ μηδὲν μηδὲ δριμὺ προσφέρειν, οὐ γὰρ ὑποίσει· Ῥοφήματα δὲ, ἕως ἂν ἔξω
					τῶν κρισίμων γένηται, μὴ δίδου."
Acut.sp.,Hippocrates,A.Littre,"June1,2005",5,5.,7,"κἢν αἷμα ἐκ τῶν Ῥινῶν Ῥυῇ, λύεται τὸ πάθος, κἢν ἱδρῶτες ἐπιγένωνται κριτικοὶ
					γνήσιοι μετʼ οὔρων λευκῶν. παχέων καὶ λείων ὑφισταμένων, κἢν ἀπόστημά που
					γένηται· ἢν δʼ ἄνευ τούτων λυθῇ, ὑποστροφὴ πάλιν ἔσται τῆς ἀῤῬωστίης, ἢ ἰσχίων
					ἢ σκελέων ἄλγημα ξυμβήσεται, καὶ πτύσεται παχέα, ἢν μέλλῃ ὑγιὴς ἔσεσθαι."
Acut.sp.,Hippocrates,A.Littre,"June1,2005",5,5.,8,καύσου γένος ἄλλο.
Acut.sp.,Hippocrates,A.Littre,"June1,2005",5,5.,9,"κοιλίη ὑπάγουσα, δίψης μεστὴ, γλῶσσα τρηχείη, ξηρὴ, ἁλυκώδης·"
Acut.sp.,Hippocrates,A.Littre,"June1,2005",5,5.,10,οὔρων ἀπόληψις· ἀγρυπνίη· ἀκρωτήρια ἐψυγμένα.
Acut.sp.,Hippocrates,A.Littre,"June1,2005",5,5.,11,"τῷ τοιούτῳ ἢν μὴ αἷμα ἐκ Ῥινῶν Ῥυῇ, ἢ ἀπόστημα περὶ τράχηλον γένηται, ἢ σκελέων
					ἄλγημα, καὶ πτύσματα παχέα πτύσῃ?̔ταῦτα δὲ ξυστάσης τῆς κοιλίης γίγνεται, ἢ
					ἰσχίου ὀδύνη, ἢ αἰδοίου πελίωμἀ, οὐ κρίνεται· καὶ ὄρχις ἐνταθεὶς κριτικόν."
Acut.sp.,Hippocrates,A.Littre,"June1,2005",5,5.,12,Ῥοφήματα ἐπισπαστικὰ δίδου.
Acut.sp.,Hippocrates,A.Littre,"June1,2005",5,5.,1,"τὰ δʼ ὀξέα πάθεα, φλεβοτομήσεις, ἢν ἰσχυρὸν φαίνηται τὸ νούσημα, καὶ οἱ ἔχοντες
					ἀκμάζωσι τῇ ἡλικίῃ, καὶ Ῥώμη παρῇ αὐτέοισιν."
